,agent_id,family_name,initials_x,given_names,num_coll,start_year,end_year,full_name,left_side,right_side,similarity,dup_count,item,itemLabel,surname,initials_y,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
16,11777,Lepschi,B.J.,Brendan,913,1988.0,2017.0,"Lepschi, B.J.","Lepschi, B.J.","Lepschi, B.J.",1.0,1.0,http://www.wikidata.org/entity/Q5733654,Brendan John Lepschi,Lepschi,B.J.,"Lepschi, B.J.",,,,39693.0,36824-1,Lepschi,,,1969.0,,,,http://www.wikidata.org/wiki/Q5733654,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=39693,https://www.ipni.org/a/36824-1,,,
17,21369,Weindorfer,G.,Gustav,910,1887.0,1942.0,"Weindorfer, G.","Weindorfer, G.","Weindorfer, G.",1.0,1.0,http://www.wikidata.org/entity/Q5621250,Gustav Weindorfer,Weindorfer,G.,"Weindorfer, G.",,41061291,0000 0000 3574 3120,,,,,P000880b,1874.0,1932.0,,,http://www.wikidata.org/wiki/Q5621250,,,,,http://www.eoas.info/biogs/P000880b,http://adb.anu.edu.au/biography/weindorfer-gustav-9038
18,4480,Cranfield,R.J.,,906,1965.0,2015.0,"Cranfield, R.J.","Cranfield, R.J.","Cranfield, R.J.",1.0,1.0,http://www.wikidata.org/entity/Q19263359,Raymond Jeffrey Cranfield,Cranfield,R.J.,"Cranfield, R.J.",,,,,36616-1,Cranfield,,,1947.0,,,,http://www.wikidata.org/wiki/Q19263359,,,https://www.ipni.org/a/36616-1,,,
19,6737,Forrest,A.,Alex,893,1871.0,1882.0,"Forrest, A.","Forrest, A.","Forrest, A.",1.0,1.0,http://www.wikidata.org/entity/Q706734,Alexander Forrest,Forrest,A.,"Forrest, A.",,55957059,0000 0000 6391 2307,,,,,P001055b,1849.0,1901.0,,,http://www.wikidata.org/wiki/Q706734,,,,,http://www.eoas.info/biogs/P001055b,http://adb.anu.edu.au/biography/forrest-alexander-6208
24,18945,Spencer,R.D.,Roger,851,1969.0,2002.0,"Spencer, R.D.","Spencer, R.D.","Spencer, R.D.",1.0,1.0,http://www.wikidata.org/entity/Q7358068,Roger David Spencer,Spencer,R.D.,"Spencer, R.D.",,77970107,0000 0000 8272 6438,,14570-1,R.D.Spencer,,,1945.0,,,,http://www.wikidata.org/wiki/Q7358068,,,https://www.ipni.org/a/14570-1,,,
29,15632,Pedley,L.,Les,844,1957.0,2014.0,"Pedley, L.","Pedley, L.","Pedley, L.",1.0,1.0,http://www.wikidata.org/entity/Q4347893,Leslie Pedley,Pedley,L.,"Pedley, L.",,36029448,,,7460-1,Pedley,,P001460b,1930.0,2018.0,,,http://www.wikidata.org/wiki/Q4347893,,,https://www.ipni.org/a/7460-1,,http://www.eoas.info/biogs/P001460b,
30,2580,Browne,J.H.,,843,1874.0,2017.0,"Browne, J.H.","Browne, J.H.","Browne, J.H.",1.0,1.0,http://www.wikidata.org/entity/Q6136300,James Howard Browne,Browne,J.H.,"Browne, J.H.",,,,,,,,P004484b,1919.0,2004.0,,,http://www.wikidata.org/wiki/Q6136300,,,,,http://www.eoas.info/biogs/P004484b,
32,12558,Maiden,J.H.,Joseph Henry,839,1826.0,1921.0,"Maiden, J.H.","Maiden, J.H.","Maiden, J.H.",1.0,1.0,http://www.wikidata.org/entity/Q2583058,J. H. Maiden,Maiden,J.H.,"Maiden, J.H.",,10242002,0000 0000 8089 8455,1315.0,5992-1,Maiden,,P001287b,1859.0,1925.0,,,http://www.wikidata.org/wiki/Q2583058,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1315,https://www.ipni.org/a/5992-1,,http://www.eoas.info/biogs/P001287b,http://adb.anu.edu.au/biography/maiden-joseph-henry-7463
36,14866,Nordenstam,B.,,826,1962.0,1989.0,"Nordenstam, B.","Nordenstam, B.","Nordenstam, B.",1.0,1.0,http://www.wikidata.org/entity/Q4895698,Bertil Nordenstam,Nordenstam,B.,"Nordenstam, B.",,90729183,0000 0000 8163 5796,,7026-1,B.Nord.,,,1936.0,,,,http://www.wikidata.org/wiki/Q4895698,,,https://www.ipni.org/a/7026-1,,,
37,9724,Hubbard,C.E.,,825,1926.0,1950.0,"Hubbard, C.E.","Hubbard, C.E.","Hubbard, C.E.",1.0,1.0,http://www.wikidata.org/entity/Q2353716,Charles Edward Hubbard,Hubbard,C.E.,"Hubbard, C.E.",,79104339,0000 0001 0918 991X,180.0,4192-1,C.E.Hubb.,,,1900.0,1980.0,,,http://www.wikidata.org/wiki/Q2353716,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=180,https://www.ipni.org/a/4192-1,,,
40,327,Anderberg,A.A.,Arne,818,1989.0,2009.0,"Anderberg, A.A.","Anderberg, A.A.","Anderberg, A.A.",1.0,1.0,http://www.wikidata.org/entity/Q4065252,Arne A. Anderberg,Anderberg,A.A.,"Anderberg, A.A.",,53361983,0000 0001 1643 9454,92469.0,14584-1,Anderb.,,,1954.0,,,,http://www.wikidata.org/wiki/Q4065252,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=92469,https://www.ipni.org/a/14584-1,,,
41,3729,Claridge,A.W.,,817,1990.0,2003.0,"Claridge, A.W.","Claridge, A.W.","Claridge, A.W.",1.0,1.0,http://www.wikidata.org/entity/Q36500576,Andrew W. Claridge,Claridge,A.W.,"Claridge, A.W.",,50447475,,16087,20002276-1,Claridge,,,1966.0,,,,http://www.wikidata.org/wiki/Q36500576,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=16087,https://www.ipni.org/a/20002276-1,,,
42,19343,Story,G.F.,George Fordyce,814,1837.0,1879.0,"Story, G.F.","Story, G.F.","Story, G.F.",1.0,1.0,http://www.wikidata.org/entity/Q21538105,George Fordyce Story,Story,G.F.,"Story, G.F.",,,,46297,,,,P001384b,1800.0,1885.0,,,http://www.wikidata.org/wiki/Q21538105,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=46297,,,http://www.eoas.info/biogs/P001384b,http://adb.anu.edu.au/biography/story-george-fordyce-2706
45,21960,Wilson,K.L.,Karen,810,1974.0,2014.0,"Wilson, K.L.","Wilson, K.L.","Wilson, K.L.",1.0,1.0,http://www.wikidata.org/entity/Q5958129,Karen L. Wilson,Wilson,K.L.,"Wilson, K.L.",0000-0001-7419-8222,42021989,0000 0003 7409 927X,,12312-1,K.L.Wilson,,,1950.0,,,,http://www.wikidata.org/wiki/Q5958129,https://orcid.org/0000-0001-7419-8222,,https://www.ipni.org/a/12312-1,,,
46,20308,Trudgen,M.E.,Malcolm,804,1973.0,2011.0,"Trudgen, M.E.","Trudgen, M.E.","Trudgen, M.E.",1.0,1.0,http://www.wikidata.org/entity/Q5990483,Malcolm Eric Trudgen,Trudgen,M.E.,"Trudgen, M.E.",,,,38372,27931-1,Trudgen,,,1951.0,,,,http://www.wikidata.org/wiki/Q5990483,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=38372,https://www.ipni.org/a/27931-1,,,
48,13801,Milligan,J.,,795,1830.0,1897.0,"Milligan, J.","Milligan, J.","Milligan, J.",1.0,1.0,http://www.wikidata.org/entity/Q24088012,Joseph Milligan,Milligan,J.,"Milligan, J.",,92264069,,28020,,,,P002156b,1807.0,1884.0,,,http://www.wikidata.org/wiki/Q24088012,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=28020,,,http://www.eoas.info/biogs/P002156b,http://adb.anu.edu.au/biography/milligan-joseph-2456
52,8443,Hannaford,S.,,778,1850.0,1885.0,"Hannaford, S.","Hannaford, S.","Hannaford, S.",1.0,1.0,http://www.wikidata.org/entity/Q21514621,Samuel Hannaford,Hannaford,S.,"Hannaford, S.",,,,,12166-1,Hannaford,,,1828.0,1874.0,,,http://www.wikidata.org/wiki/Q21514621,,,https://www.ipni.org/a/12166-1,,,
54,14193,Morton,A.,,763,1886.0,2008.0,"Morton, A.","Morton, A.","Morton, A.",1.0,1.0,http://www.wikidata.org/entity/Q21535320,Alexander Morton,Morton,A.,"Morton, A.",,9393153954910805680008,,,,,,P001260b,1854.0,1907.0,,,http://www.wikidata.org/wiki/Q21535320,,,,,http://www.eoas.info/biogs/P001260b,http://adb.anu.edu.au/biography/morton-alexander-7666
60,5840,Eaton,A.,Alice,727,1888.0,1894.0,"Eaton, A.","Eaton, A.","Eaton, A.",1.0,1.0,http://www.wikidata.org/entity/Q474250,Amos Eaton,Eaton,A.,"Eaton, A.",,15547874,0000 0000 5455 8641,1026.0,2447-1,Eaton,,,1776.0,1842.0,,,http://www.wikidata.org/wiki/Q474250,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1026,https://www.ipni.org/a/2447-1,,,
61,12320,Lyne,A.M.,,721,1978.0,2007.0,"Lyne, A.M.","Lyne, A.M.","Lyne, A.M.",1.0,1.0,http://www.wikidata.org/entity/Q33682944,A.M. Lyne,Lyne,A.M.,"Lyne, A.M.",,,,,36012-1,Lyne,,,,,,,http://www.wikidata.org/wiki/Q33682944,,,https://www.ipni.org/a/36012-1,,,
67,20029,Thwaites,G.H.K.,George Henry Kendrick,714,1846.0,1894.0,"Thwaites, G.H.K.","Thwaites, G.H.K.","Thwaites, G.H.K.",1.0,1.0,http://www.wikidata.org/entity/Q2656749,George Henry Kendrick Thwaites,Thwaites,G.H.K.,"Thwaites, G.H.K.",,3246930,,2789.0,10654-1,Thwaites,,,1812.0,1882.0,,,http://www.wikidata.org/wiki/Q2656749,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=2789,https://www.ipni.org/a/10654-1,,,
69,18897,Sparre,B.,Benkt,706,1966.0,1969.0,"Sparre, B.","Sparre, B.","Sparre, B.",1.0,1.0,http://www.wikidata.org/entity/Q4430684,Benkt Sparre,Sparre,B.,"Sparre, B.",,29516632,0000 0000 5378 1673,8416.0,9951-1,Sparre,,,1918.0,1986.0,,,http://www.wikidata.org/wiki/Q4430684,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=8416,https://www.ipni.org/a/9951-1,,,
73,21015,Wannan,B.S.,Bruce,697,1981.0,2013.0,"Wannan, B.S.","Wannan, B.S.","Wannan, B.S.",1.0,1.0,http://www.wikidata.org/entity/Q26714009,B.S. Wannan,Wannan,B.S.,"Wannan, B.S.",,,,63123,28557-1,Wannan,,,,,,,http://www.wikidata.org/wiki/Q26714009,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=63123,https://www.ipni.org/a/28557-1,,,
97,9862,Hussey,J.L.,,677,1891.0,1898.0,"Hussey, J.L.","Hussey, J.L.","Hussey, J.L.",1.0,1.0,http://www.wikidata.org/entity/Q66763410,Jessie Louisa Hussey,Hussey,J.L.,"Hussey, J.L.",,,,27503,,,,P006107b,1862.0,1899.0,,,http://www.wikidata.org/wiki/Q66763410,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=27503,,,http://www.eoas.info/biogs/P006107b,
98,19594,Syme,K.,Katie,677,1995.0,2018.0,"Syme, K.","Syme, K.","Syme, K.",1.0,1.0,http://www.wikidata.org/entity/Q36609403,Katrina Syme,Syme,K.,"Syme, K.",,,,,20003129-1,K.Syme,,,,,,,http://www.wikidata.org/wiki/Q36609403,,,https://www.ipni.org/a/20003129-1,,,
99,8318,Hall,N.,,676,1962.0,1987.0,"Hall, N.","Hall, N.","Hallé, N.",1.0,1.0,http://www.wikidata.org/entity/Q3206449,Nicolas Hallé,Hallé,N.,"Hallé, N.",,56610955,0000 0001 1764 5137,,3584-1,N.Hallé,,,1927.0,2017.0,,,http://www.wikidata.org/wiki/Q3206449,,,https://www.ipni.org/a/3584-1,,,
100,18619,Slee,A.V.,Andrew,671,1976.0,2012.0,"Slee, A.V.","Slee, A.V.","Slee, A.V.",1.0,1.0,http://www.wikidata.org/entity/Q21609032,Andrew Vernon Slee,Slee,A.V.,"Slee, A.V.",,,,,37064-1,Slee,,,1950.0,,,,http://www.wikidata.org/wiki/Q21609032,,,https://www.ipni.org/a/37064-1,,,
101,2379,Briggs,J.D.,,665,1973.0,1993.0,"Briggs, J.D.","Briggs, J.D.","Briggs, J.D.",1.0,1.0,http://www.wikidata.org/entity/Q5933159,John D. Briggs,Briggs,J.D.,"Briggs, J.D.",,,,,36579-1,J.D.Briggs,,,1955.0,,,,http://www.wikidata.org/wiki/Q5933159,,,https://www.ipni.org/a/36579-1,,,
102,15109,Ohlsen,D.J.,Daniel,663,2008.0,2019.0,"Ohlsen, D.J.","Ohlsen, D.J.","Ohlsen, D.J.",1.0,1.0,http://www.wikidata.org/entity/Q26912975,Daniel J. Ohlsen,Ohlsen,D.J.,"Ohlsen, D.J.",,,,,20016740-1,D.J.Ohlsen,,,,,,,http://www.wikidata.org/wiki/Q26912975,,,https://www.ipni.org/a/20016740-1,,,
107,12415,MacGregor,W.,William,650,1876.0,1989.0,"MacGregor, W.","MacGregor, W.","MacGregor, W.",1.0,1.0,http://www.wikidata.org/entity/Q2579853,William MacGregor,MacGregor,W.,"MacGregor, W.",,93588278,0000 0001 1687 8975,11554.0,20016228-1,W.MacGregor,,,1846.0,1919.0,,,http://www.wikidata.org/wiki/Q2579853,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=11554,https://www.ipni.org/a/20016228-1,,,http://adb.anu.edu.au/biography/macgregor-sir-william-4097
108,21713,Wight,R.,Robert,649,1821.0,1867.0,"Wight, R.","Wight, R.","Wight, R.",1.0,1.0,http://www.wikidata.org/entity/Q1375864,Robert Wight,Wight,R.,"Wight, R.",,32772286,0000 0001 2127 0147,1098.0,11658-1,Wight,,,1796.0,1872.0,,,http://www.wikidata.org/wiki/Q1375864,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=1098,https://www.ipni.org/a/11658-1,,,
110,7302,Gebert,W.A.,Wayne,638,1998.0,2019.0,"Gebert, W.A.","Gebert, W.A.","Gebert, W.A.",1.0,1.0,http://www.wikidata.org/entity/Q21513843,Wayne Ashley Gebert,Gebert,W.A.,"Gebert, W.A.",,,,,20014240-1,Gebert,,,1976.0,,,,http://www.wikidata.org/wiki/Q21513843,,,https://www.ipni.org/a/20014240-1,,,
117,17775,Scarlett,N.H.,Neville,621,1964.0,2018.0,"Scarlett, N.H.","Scarlett, N.H.","Scarlett, N.H.",1.0,1.0,http://www.wikidata.org/entity/Q19004122,N.H. Scarlett,Scarlett,N.H.,"Scarlett, N.H.",,,,,39747-1,Scarlett,,,,,,,http://www.wikidata.org/wiki/Q19004122,,,https://www.ipni.org/a/39747-1,,,
119,14635,Neish,P.G.,Peter,620,1995.0,1999.0,"Neish, P.G.","Neish, P.G.","Neish, P.G.",1.0,1.0,http://www.wikidata.org/entity/Q36653927,Peter G. Neish,Neish,P.G.,"Neish, P.G.",,,,,39460-1,P.G.Neish,,,,,,,http://www.wikidata.org/wiki/Q36653927,,,https://www.ipni.org/a/39460-1,,,
121,1418,Belcher,R.O.,Robert,607,1945.0,1982.0,"Belcher, R.O.","Belcher, R.O.","Belcher, R.O.",1.0,1.0,http://www.wikidata.org/entity/Q21395349,Robert Orange Belcher,Belcher,R.O.,"Belcher, R.O.",,,,,628-1,Belcher,,,1918.0,,,,http://www.wikidata.org/wiki/Q21395349,,,https://www.ipni.org/a/628-1,,,
