,coll_index,surname_x,initials_x,canonical_string_x,name,active,comment,left_side,right_side,similarity,dup_count,item,itemLabel,surname_y,initials_y,canonical_string_y,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
146,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1692339,Johann Anderson,Anderson,J.,"Anderson, J.",,52753209,0000 0000 8232 4455,,,,,,1674.0,1743.0,,,http://www.wikidata.org/wiki/Q1692339,,,,,,
147,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q88828413,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1796.0,1864.0,,,http://www.wikidata.org/wiki/Q88828413,,,,,,
148,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q550299,James Anderson,Anderson,J.,"Anderson, J.",,33417635,0000 0000 2868 9904,76280.0,194-1,Anderson,,,1738.0,1809.0,,,http://www.wikidata.org/wiki/Q550299,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=76280,https://www.ipni.org/a/194-1,,,
149,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21516191,James Anderson,Anderson,J.,"Anderson, J.",,,,,13849-1,J.Anderson,,,,,,,http://www.wikidata.org/wiki/Q21516191,,,https://www.ipni.org/a/13849-1,,,
150,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q6148471,Jan Anderson,Anderson,J.,"Anderson, J.",,,,,,,,P004441b,1932.0,2015.0,,,http://www.wikidata.org/wiki/Q6148471,,,,,http://www.eoas.info/biogs/P004441b,
151,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1679953,James Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1895.0,1973.0,1926.0,,http://www.wikidata.org/wiki/Q1679953,,,,,,http://adb.anu.edu.au/biography/anderson-james-outram-9358
152,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q3296918,John Anderson,Anderson,J.,"Anderson, J.",,112712940,0000 0000 8410 0615,,,,,,1893.0,1962.0,,,http://www.wikidata.org/wiki/Q3296918,,,,,,http://adb.anu.edu.au/biography/anderson-john-5017
153,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q6281042,Joseph Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1790.0,1877.0,,,http://www.wikidata.org/wiki/Q6281042,,,,,,http://adb.anu.edu.au/biography/anderson-joseph-1705
154,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21535198,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1790.0,1858.0,,,http://www.wikidata.org/wiki/Q21535198,,,,,,http://adb.anu.edu.au/biography/anderson-john-1704
155,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q230415,Judith Anderson,Anderson,J.,"Anderson, J.",,74036593,0000 0000 7977 8501,,,,,,1897.0,1992.0,,1937.0,http://www.wikidata.org/wiki/Q230415,,,,,,http://adb.anu.edu.au/biography/anderson-dame-frances-margaret-judith-17007
156,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1349404,John Anderson,Anderson,J.,"Anderson, J.",,19988451,0000 0000 8099 4105,22637.0,,,,,1833.0,1900.0,,,http://www.wikidata.org/wiki/Q1349404,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=22637,,,,
157,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q617109,James Anderson,Anderson,J.,"Anderson, J.",,77099040,0000 0000 8157 8787,,,,,,1739.0,1808.0,,,http://www.wikidata.org/wiki/Q617109,,,,,,
158,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1692339,Johann Anderson,Anderson,J.,"Anderson, J.",,52753209,0000 0000 8232 4455,,,,,,1674.0,1743.0,,,http://www.wikidata.org/wiki/Q1692339,,,,,,
159,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q88828413,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1796.0,1864.0,,,http://www.wikidata.org/wiki/Q88828413,,,,,,
160,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q550299,James Anderson,Anderson,J.,"Anderson, J.",,33417635,0000 0000 2868 9904,76280.0,194-1,Anderson,,,1738.0,1809.0,,,http://www.wikidata.org/wiki/Q550299,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=76280,https://www.ipni.org/a/194-1,,,
161,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21516191,James Anderson,Anderson,J.,"Anderson, J.",,,,,13849-1,J.Anderson,,,,,,,http://www.wikidata.org/wiki/Q21516191,,,https://www.ipni.org/a/13849-1,,,
162,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q6148471,Jan Anderson,Anderson,J.,"Anderson, J.",,,,,,,,P004441b,1932.0,2015.0,,,http://www.wikidata.org/wiki/Q6148471,,,,,http://www.eoas.info/biogs/P004441b,
163,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1679953,James Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1895.0,1973.0,1926.0,,http://www.wikidata.org/wiki/Q1679953,,,,,,http://adb.anu.edu.au/biography/anderson-james-outram-9358
164,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q3296918,John Anderson,Anderson,J.,"Anderson, J.",,112712940,0000 0000 8410 0615,,,,,,1893.0,1962.0,,,http://www.wikidata.org/wiki/Q3296918,,,,,,http://adb.anu.edu.au/biography/anderson-john-5017
165,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q6281042,Joseph Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1790.0,1877.0,,,http://www.wikidata.org/wiki/Q6281042,,,,,,http://adb.anu.edu.au/biography/anderson-joseph-1705
166,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21535198,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1790.0,1858.0,,,http://www.wikidata.org/wiki/Q21535198,,,,,,http://adb.anu.edu.au/biography/anderson-john-1704
167,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q230415,Judith Anderson,Anderson,J.,"Anderson, J.",,74036593,0000 0000 7977 8501,,,,,,1897.0,1992.0,,1937.0,http://www.wikidata.org/wiki/Q230415,,,,,,http://adb.anu.edu.au/biography/anderson-dame-frances-margaret-judith-17007
168,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1349404,John Anderson,Anderson,J.,"Anderson, J.",,19988451,0000 0000 8099 4105,22637.0,,,,,1833.0,1900.0,,,http://www.wikidata.org/wiki/Q1349404,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=22637,,,,
169,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q617109,James Anderson,Anderson,J.,"Anderson, J.",,77099040,0000 0000 8157 8787,,,,,,1739.0,1808.0,,,http://www.wikidata.org/wiki/Q617109,,,,,,
170,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1692339,Johann Anderson,Anderson,J.,"Anderson, J.",,52753209,0000 0000 8232 4455,,,,,,1674.0,1743.0,,,http://www.wikidata.org/wiki/Q1692339,,,,,,
171,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q88828413,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1796.0,1864.0,,,http://www.wikidata.org/wiki/Q88828413,,,,,,
172,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q550299,James Anderson,Anderson,J.,"Anderson, J.",,33417635,0000 0000 2868 9904,76280.0,194-1,Anderson,,,1738.0,1809.0,,,http://www.wikidata.org/wiki/Q550299,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=76280,https://www.ipni.org/a/194-1,,,
173,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21516191,James Anderson,Anderson,J.,"Anderson, J.",,,,,13849-1,J.Anderson,,,,,,,http://www.wikidata.org/wiki/Q21516191,,,https://www.ipni.org/a/13849-1,,,
174,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q6148471,Jan Anderson,Anderson,J.,"Anderson, J.",,,,,,,,P004441b,1932.0,2015.0,,,http://www.wikidata.org/wiki/Q6148471,,,,,http://www.eoas.info/biogs/P004441b,
175,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1679953,James Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1895.0,1973.0,1926.0,,http://www.wikidata.org/wiki/Q1679953,,,,,,http://adb.anu.edu.au/biography/anderson-james-outram-9358
176,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q3296918,John Anderson,Anderson,J.,"Anderson, J.",,112712940,0000 0000 8410 0615,,,,,,1893.0,1962.0,,,http://www.wikidata.org/wiki/Q3296918,,,,,,http://adb.anu.edu.au/biography/anderson-john-5017
177,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q6281042,Joseph Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1790.0,1877.0,,,http://www.wikidata.org/wiki/Q6281042,,,,,,http://adb.anu.edu.au/biography/anderson-joseph-1705
178,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21535198,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1790.0,1858.0,,,http://www.wikidata.org/wiki/Q21535198,,,,,,http://adb.anu.edu.au/biography/anderson-john-1704
179,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q230415,Judith Anderson,Anderson,J.,"Anderson, J.",,74036593,0000 0000 7977 8501,,,,,,1897.0,1992.0,,1937.0,http://www.wikidata.org/wiki/Q230415,,,,,,http://adb.anu.edu.au/biography/anderson-dame-frances-margaret-judith-17007
180,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1349404,John Anderson,Anderson,J.,"Anderson, J.",,19988451,0000 0000 8099 4105,22637.0,,,,,1833.0,1900.0,,,http://www.wikidata.org/wiki/Q1349404,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=22637,,,,
181,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q617109,James Anderson,Anderson,J.,"Anderson, J.",,77099040,0000 0000 8157 8787,,,,,,1739.0,1808.0,,,http://www.wikidata.org/wiki/Q617109,,,,,,
182,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1692339,Johann Anderson,Anderson,J.,"Anderson, J.",,52753209,0000 0000 8232 4455,,,,,,1674.0,1743.0,,,http://www.wikidata.org/wiki/Q1692339,,,,,,
183,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q88828413,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1796.0,1864.0,,,http://www.wikidata.org/wiki/Q88828413,,,,,,
184,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q550299,James Anderson,Anderson,J.,"Anderson, J.",,33417635,0000 0000 2868 9904,76280.0,194-1,Anderson,,,1738.0,1809.0,,,http://www.wikidata.org/wiki/Q550299,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=76280,https://www.ipni.org/a/194-1,,,
185,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21516191,James Anderson,Anderson,J.,"Anderson, J.",,,,,13849-1,J.Anderson,,,,,,,http://www.wikidata.org/wiki/Q21516191,,,https://www.ipni.org/a/13849-1,,,
186,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q6148471,Jan Anderson,Anderson,J.,"Anderson, J.",,,,,,,,P004441b,1932.0,2015.0,,,http://www.wikidata.org/wiki/Q6148471,,,,,http://www.eoas.info/biogs/P004441b,
187,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1679953,James Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1895.0,1973.0,1926.0,,http://www.wikidata.org/wiki/Q1679953,,,,,,http://adb.anu.edu.au/biography/anderson-james-outram-9358
188,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q3296918,John Anderson,Anderson,J.,"Anderson, J.",,112712940,0000 0000 8410 0615,,,,,,1893.0,1962.0,,,http://www.wikidata.org/wiki/Q3296918,,,,,,http://adb.anu.edu.au/biography/anderson-john-5017
189,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q6281042,Joseph Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1790.0,1877.0,,,http://www.wikidata.org/wiki/Q6281042,,,,,,http://adb.anu.edu.au/biography/anderson-joseph-1705
190,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21535198,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1790.0,1858.0,,,http://www.wikidata.org/wiki/Q21535198,,,,,,http://adb.anu.edu.au/biography/anderson-john-1704
191,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q230415,Judith Anderson,Anderson,J.,"Anderson, J.",,74036593,0000 0000 7977 8501,,,,,,1897.0,1992.0,,1937.0,http://www.wikidata.org/wiki/Q230415,,,,,,http://adb.anu.edu.au/biography/anderson-dame-frances-margaret-judith-17007
192,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1349404,John Anderson,Anderson,J.,"Anderson, J.",,19988451,0000 0000 8099 4105,22637.0,,,,,1833.0,1900.0,,,http://www.wikidata.org/wiki/Q1349404,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=22637,,,,
193,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q617109,James Anderson,Anderson,J.,"Anderson, J.",,77099040,0000 0000 8157 8787,,,,,,1739.0,1808.0,,,http://www.wikidata.org/wiki/Q617109,,,,,,
194,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1692339,Johann Anderson,Anderson,J.,"Anderson, J.",,52753209,0000 0000 8232 4455,,,,,,1674.0,1743.0,,,http://www.wikidata.org/wiki/Q1692339,,,,,,
195,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q88828413,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1796.0,1864.0,,,http://www.wikidata.org/wiki/Q88828413,,,,,,
196,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q550299,James Anderson,Anderson,J.,"Anderson, J.",,33417635,0000 0000 2868 9904,76280.0,194-1,Anderson,,,1738.0,1809.0,,,http://www.wikidata.org/wiki/Q550299,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=76280,https://www.ipni.org/a/194-1,,,
197,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21516191,James Anderson,Anderson,J.,"Anderson, J.",,,,,13849-1,J.Anderson,,,,,,,http://www.wikidata.org/wiki/Q21516191,,,https://www.ipni.org/a/13849-1,,,
198,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q6148471,Jan Anderson,Anderson,J.,"Anderson, J.",,,,,,,,P004441b,1932.0,2015.0,,,http://www.wikidata.org/wiki/Q6148471,,,,,http://www.eoas.info/biogs/P004441b,
199,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1679953,James Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1895.0,1973.0,1926.0,,http://www.wikidata.org/wiki/Q1679953,,,,,,http://adb.anu.edu.au/biography/anderson-james-outram-9358
200,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q3296918,John Anderson,Anderson,J.,"Anderson, J.",,112712940,0000 0000 8410 0615,,,,,,1893.0,1962.0,,,http://www.wikidata.org/wiki/Q3296918,,,,,,http://adb.anu.edu.au/biography/anderson-john-5017
201,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q6281042,Joseph Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1790.0,1877.0,,,http://www.wikidata.org/wiki/Q6281042,,,,,,http://adb.anu.edu.au/biography/anderson-joseph-1705
202,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21535198,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1790.0,1858.0,,,http://www.wikidata.org/wiki/Q21535198,,,,,,http://adb.anu.edu.au/biography/anderson-john-1704
203,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q230415,Judith Anderson,Anderson,J.,"Anderson, J.",,74036593,0000 0000 7977 8501,,,,,,1897.0,1992.0,,1937.0,http://www.wikidata.org/wiki/Q230415,,,,,,http://adb.anu.edu.au/biography/anderson-dame-frances-margaret-judith-17007
204,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1349404,John Anderson,Anderson,J.,"Anderson, J.",,19988451,0000 0000 8099 4105,22637.0,,,,,1833.0,1900.0,,,http://www.wikidata.org/wiki/Q1349404,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=22637,,,,
205,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q617109,James Anderson,Anderson,J.,"Anderson, J.",,77099040,0000 0000 8157 8787,,,,,,1739.0,1808.0,,,http://www.wikidata.org/wiki/Q617109,,,,,,
206,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1692339,Johann Anderson,Anderson,J.,"Anderson, J.",,52753209,0000 0000 8232 4455,,,,,,1674.0,1743.0,,,http://www.wikidata.org/wiki/Q1692339,,,,,,
207,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q88828413,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1796.0,1864.0,,,http://www.wikidata.org/wiki/Q88828413,,,,,,
208,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q550299,James Anderson,Anderson,J.,"Anderson, J.",,33417635,0000 0000 2868 9904,76280.0,194-1,Anderson,,,1738.0,1809.0,,,http://www.wikidata.org/wiki/Q550299,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=76280,https://www.ipni.org/a/194-1,,,
209,c00074,ANDERSON,J.,"ANDERSON, J.","ANDERSON, John",?–1847,"Colonial Botanist, Gardens Director","ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21516191,James Anderson,Anderson,J.,"Anderson, J.",,,,,13849-1,J.Anderson,,,,,,,http://www.wikidata.org/wiki/Q21516191,,,https://www.ipni.org/a/13849-1,,,
