,coll_index,surname_x,initials_x,canonical_string_x,name,active,comment,left_side,right_side,similarity,dup_count,item,itemLabel,surname_y,initials_y,canonical_string_y,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye,wikidata_link,orcid_link,harv_link,ipni_link,bloodhound_link,enc_au_sc_link,au_dict_bio_link
4083,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q47126452,Colin Smith,Smith,C.,"Smith, C.",,101454913,,,20023413-1,Col.Sm.,,,1936.0,,,,http://www.wikidata.org/wiki/Q47126452,,,https://www.ipni.org/a/20023413-1,,,
4084,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q21520400,Campbell Smith,Smith,C.,"Smith, C.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21520400,,,,,,
4085,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q28815240,Colin Smith,Smith,C.,"Smith, C.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q28815240,,,,,,
4086,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q5111181,Christine Smith,Smith,C.,"Smith, C.",,,,,,,,,1946.0,1979.0,,,http://www.wikidata.org/wiki/Q5111181,,,,,,http://adb.anu.edu.au/biography/smith-christine-idris-11720
4087,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q5110875,Christina Smith,Smith,C.,"Smith, C.",,67896994,0000 0000 8000 9849,,,,,,1809.0,1893.0,,,http://www.wikidata.org/wiki/Q5110875,,,,,,http://adb.anu.edu.au/biography/smith-christina-13198
4088,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q21536173,Cecilia Smith,Smith,C.,"Smith, C.",,33747878,,,,,,,1911.0,1980.0,,,http://www.wikidata.org/wiki/Q21536173,,,,,,http://adb.anu.edu.au/biography/smith-cecilia-11719
4089,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q21536406,Charles Smith,Smith,C.,"Smith, C.",,,,,,,,,1816.0,1897.0,,,http://www.wikidata.org/wiki/Q21536406,,,,,,http://adb.anu.edu.au/biography/smith-charles-4600
4090,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q57451978,Cecil Smith,Smith,C.,"Smith, C.",,,,,,,,,1826.0,1890.0,,,http://www.wikidata.org/wiki/Q57451978,,,,,,
4091,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q1078398,Christen Smith,Smith,C.,"Smith, C.",,69718927,0000 0001 1950 8910,41145.0,9779-1,C.Sm.,,,1785.0,1816.0,,,http://www.wikidata.org/wiki/Q1078398,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=41145,https://www.ipni.org/a/9779-1,,,
4092,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q47126452,Colin Smith,Smith,C.,"Smith, C.",,101454913,,,20023413-1,Col.Sm.,,,1936.0,,,,http://www.wikidata.org/wiki/Q47126452,,,https://www.ipni.org/a/20023413-1,,,
4093,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q21520400,Campbell Smith,Smith,C.,"Smith, C.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21520400,,,,,,
4094,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q28815240,Colin Smith,Smith,C.,"Smith, C.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q28815240,,,,,,
4095,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q5111181,Christine Smith,Smith,C.,"Smith, C.",,,,,,,,,1946.0,1979.0,,,http://www.wikidata.org/wiki/Q5111181,,,,,,http://adb.anu.edu.au/biography/smith-christine-idris-11720
4096,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q5110875,Christina Smith,Smith,C.,"Smith, C.",,67896994,0000 0000 8000 9849,,,,,,1809.0,1893.0,,,http://www.wikidata.org/wiki/Q5110875,,,,,,http://adb.anu.edu.au/biography/smith-christina-13198
4097,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q21536173,Cecilia Smith,Smith,C.,"Smith, C.",,33747878,,,,,,,1911.0,1980.0,,,http://www.wikidata.org/wiki/Q21536173,,,,,,http://adb.anu.edu.au/biography/smith-cecilia-11719
4098,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q21536406,Charles Smith,Smith,C.,"Smith, C.",,,,,,,,,1816.0,1897.0,,,http://www.wikidata.org/wiki/Q21536406,,,,,,http://adb.anu.edu.au/biography/smith-charles-4600
4099,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q57451978,Cecil Smith,Smith,C.,"Smith, C.",,,,,,,,,1826.0,1890.0,,,http://www.wikidata.org/wiki/Q57451978,,,,,,
4100,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q1078398,Christen Smith,Smith,C.,"Smith, C.",,69718927,0000 0001 1950 8910,41145.0,9779-1,C.Sm.,,,1785.0,1816.0,,,http://www.wikidata.org/wiki/Q1078398,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=41145,https://www.ipni.org/a/9779-1,,,
4101,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q47126452,Colin Smith,Smith,C.,"Smith, C.",,101454913,,,20023413-1,Col.Sm.,,,1936.0,,,,http://www.wikidata.org/wiki/Q47126452,,,https://www.ipni.org/a/20023413-1,,,
4102,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q21520400,Campbell Smith,Smith,C.,"Smith, C.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21520400,,,,,,
4103,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q28815240,Colin Smith,Smith,C.,"Smith, C.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q28815240,,,,,,
4104,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q5111181,Christine Smith,Smith,C.,"Smith, C.",,,,,,,,,1946.0,1979.0,,,http://www.wikidata.org/wiki/Q5111181,,,,,,http://adb.anu.edu.au/biography/smith-christine-idris-11720
4105,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q5110875,Christina Smith,Smith,C.,"Smith, C.",,67896994,0000 0000 8000 9849,,,,,,1809.0,1893.0,,,http://www.wikidata.org/wiki/Q5110875,,,,,,http://adb.anu.edu.au/biography/smith-christina-13198
4106,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q21536173,Cecilia Smith,Smith,C.,"Smith, C.",,33747878,,,,,,,1911.0,1980.0,,,http://www.wikidata.org/wiki/Q21536173,,,,,,http://adb.anu.edu.au/biography/smith-cecilia-11719
4107,c02955,SMITH,C.,"SMITH, C.","SMITH, Christopher",-1807,Botanist,"SMITH, C.","Smith, C.",1.0,9.0,http://www.wikidata.org/entity/Q21536406,Charles Smith,Smith,C.,"Smith, C.",,,,,,,,,1816.0,1897.0,,,http://www.wikidata.org/wiki/Q21536406,,,,,,http://adb.anu.edu.au/biography/smith-charles-4600
4846,c03472,WILSON,J.,"WILSON, J.","WILSON, James, Rev.",1855-1937,Congregational minister. fungi collector,"WILSON, J.","Wilson, J.",1.0,9.0,http://www.wikidata.org/entity/Q15994838,James Wilson,Wilson,J.,"Wilson, J.",,74633957,0000 0000 8394 7240,,,,,,1795.0,1856.0,,,http://www.wikidata.org/wiki/Q15994838,,,,,,
4847,c03472,WILSON,J.,"WILSON, J.","WILSON, James, Rev.",1855-1937,Congregational minister. fungi collector,"WILSON, J.","Wilson, J.",1.0,9.0,http://www.wikidata.org/entity/Q373094,James Wilson,Wilson,J.,"Wilson, J.",,272796667,,,,,,,1835.0,1920.0,,,http://www.wikidata.org/wiki/Q373094,,,,,,
4848,c03472,WILSON,J.,"WILSON, J.","WILSON, James, Rev.",1855-1937,Congregational minister. fungi collector,"WILSON, J.","Wilson, J.",1.0,9.0,http://www.wikidata.org/entity/Q6264502,John Wilson,Wilson,J.,"Wilson, J.",,47566585,0000 0000 8126 6329,,,,,,1785.0,1854.0,,,http://www.wikidata.org/wiki/Q6264502,,,,,,
4849,c03472,WILSON,J.,"WILSON, J.","WILSON, James, Rev.",1855-1937,Congregational minister. fungi collector,"WILSON, J.","Wilson, J.",1.0,9.0,http://www.wikidata.org/entity/Q18917551,John Wilson,Wilson,J.,"Wilson, J.",,21133479,,,,,,,1812.0,1888.0,,,http://www.wikidata.org/wiki/Q18917551,,,,,,
4850,c03472,WILSON,J.,"WILSON, J.","WILSON, James, Rev.",1855-1937,Congregational minister. fungi collector,"WILSON, J.","Wilson, J.",1.0,9.0,http://www.wikidata.org/entity/Q18673997,John Wilson,Wilson,J.,"Wilson, J.",,14647609,0000 0000 5237 3336,61702,11737-1,J.Wilson,,,1696.0,1751.0,,,http://www.wikidata.org/wiki/Q18673997,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=61702,https://www.ipni.org/a/11737-1,,,
4851,c03472,WILSON,J.,"WILSON, J.","WILSON, James, Rev.",1855-1937,Congregational minister. fungi collector,"WILSON, J.","Wilson, J.",1.0,9.0,http://www.wikidata.org/entity/Q6139813,James Wilson,Wilson,J.,"Wilson, J.",,,,,,,,,1812.0,1880.0,,,http://www.wikidata.org/wiki/Q6139813,,,,,,http://adb.anu.edu.au/biography/wilson-sir-james-milne-4867
4852,c03472,WILSON,J.,"WILSON, J.","WILSON, James, Rev.",1855-1937,Congregational minister. fungi collector,"WILSON, J.","Wilson, J.",1.0,9.0,http://www.wikidata.org/entity/Q21535058,John Wilson,Wilson,J.,"Wilson, J.",,,,,,,,,,,,,http://www.wikidata.org/wiki/Q21535058,,,,,,http://adb.anu.edu.au/biography/wilson-john-2803
4853,c03472,WILSON,J.,"WILSON, J.","WILSON, James, Rev.",1855-1937,Congregational minister. fungi collector,"WILSON, J.","Wilson, J.",1.0,9.0,http://www.wikidata.org/entity/Q21539303,Jack Wilson,Wilson,J.,"Wilson, J.",,,,,,,,,1905.0,1972.0,,,http://www.wikidata.org/wiki/Q21539303,,,,,,http://adb.anu.edu.au/biography/wilson-jack-12047
4854,c03472,WILSON,J.,"WILSON, J.","WILSON, James, Rev.",1855-1937,Congregational minister. fungi collector,"WILSON, J.","Wilson, J.",1.0,9.0,http://www.wikidata.org/entity/Q24036480,John Wilson,Wilson,J.,"Wilson, J.",,,,,,,,,1882.0,1967.0,,,http://www.wikidata.org/wiki/Q24036480,,,,,,http://adb.anu.edu.au/biography/wilson-john-13249
108,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1349404,John Anderson,Anderson,J.,"Anderson, J.",,19988451,0000 0000 8099 4105,22637.0,,,,,1833.0,1900.0,,,http://www.wikidata.org/wiki/Q1349404,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=22637,,,,
109,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q617109,James Anderson,Anderson,J.,"Anderson, J.",,77099040,0000 0000 8157 8787,,,,,,1739.0,1808.0,,,http://www.wikidata.org/wiki/Q617109,,,,,,
110,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1692339,Johann Anderson,Anderson,J.,"Anderson, J.",,52753209,0000 0000 8232 4455,,,,,,1674.0,1743.0,,,http://www.wikidata.org/wiki/Q1692339,,,,,,
111,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q88828413,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1796.0,1864.0,,,http://www.wikidata.org/wiki/Q88828413,,,,,,
112,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q550299,James Anderson,Anderson,J.,"Anderson, J.",,33417635,0000 0000 2868 9904,76280.0,194-1,Anderson,,,1738.0,1809.0,,,http://www.wikidata.org/wiki/Q550299,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=76280,https://www.ipni.org/a/194-1,,,
113,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21516191,James Anderson,Anderson,J.,"Anderson, J.",,,,,13849-1,J.Anderson,,,,,,,http://www.wikidata.org/wiki/Q21516191,,,https://www.ipni.org/a/13849-1,,,
114,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q6148471,Jan Anderson,Anderson,J.,"Anderson, J.",,,,,,,,P004441b,1932.0,2015.0,,,http://www.wikidata.org/wiki/Q6148471,,,,,http://www.eoas.info/biogs/P004441b,
115,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1679953,James Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1895.0,1973.0,1926.0,,http://www.wikidata.org/wiki/Q1679953,,,,,,http://adb.anu.edu.au/biography/anderson-james-outram-9358
116,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q3296918,John Anderson,Anderson,J.,"Anderson, J.",,112712940,0000 0000 8410 0615,,,,,,1893.0,1962.0,,,http://www.wikidata.org/wiki/Q3296918,,,,,,http://adb.anu.edu.au/biography/anderson-john-5017
117,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q6281042,Joseph Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1790.0,1877.0,,,http://www.wikidata.org/wiki/Q6281042,,,,,,http://adb.anu.edu.au/biography/anderson-joseph-1705
118,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21535198,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1790.0,1858.0,,,http://www.wikidata.org/wiki/Q21535198,,,,,,http://adb.anu.edu.au/biography/anderson-john-1704
119,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q230415,Judith Anderson,Anderson,J.,"Anderson, J.",,74036593,0000 0000 7977 8501,,,,,,1897.0,1992.0,,1937.0,http://www.wikidata.org/wiki/Q230415,,,,,,http://adb.anu.edu.au/biography/anderson-dame-frances-margaret-judith-17007
120,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1349404,John Anderson,Anderson,J.,"Anderson, J.",,19988451,0000 0000 8099 4105,22637.0,,,,,1833.0,1900.0,,,http://www.wikidata.org/wiki/Q1349404,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=22637,,,,
121,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q617109,James Anderson,Anderson,J.,"Anderson, J.",,77099040,0000 0000 8157 8787,,,,,,1739.0,1808.0,,,http://www.wikidata.org/wiki/Q617109,,,,,,
122,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1692339,Johann Anderson,Anderson,J.,"Anderson, J.",,52753209,0000 0000 8232 4455,,,,,,1674.0,1743.0,,,http://www.wikidata.org/wiki/Q1692339,,,,,,
123,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q88828413,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1796.0,1864.0,,,http://www.wikidata.org/wiki/Q88828413,,,,,,
124,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q550299,James Anderson,Anderson,J.,"Anderson, J.",,33417635,0000 0000 2868 9904,76280.0,194-1,Anderson,,,1738.0,1809.0,,,http://www.wikidata.org/wiki/Q550299,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=76280,https://www.ipni.org/a/194-1,,,
125,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21516191,James Anderson,Anderson,J.,"Anderson, J.",,,,,13849-1,J.Anderson,,,,,,,http://www.wikidata.org/wiki/Q21516191,,,https://www.ipni.org/a/13849-1,,,
126,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q6148471,Jan Anderson,Anderson,J.,"Anderson, J.",,,,,,,,P004441b,1932.0,2015.0,,,http://www.wikidata.org/wiki/Q6148471,,,,,http://www.eoas.info/biogs/P004441b,
127,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1679953,James Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1895.0,1973.0,1926.0,,http://www.wikidata.org/wiki/Q1679953,,,,,,http://adb.anu.edu.au/biography/anderson-james-outram-9358
128,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q3296918,John Anderson,Anderson,J.,"Anderson, J.",,112712940,0000 0000 8410 0615,,,,,,1893.0,1962.0,,,http://www.wikidata.org/wiki/Q3296918,,,,,,http://adb.anu.edu.au/biography/anderson-john-5017
129,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q6281042,Joseph Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1790.0,1877.0,,,http://www.wikidata.org/wiki/Q6281042,,,,,,http://adb.anu.edu.au/biography/anderson-joseph-1705
130,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21535198,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1790.0,1858.0,,,http://www.wikidata.org/wiki/Q21535198,,,,,,http://adb.anu.edu.au/biography/anderson-john-1704
131,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q230415,Judith Anderson,Anderson,J.,"Anderson, J.",,74036593,0000 0000 7977 8501,,,,,,1897.0,1992.0,,1937.0,http://www.wikidata.org/wiki/Q230415,,,,,,http://adb.anu.edu.au/biography/anderson-dame-frances-margaret-judith-17007
132,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1349404,John Anderson,Anderson,J.,"Anderson, J.",,19988451,0000 0000 8099 4105,22637.0,,,,,1833.0,1900.0,,,http://www.wikidata.org/wiki/Q1349404,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=22637,,,,
133,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q617109,James Anderson,Anderson,J.,"Anderson, J.",,77099040,0000 0000 8157 8787,,,,,,1739.0,1808.0,,,http://www.wikidata.org/wiki/Q617109,,,,,,
134,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1692339,Johann Anderson,Anderson,J.,"Anderson, J.",,52753209,0000 0000 8232 4455,,,,,,1674.0,1743.0,,,http://www.wikidata.org/wiki/Q1692339,,,,,,
135,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q88828413,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1796.0,1864.0,,,http://www.wikidata.org/wiki/Q88828413,,,,,,
136,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q550299,James Anderson,Anderson,J.,"Anderson, J.",,33417635,0000 0000 2868 9904,76280.0,194-1,Anderson,,,1738.0,1809.0,,,http://www.wikidata.org/wiki/Q550299,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=76280,https://www.ipni.org/a/194-1,,,
137,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21516191,James Anderson,Anderson,J.,"Anderson, J.",,,,,13849-1,J.Anderson,,,,,,,http://www.wikidata.org/wiki/Q21516191,,,https://www.ipni.org/a/13849-1,,,
138,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q6148471,Jan Anderson,Anderson,J.,"Anderson, J.",,,,,,,,P004441b,1932.0,2015.0,,,http://www.wikidata.org/wiki/Q6148471,,,,,http://www.eoas.info/biogs/P004441b,
139,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1679953,James Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1895.0,1973.0,1926.0,,http://www.wikidata.org/wiki/Q1679953,,,,,,http://adb.anu.edu.au/biography/anderson-james-outram-9358
140,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q3296918,John Anderson,Anderson,J.,"Anderson, J.",,112712940,0000 0000 8410 0615,,,,,,1893.0,1962.0,,,http://www.wikidata.org/wiki/Q3296918,,,,,,http://adb.anu.edu.au/biography/anderson-john-5017
141,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q6281042,Joseph Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1790.0,1877.0,,,http://www.wikidata.org/wiki/Q6281042,,,,,,http://adb.anu.edu.au/biography/anderson-joseph-1705
142,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q21535198,John Anderson,Anderson,J.,"Anderson, J.",,,,,,,,,1790.0,1858.0,,,http://www.wikidata.org/wiki/Q21535198,,,,,,http://adb.anu.edu.au/biography/anderson-john-1704
143,c00072,ANDERSON,J.,"ANDERSON, J.","ANDERSON, James",1797–1842,Gardens Superintendent,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q230415,Judith Anderson,Anderson,J.,"Anderson, J.",,74036593,0000 0000 7977 8501,,,,,,1897.0,1992.0,,1937.0,http://www.wikidata.org/wiki/Q230415,,,,,,http://adb.anu.edu.au/biography/anderson-dame-frances-margaret-judith-17007
144,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q1349404,John Anderson,Anderson,J.,"Anderson, J.",,19988451,0000 0000 8099 4105,22637.0,,,,,1833.0,1900.0,,,http://www.wikidata.org/wiki/Q1349404,,https://kiki.huh.harvard.edu/databases/botanist_search.php?mode=details&id=22637,,,,
145,c00073,ANDERSON,J.,"ANDERSON, J.","ANDERSON, Jill, Mrs, see CULLIMORE",,,"ANDERSON, J.","Anderson, J.",1.0,12.0,http://www.wikidata.org/entity/Q617109,James Anderson,Anderson,J.,"Anderson, J.",,77099040,0000 0000 8157 8787,,,,,,1739.0,1808.0,,,http://www.wikidata.org/wiki/Q617109,,,,,,
