,coll_index,surname_x,initials_x,clean_name,raw_name,name,matched_name,distance,dup_count,item,itemLabel,surname_y,initials_y,canonical_string,orcid,viaf,isni,harv,ipni,abbr,yob,yod,wyb,wye
93,c00460,BOLTON,J.,"BOLTON, J.","BOLTON, J. ^^","BOLTON, J.","Bolton, J.",0.0,1,http://www.wikidata.org/entity/Q2556630,James Bolton,Bolton,J.,"Bolton, J.",,10185616,0000 0000 7732 7459,931.0,16309-1,Bolton,1735.0,1799.0,,
94,c00467,BOOMSMA,C.D.,"BOOMSMA, C.D.","BOOMSMA, Clifford David*","BOOMSMA, C.D.","Boomsma, C.D.",0.0,1,http://www.wikidata.org/entity/Q21339324,Clifford David Boomsma,Boomsma,C.D.,"Boomsma, C.D.",,91266178,,72560,966-1,Boomsma,1915.0,2004.0,,
95,c00468,BOORMAN,J.L.,"BOORMAN, J.L.","BOORMAN, John Luke","BOORMAN, J.L.","Boorman, J.L.",0.0,1,http://www.wikidata.org/entity/Q62088197,John Luke Boorman,Boorman,J.L.,"Boorman, J.L.",,,,20934,,,1864.0,1919.0,,
96,c00472,BOROWITZKA,M.A.,"BOROWITZKA, M.A.","BOROWITZKA, Michael Armin, Dr","BOROWITZKA, M.A.","Borowitzka, M.A.",0.0,1,http://www.wikidata.org/entity/Q21506325,Michael Armin Borowitzka,Borowitzka,M.A.,"Borowitzka, M.A.",,,,,32498-1,Borow.,1948.0,,,
97,c00473,BORRER,W.,"BORRER, W.","BORRER, William ^^","BORRER, W.","Borrer, W.",0.0,1,http://www.wikidata.org/entity/Q3568447,William Borrer,Borrer,W.,"Borrer, W.",,148291,0000 0000 4239 2816,43578.0,16359-1,Borrer,1781.0,1862.0,,
98,c02799,SAINT VINCENT,J.B.d.,"SAINT VINCENT, J.B.d.","SAINT VINCENT, Jean-Baptiste Bory de","SAINT VINCENT, J.B.d.","Saint-Vincent, J.B.d.",0.0,1,http://www.wikidata.org/entity/Q1345319,Jean-Baptiste Bory de Saint-Vincent,Saint-Vincent,J.B.d.,"Saint-Vincent, J.B.d.",,54144690,0000 0001 2133 3611,50005.0,16366-1,Bory,1778.0,1846.0,,
99,c00494,BOYCE,J.S.,"BOYCE, J.S.","BOYCE, John Shaw","BOYCE, J.S.","Boyce, J.S.",0.0,1,http://www.wikidata.org/entity/Q21506389,John Shaw Boyce,Boyce,J.S.,"Boyce, J.S.",,161347403,0000 0001 1705 6914,29198.0,16431-1,Boyce,1889.0,1971.0,,
100,c00499,BOYD,T.,"BOYD, T.","BOYD, T. ^^","BOYD, T.","Boyd, T.",0.0,1,http://www.wikidata.org/entity/Q55019652,Thomas Boyd,Boyd,T.,"Boyd, T.",,,,,,,1829.0,1913.0,,
101,c00500,BOYLAND,D.E.,"BOYLAND, D.E.","BOYLAND, Desmond Ernest*","BOYLAND, D.E.","Boyland, D.E.",0.0,1,http://www.wikidata.org/entity/Q21506396,Desmond Ernest Boyland,Boyland,D.E.,"Boyland, D.E.",,,,,1051-1,Boyland,1941.0,,,
102,c00511,BRAINE,A.B.,"BRAINE, A.B.","BRAINE, Arthur Belgrave","BRAINE, A.B.","Braine, A.B.",0.0,1,http://www.wikidata.org/entity/Q61959479,Arthur Belgrave Braine,Braine,A.B.,"Braine, A.B.",,,,94523,,,1854.0,1945.0,,
103,c00514,BRAND,A.,"BRAND, A.","BRAND, Arthur ^^","BRAND, A.","Brand, A.",0.0,1,http://www.wikidata.org/entity/Q15975618,August Brand,Brand,A.,"Brand, A.",,164675068,0000 0001 1289 1240,229.0,1069-1,Brand,1863.0,1930.0,,
104,c00515,BRASS,L.J.,"BRASS, L.J.","BRASS, Leonard John, Dr","BRASS, L.J.","Brass, L.J.",0.0,1,http://www.wikidata.org/entity/Q6525437,Leonard John Brass,Brass,L.J.,"Brass, L.J.",,55438493,0000 0000 2154 6863,10817,,,1900.0,1971.0,,
105,c00527,BRETELER,F.J.,"BRETELER, F.J.","BRETELER, F.J. ^^","BRETELER, F.J.","Breteler, F.J.",0.0,1,http://www.wikidata.org/entity/Q2451725,Franciscus Jozef Breteler,Breteler,F.J.,"Breteler, F.J.",,73904812,0000 0001 1672 1089,69837.0,1125-1,Breteler,1932.0,,,
106,c00529,BRETT,R.L.G.,"BRETT, R.L.G.","BRETT, Robert Lindsay Gordon","BRETT, R.L.G.","Brett, R.L.G.",0.0,1,http://www.wikidata.org/entity/Q21506471,Robert Lindsay Gordon Brett,Brett,R.L.G.,"Brett, R.L.G.",,,,45886,13253-1,Brett,1898.0,1975.0,,
107,c00530,BREWER,J.A.,"BREWER, J.A.","BREWER, James Alexander","BREWER, J.A.","Brewer, J.A.",0.0,1,http://www.wikidata.org/entity/Q10305051,James Alexander Brewer,Brewer,J.A.,"Brewer, J.A.",,,,2288,1129-1,Brewer,1818.0,1886.0,,
108,c00536,BRIGGS,B.G.,"BRIGGS, B.G.","BRIGGS, Barbara Gillian, Dr*","BRIGGS, B.G.","Briggs, B.G.",0.0,1,http://www.wikidata.org/entity/Q2356897,Barbara G. Briggs,Briggs,B.G.,"Briggs, B.G.",,312946682,,37457.0,1142-1,B.G.Briggs,1934.0,,,
109,c00537,BRIGGS,J.D.,"BRIGGS, J.D.","BRIGGS, John D. ","BRIGGS, J.D.","Briggs, J.D.",0.0,1,http://www.wikidata.org/entity/Q5933159,John D. Briggs,Briggs,J.D.,"Briggs, J.D.",,,,,36579-1,J.D.Briggs,1955.0,,,
110,c00540,BRITTAN,N.H.,"BRITTAN, N.H.","BRITTAN, Norman Henry, Dr*","BRITTAN, N.H.","Brittan, N.H.",0.0,1,http://www.wikidata.org/entity/Q21506498,Norman Henry Brittan,Brittan,N.H.,"Brittan, N.H.",,,,,1155-1,Brittan,1920.0,,,
111,c00541,BRITTLEBANK,C.C.,"BRITTLEBANK, C.C.","BRITTLEBANK, Charles Clifton","BRITTLEBANK, C.C.","Brittlebank, C.C.",0.0,1,http://www.wikidata.org/entity/Q21506500,Charles Clifton Brittlebank,Brittlebank,C.C.,"Brittlebank, C.C.",,94182689,0000 0000 6499 2185,71734,16550-1,Brittleb.,1862.0,1945.0,,
112,c00558,BROOM,R.,"BROOM, R.","BROOM, R. ^^","BROOM, R.","Broom, R.",0.0,1,http://www.wikidata.org/entity/Q359576,Robert Broom,Broom,R.,"Broom, R.",,40137076,0000 0000 7818 5501,18502.0,,,1866.0,1951.0,,
113,c00563,BROWN,A.P.,"BROWN, A.P.","BROWN, Andrew Phillip","BROWN, A.P.","Brown, A.P.",0.0,1,http://www.wikidata.org/entity/Q3281631,Andrew Phillip Brown,Brown,A.P.,"Brown, A.P.",0000-0001-9692-2154,58034030,0000 0001 0976 4400,,38056-1,A.P.Br.,1951.0,,2000.0,
114,c00565,BROWN,E.A.,"BROWN, E.A.","BROWN, Elizabeth Anne","BROWN, E.A.","Brown, E.A.",0.0,1,http://www.wikidata.org/entity/Q21506537,Elizabeth Anne Brown,Brown,E.A.,"Brown, E.A.",,44407399,0000 0001 2130 4490,87008,38855-1,E.A.Br.,1956.0,2013.0,,
115,c00567,BROWN,F.B.H.,"BROWN, F.B.H.","BROWN, Forest Buffon Harkness ^^","BROWN, F.B.H.","Brown, F.B.H.",0.0,1,http://www.wikidata.org/entity/Q5468798,Forest B. H. Brown,Brown,F.B.H.,"Brown, F.B.H.",,66713966,0000 0000 4196 1693,73224.0,1189-1,F.Br.,1873.0,1954.0,,
116,c00573,BROWN,J.E.,"BROWN, J.E.","BROWN, John Ednie","BROWN, J.E.","Brown, J.E.",0.0,1,http://www.wikidata.org/entity/Q15925279,John Ednie Brown,Brown,J.E.,"Brown, J.E.",,53300847,0000 0000 8343 6950,2879.0,1190-1,J.E.Br.,1848.0,1899.0,,
117,c00575,BROWN,J.T.,"BROWN, J.T.","BROWN, Joseph Tilley ^^","BROWN, J.T.","Brown, J.T.",0.0,1,http://www.wikidata.org/entity/Q21506543,John Thomas Brown,Brown,J.T.,"Brown, J.T.",,38189982,0000 0000 6329 2996,,16599-1,J.T.Br.,1941.0,,,
118,c00586,BROWN,T.,"BROWN, T.","BROWN, Thomas ^^","BROWN, T.","Brown, T.",0.0,1,http://www.wikidata.org/entity/Q3524948,Thomas Brown,Brown,T.,"Brown, T.",,102393147,0000 0000 7690 4007,,,,1785.0,1862.0,,
119,c00587,BROWN,W.,"BROWN, W.","BROWN, William","BROWN, W.","Brown, W.",0.0,1,http://www.wikidata.org/entity/Q18936303,William Brown,Brown,W.,"Brown, W.",,,,82771,16611-1,W.Br.,1888.0,1975.0,,
120,c00588,BROWN,W.,"BROWN, W.","BROWN, William ^^","BROWN, W.","Brown, W.",0.0,1,http://www.wikidata.org/entity/Q18936303,William Brown,Brown,W.,"Brown, W.",,,,82771,16611-1,W.Br.,1888.0,1975.0,,
121,c00602,BRUMMITT,R.,"BRUMMITT, R.","BRUMMITT, Robert, Dr","BRUMMITT, R.","Brummitt, R.",0.0,1,http://www.wikidata.org/entity/Q372403,R.K. Brummitt,Brummitt,R.,"Brummitt, R.",,41921927,0000 0000 5490 2166,429.0,1221-1,Brummitt,1937.0,2013.0,,
122,c00606,BRYANT,H.,"BRYANT, H.","BRYANT, H.","BRYANT, H.","Bryant, H.",0.0,1,http://www.wikidata.org/entity/Q2105807,Henry Bryant,Bryant,H.,"Bryant, H.",,11264418,,,,,1820.0,1867.0,,
123,c00610,BUCHAN,A.,"BUCHAN, A.","BUCHAN, Alexander","BUCHAN, A.","Buchan, A.",0.0,1,http://www.wikidata.org/entity/Q390218,Alexander Buchan,Buchan,A.,"Buchan, A.",,22924151,0000 0000 7373 1681,,,,1829.0,1907.0,,
124,c00612,BUCHANAN,D.,"BUCHANAN, D.","BUCHANAN, D. ^^","BUCHANAN, D.","Buchanan, D.",0.0,1,http://www.wikidata.org/entity/Q36534115,D.E. Buchanan,Buchanan,D.,"Buchanan, D.",,,,,34094-1,D.E.Buchanan,,,,
125,c00617,BUCHINGER,J.D.,"BUCHINGER, J.D.","BUCHINGER, Jean Daniel ^^","BUCHINGER, J.D.","Buchinger, J.D.",0.0,1,http://www.wikidata.org/entity/Q5928692,Jean Daniel Buchinger,Buchinger,J.D.,"Buchinger, J.D.",,10607014,,61142.0,16661-1,Buchinger,1805.0,1888.0,,
126,c00877,CLIFTON,G.,"CLIFTON, G.","CLIFTON, George","CLIFTON, G.","Clifton, G.",0.0,1,http://www.wikidata.org/entity/Q5537977,George Clifton,Clifton,G.,"Clifton, G.",,,,26749.0,1698-1,Clifton,1823.0,1913.0,,
127,c00639,BURBIDGE,A.A.,"BURBIDGE, A.A.","BURBIDGE, Andrew A., Dr","BURBIDGE, A.A.","Burbidge, A.A.",0.0,1,http://www.wikidata.org/entity/Q36499932,Andrew A. Burbidge,Burbidge,A.A.,"Burbidge, A.A.",,57963149,0000 0000 6341 1035,,20031397-1,A.A.Burb.,1942.0,,,
128,c00640,BURBIDGE,N.T.,"BURBIDGE, N.T.","BURBIDGE, Nancy Tyson, Dr","BURBIDGE, N.T.","Burbidge, N.T.",0.0,1,http://www.wikidata.org/entity/Q6963048,Nancy Tyson Burbidge,Burbidge,N.T.,"Burbidge, N.T.",,50692273,0000 0000 6364 9588,23404,1287-1,N.T.Burb.,1912.0,1977.0,,
129,c00644,BURGER,D.,"BURGER, D.","BURGER, Dennis, Dr","BURGER, D.","Burger, D.",0.0,1,http://www.wikidata.org/entity/Q47114843,D. Burger,Burger,D.,"Burger, D.",,,,,32593-1,D.Burger,,,,
130,c00645,BURGES,A.,"BURGES, A.","BURGES, Alan, Prof.","BURGES, A.","Burges, A.",0.0,1,http://www.wikidata.org/entity/Q11925778,Alan Burges,Burges,A.,"Burges, A.",,85249808,0000 0001 0995 5418,24716,16726-1,Burges,1911.0,2002.0,,
131,c00667,BURNS,[.].M.,"BURNS, [.].M.","BURNS, [Cl.] Miss","BURNS, [.].M.","Burns, M.",0.0,1,http://www.wikidata.org/entity/Q30524736,Mercedes Burns,Burns,M.,"Burns, M.",,,,,,,,,,
132,c00690,BUTLER,A.,"BUTLER, A.","BUTLER, Annie, Miss ^^","BUTLER, A.","Butler, A.",0.0,1,http://www.wikidata.org/entity/Q13493877,Alan Butler,Butler,A.,"Butler, A.",,16302603,0000 0000 8360 0175,30646,20016751-1,A.Butler,1946.0,,,
133,c00702,BYRNES,N.B.,"BYRNES, N.B.","BYRNES, Norman Brice*","BYRNES, N.B.","Byrnes, N.B.",0.0,1,http://www.wikidata.org/entity/Q6045004,Norman Brice Byrnes,Byrnes,N.B.,"Byrnes, N.B.",,,,40118,12107-1,Byrnes,1922.0,1998.0,,
134,c00705,CADY,L.I.,"CADY, L.I.","CADY, Leo Isaac","CADY, L.I.","Cady, L.I.",0.0,1,http://www.wikidata.org/entity/Q21506812,Leonard Isaacs Cady,Cady,L.I.,"Cady, L.I.",,,,66040,13255-1,Cady,1933.0,,,
135,c00714,CALEY,G.,"CALEY, G.","CALEY, George","CALEY, G.","Caley, G.",0.0,1,http://www.wikidata.org/entity/Q955988,George Caley,Caley,G.,"Caley, G.",,76533058,0000 0001 2028 8329,12354.0,1358-1,Caley,1770.0,1829.0,,
136,c00726,CAMBAGE,R.H.,"CAMBAGE, R.H.","CAMBAGE, Richard Hind","CAMBAGE, R.H.","Cambage, R.H.",0.0,1,http://www.wikidata.org/entity/Q7326472,Richard Hind Cambage,Cambage,R.H.,"Cambage, R.H.",,94692053,,13814,12111-1,Cambage,1859.0,1928.0,,
137,c00729,CAMERON,A.K.,"CAMERON, A.K.","CAMERON, Alexander Kenneth","CAMERON, A.K.","Cameron, A.K.",0.0,1,http://www.wikidata.org/entity/Q21506886,Alexander Kenneth Cameron,Cameron,A.K.,"Cameron, A.K.",,,,,1371-1,Cameron,1908.0,,,
138,c00737,CAMERON. D.M.,,CAMERON. D.M.,CAMERON. D.M.,CAMERON. D.M.,"Cameron, D.M.",0.0,1,http://www.wikidata.org/entity/Q33665743,David M. Cameron,Cameron,D.M.,"Cameron, D.M.",,,,,20005081-2,D.M.Cameron,,,,
139,c00739,CAMFIELD,J.H.,"CAMFIELD, J.H.","CAMFIELD, Julius Henry","CAMFIELD, J.H.","Camfield, J.H.",0.0,1,http://www.wikidata.org/entity/Q21506890,Julius Henry Camfield,Camfield,J.H.,"Camfield, J.H.",,,,36874,12469-1,Camfield,1852.0,1916.0,,
140,c00741,CAMPBELL,A.J.,"CAMPBELL, A.J.","CAMPBELL, Archibald James","CAMPBELL, A.J.","Campbell, A.J.",0.0,1,http://www.wikidata.org/entity/Q540087,Archibald James Campbell,Campbell,A.J.,"Campbell, A.J.",,45086239,0000 0000 6318 7141,,,,1853.0,1929.0,,
141,c00755,CANNON,W.A.,"CANNON, W.A.","CANNON, William Austin, Dr","CANNON, W.A.","Cannon, W.A.",0.0,1,http://www.wikidata.org/entity/Q18910721,William Austin Cannon,Cannon,W.A.,"Cannon, W.A.",,47141595,0000 0000 8125 9997,5164.0,,,1870.0,1958.0,,
142,c00766,CARLQUIST,S.,"CARLQUIST, S.","CARLQUIST, Sherwin, Dr","CARLQUIST, S.","Carlquist, S.",0.0,1,http://www.wikidata.org/entity/Q2251003,Sherwin Carlquist,Carlquist,S.,"Carlquist, S.",,7450431,0000 0001 0866 8871,38279.0,1404-1,Carlquist,1930.0,,,
143,c00771,CARNE,W.M.,"CARNE, W.M.","CARNE, Walter Mervyn","CARNE, W.M.","Carne, W.M.",0.0,1,http://www.wikidata.org/entity/Q21506989,Walter Mervyn Carne,Carne,W.M.,"Carne, W.M.",,93309524,0000 0000 6498 0846,60753,16905-1,Carne,1885.0,1952.0,,
144,c00772,CARNEGIE,D.W.,"CARNEGIE, D.W.","CARNEGIE, David Wynford","CARNEGIE, D.W.","Carnegie, D.W.",0.0,1,http://www.wikidata.org/entity/Q1173933,David Wynford Carnegie,Carnegie,D.W.,"Carnegie, D.W.",,77980970,0000 0000 6394 275X,28311.0,,,1871.0,1900.0,,
145,c00774,CAROLIN,R.C.,"CAROLIN, R.C.","CAROLIN, Roger Charles, Prof.*","CAROLIN, R.C.","Carolin, R.C.",0.0,1,http://www.wikidata.org/entity/Q5393862,Roger Charles Carolin,Carolin,R.C.,"Carolin, R.C.",,35831742,0000 0000 6349 9276,35811.0,1409-1,Carolin,1929.0,,,
146,c00777,CARR,D.J.,"CARR, D.J.","CARR, Denis John, Prof.","CARR, D.J.","Carr, D.J.",0.0,1,http://www.wikidata.org/entity/Q5086693,Dennis John Carr,Carr,D.J.,"Carr, D.J.",,70063576,0000 0001 1666 9903,,16920-1,D.J.Carr,1915.0,2008.0,,
147,c00778,CARR,G.W.,"CARR, G.W.","CARR, Geoffrey William*","CARR, G.W.","Carr, G.W.",0.0,1,http://www.wikidata.org/entity/Q3281577,Geoffrey William Carr,Carr,G.W.,"Carr, G.W.",,,,,13236-1,G.W.Carr,1948.0,,,
148,c00780,CARRICK,J.,"CARRICK, J.","CARRICK, John","CARRICK, J.","Carrick, J.",0.0,1,http://www.wikidata.org/entity/Q21505777,John Carrick,Carrick,J.,"Carrick, J.",,94593302,,77266,12115-1,Carrick,1914.0,1978.0,,
149,c00785,CARRUTHERS,W.,"CARRUTHERS, W.","CARRUTHERS, W","CARRUTHERS, W.","Carruthers, W.",0.0,1,http://www.wikidata.org/entity/Q713674,William Carruthers,Carruthers,W.,"Carruthers, W.",,41995962,0000 0000 6309 9037,34599.0,1424-1,Carruth.,1830.0,1922.0,,
150,c00786,CARSE,H.,"CARSE, H.","CARSE, Harry","CARSE, H.","Carse, H.",0.0,1,http://www.wikidata.org/entity/Q18983548,Harry Carse,Carse,H.,"Carse, H.",,,,49871,1425-1,Carse,1857.0,1930.0,,
151,c00800,CASHMORE,A.B.,"CASHMORE, A.B.","CASHMORE, Alec Brooke*","CASHMORE, A.B.","Cashmore, A.B.",0.0,1,http://www.wikidata.org/entity/Q21391693,Alec Brooke Cashmore,Cashmore,A.B.,"Cashmore, A.B.",,,,28072,1439-1,Cashmore,1907.0,1988.0,,
152,c00801,CATCHESIDE,D.G.,"CATCHESIDE, D.G.","CATCHESIDE, David Guthrie, Prof.*","CATCHESIDE, D.G.","Catcheside, D.G.",0.0,1,http://www.wikidata.org/entity/Q21165808,David Guthrie Catcheside,Catcheside,D.G.,"Catcheside, D.G.",,71977574,0000 0001 0986 3302,1461,1456-1,Catches.,1907.0,1994.0,,
153,c00806,CAVANILLES,A.J.,"CAVANILLES, A.J.","CAVANILLES, Antonio Jose","CAVANILLES, A.J.","Cavanilles, A.J.",0.0,1,http://www.wikidata.org/entity/Q545430,Antonio José Cavanilles,Cavanilles,A.J.,"Cavanilles, A.J.",,100161751,0000 0001 1867 6031,897.0,1465-1,Cav.,1745.0,1804.0,,
154,c00807,CAYLEY,N.W.,"CAYLEY, N.W.","CAYLEY, Neville William","CAYLEY, N.W.","Cayley, N.W.",0.0,1,http://www.wikidata.org/entity/Q3338887,Neville William Cayley,Cayley,N.W.,"Cayley, N.W.",,20929445,0000 0001 0959 2899,,,,1886.0,1950.0,,
155,c00808,CHADIM,V.A.(.,"CHADIM, V.A.(.","CHADIM, Vaclav Anthony (Tony)","CHADIM, V.A.(.","Chadim, V.A.",0.0,1,http://www.wikidata.org/entity/Q21508123,Vaclav Anthony Chadim,Chadim,V.A.,"Chadim, V.A.",,,,76173,13366-1,Chadim,1929.0,,,
156,c00809,CHADWICK,C.E.,"CHADWICK, C.E.","CHADWICK, C.E.","CHADWICK, C.E.","Chadwick, C.E.",0.0,1,http://www.wikidata.org/entity/Q71215638,Clarence Earl Chadwick,Chadwick,C.E.,"Chadwick, C.E.",,11898251,0000 0000 3999 5720,,,,1909.0,2004.0,,
157,c00813,CHAMBERS,T.C.,"CHAMBERS, T.C.","CHAMBERS, Thomas Carrick, Prof.","CHAMBERS, T.C.","Chambers, T.C.",0.0,1,http://www.wikidata.org/entity/Q6146027,Thomas Carrick Chambers,Chambers,T.C.,"Chambers, T.C.",,301807696,0000 0004 0882 9294,,13260-1,T.C.Chambers,1930.0,,,
158,c00814,CHANDLER,B.,"CHANDLER, B.","CHANDLER, Beth","CHANDLER, B.","Chandler, B.",0.0,1,http://www.wikidata.org/entity/Q21508184,Bertha Chandler,Chandler,B.,"Chandler, B.",,,,,20004584-1,B.Chandler,,1961.0,,
159,c00819,CHAPMAN,F.,"CHAPMAN, F.","CHAPMAN, Frederick","CHAPMAN, F.","Chapman, F.",0.0,1,http://www.wikidata.org/entity/Q5497505,Frederick Chapman,Chapman,F.,"Chapman, F.",,75891334,0000 0000 6406 0046,62430.0,32688-1,F.Chapm.,1864.0,1943.0,,
160,c00821,CHAPPILL,J.A.(.,"CHAPPILL, J.A.(.","CHAPPILL, Jennifer Anne (Jenny)","CHAPPILL, J.A.(.","Chappill, J.A.",0.0,1,http://www.wikidata.org/entity/Q21508256,Jennifer Anne Chappill,Chappill,J.A.,"Chappill, J.A.",,92163012,,87279.0,20005438-1,Chappill,1959.0,2006.0,,
161,c00826,CHATTAWAY,M.M.,"CHATTAWAY, M.M.","CHATTAWAY, Mary Margaret, Dr*","CHATTAWAY, M.M.","Chattaway, M.M.",0.0,1,http://www.wikidata.org/entity/Q21508277,Mary Margaret Chattaway,Chattaway,M.M.,"Chattaway, M.M.",,,,,1550-1,Chattaway,1899.0,1997.0,,
162,c00827,CHEEL,E.,"CHEEL, E.","CHEEL, Edwin","CHEEL, E.","Cheel, E.",0.0,1,http://www.wikidata.org/entity/Q2612815,Edwin Cheel,Cheel,E.,"Cheel, E.",,91689531,,50105.0,1562-1,Cheel,1872.0,1951.0,,
163,c00828,CHEESEMAN,T.F.,"CHEESEMAN, T.F.","CHEESEMAN, Thomas F.","CHEESEMAN, T.F.","Cheeseman, T.F.",0.0,1,http://www.wikidata.org/entity/Q1361590,Thomas Frederic Cheeseman,Cheeseman,T.F.,"Cheeseman, T.F.",,43353537,0000 0000 8447 5636,2095.0,1563-1,Cheeseman,1846.0,1923.0,,
164,c00829,CHEESMAN,W.N.,"CHEESMAN, W.N.","CHEESMAN, William Norwood","CHEESMAN, W.N.","Cheesman, W.N.",0.0,1,http://www.wikidata.org/entity/Q62086216,William Norwood Cheesman,Cheesman,W.N.,"Cheesman, W.N.",,,,8823,,,1847.0,1925.0,,
165,c00831,CHEW,W.,"CHEW, W.","CHEW, Wee-Lek, Dr","CHEW, W.","Chew, W.",0.0,1,http://www.wikidata.org/entity/Q13489883,Wee-Lek Chew,Chew,W.,"Chew, W.",,,,,1589-1,Chew,1932.0,,,
166,c00832,CHILD,J.,"CHILD, J.","CHILD, John, Dr","CHILD, J.","Child, J.",0.0,1,http://www.wikidata.org/entity/Q21508439,John Child,Child,J.,"Child, J.",,101370425,0000 0001 2103 4742,68966,17184-1,J.Child,1922.0,1984.0,,
167,c00834,CHIPPENDALE,G.M.,"CHIPPENDALE, G.M.","CHIPPENDALE, George McCartney*","CHIPPENDALE, G.M.","Chippendale, G.M.",0.0,1,http://www.wikidata.org/entity/Q5537873,George McCartney Chippendale,Chippendale,G.M.,"Chippendale, G.M.",,8631458,0000 0000 8423 5309,18250.0,1601-1,Chippend.,1921.0,2010.0,,
168,c00836,CHISHOLM,E.C.,"CHISHOLM, E.C.","CHISHOLM, Edwin Claude, Dr","CHISHOLM, E.C.","Chisholm, E.C.",0.0,1,http://www.wikidata.org/entity/Q61900686,Edwin Claude Chisholm,Chisholm,E.C.,"Chisholm, E.C.",,,,64318.0,,,1880.0,1944.0,,
169,c00840,CHRISTENSEN,G.,"CHRISTENSEN, G.","CHRISTENSEN, Geoffrey, Dr","CHRISTENSEN, G.","Christensen, G.",0.0,1,http://www.wikidata.org/entity/Q55024332,Georg Christensen,Christensen,G.,"Christensen, G.",,,,,,,1920.0,1993.0,,
170,c00843,CHRISTOPHEL,D.C.,"CHRISTOPHEL, D.C.","CHRISTOPHEL, David Charles, Dr*","CHRISTOPHEL, D.C.","Christophel, D.C.",0.0,1,http://www.wikidata.org/entity/Q21508557,David Charles Christophel,Christophel,D.C.,"Christophel, D.C.",,,,,33977-1,Christophel,1947.0,,,
171,c00844,CHURCHILL,D.M.,"CHURCHILL, D.M.","CHURCHILL, David Maughan, Dr*","CHURCHILL, D.M.","Churchill, D.M.",0.0,1,http://www.wikidata.org/entity/Q21508610,David Maughan Churchill,Churchill,D.M.,"Churchill, D.M.",,,,,13262-1,Churchill,1933.0,,,
172,c00847,CLARK,B.,"CLARK, B.","CLARK, B.","CLARK, B.","Clark, B.",0.0,1,http://www.wikidata.org/entity/Q4953760,Bracy Clark,Clark,B.,"Clark, B.",,49585034,0000 0000 4935 6770,,,,1771.0,1860.0,,
173,c00852,CLARKE,J.,"CLARKE, J.","CLARKE, J., Miss","CLARKE, J.","Clarke, J.",0.0,1,http://www.wikidata.org/entity/Q11728948,Julia Clarke,Clarke,J.,"Clarke, J.",,,,,,,,,,
174,c00853,CLARKE,R.,"CLARKE, R.","CLARKE, R.","CLARKE, R.","Clarke, R.",0.0,1,http://www.wikidata.org/entity/Q36660338,R.T. Clarke,Clarke,R.,"Clarke, R.",,,,,34292-1,R.T.Clarke,,,,
175,c00858,CLARKSON,J.R.,"CLARKSON, J.R.","CLARKSON, John Richard*","CLARKSON, J.R.","Clarkson, J.R.",0.0,1,http://www.wikidata.org/entity/Q21392436,John Richard Clarkson,Clarkson,J.R.,"Clarkson, J.R.",,,,93047,14650-1,J.R.Clarkson,1950.0,,,
176,c00862,CLAYTON,M.N.,"CLAYTON, M.N.","CLAYTON, Margaret N., Dr*","CLAYTON, M.N.","Clayton, M.N.",0.0,1,http://www.wikidata.org/entity/Q21508733,Margaret N. Clayton,Clayton,M.N.,"Clayton, M.N.",,,,,32761-1,M.N.Clayton,1943.0,,,
177,c00864,CLELAND,J.B.,"CLELAND, J.B.","CLELAND, John Burton, Prof. Sir","CLELAND, J.B.","Cleland, J.B.",0.0,1,http://www.wikidata.org/entity/Q4223546,John Burton Cleland,Cleland,J.B.,"Cleland, J.B.",,77785771,0000 0000 8271 8227,8608.0,17304-1,Cleland,1878.0,1971.0,,
178,c00866,CLEMENS,J.,"CLEMENS, J.","CLEMENS, Joseph, Rev.","CLEMENS, J.","Clemens, J.",0.0,1,http://www.wikidata.org/entity/Q6282164,Joseph Clemens,Clemens,J.,"Clemens, J.",,,,4089.0,,,1862.0,1936.0,,
179,c00868,CLEMENT,E.,"CLEMENT, E.","CLEMENT, E., Dr","CLEMENT, E.","Clement, E.",0.0,1,http://www.wikidata.org/entity/Q36544176,E.J. Clement,Clement,E.,"Clement, E.",,,,,39093-1,E.J.Clement,,,,
180,c00870,CLEMENTS,M.A.,"CLEMENTS, M.A.","CLEMENTS, Mark Alwin","CLEMENTS, M.A.","Clements, M.A.",0.0,1,http://www.wikidata.org/entity/Q2272220,Mark Alwin Clements,Clements,M.A.,"Clements, M.A.",,1978151353518552720003,0000 0000 8454 614X,,17309-1,M.A.Clem.,1949.0,,,
181,c00871,CLEMESHA,S.C.,"CLEMESHA, S.C.","CLEMESHA, Stephen Chapman*","CLEMESHA, S.C.","Clemesha, S.C.",0.0,1,http://www.wikidata.org/entity/Q21508739,Stephen Chapman Clemesha,Clemesha,S.C.,"Clemesha, S.C.",,,,,1690-1,Clemesha,1942.0,,,
182,c00875,CLIFFORD,H.T.,"CLIFFORD, H.T.","CLIFFORD, Harold Trevor, Prof.*","CLIFFORD, H.T.","Clifford, H.T.",0.0,1,http://www.wikidata.org/entity/Q5892430,Harold Trevor Clifford,Clifford,H.T.,"Clifford, H.T.",,56670060,0000 0001 1063 8946,73110,1697-1,Clifford,1927.0,,,
183,c00885,COBB,L.,"COBB, L.","COBB, Lorraine","COBB, L.","Cobb, L.",0.0,1,http://www.wikidata.org/entity/Q5971620,Laura Cobb,Cobb,L.,"Cobb, L.",,317178454,,,17318-1,L.Cobb,1950.0,,,
