,coll_index,surname_x,initials_x,clean_name,raw_name,name,matched_name,distance,dup_count,item,itemLabel,surname_y,initials_y,canonical_string,orcid,viaf,isni,harv,ipni,abbr,yob,yod,wyb,wye
363,c03141,TELFORD,I.R.,"TELFORD, I.R.","TELFORD, Ian R.","TELFORD, I.R.","Telford, I.R.",0.0,1,http://www.wikidata.org/entity/Q19521871,Ian R.H. Telford,Telford,I.R.,"Telford, I.R.",,,,,27598-1,I.Telford,1941.0,,,
364,c01737,HOLST,N.O.,"HOLST, N.O.","HOLST, Nils Olof","HOLST, N.O.","Holst, N.O.",0.0,1,http://www.wikidata.org/entity/Q1650449,Nils Olof Holst,Holst,N.O.,"Holst, N.O.",,13072436,0000 0000 5061 655X,31250.0,,,1846.0,1918.0,,
365,c01739,HOLTZE,M.W.[.,"HOLTZE, M.W.[.","HOLTZE, Maurice Waldemar [William]","HOLTZE, M.W.[.","Holtze, M.W.",0.0,1,http://www.wikidata.org/entity/Q6793541,Maurice William Holtze,Holtze,M.W.,"Holtze, M.W.",,28720157,0000 0000 6322 108X,11267,20034239-1,M.Holtze,1840.0,1923.0,,
366,c01742,HOME,J.E.,"HOME, J.E.","HOME, James Everard, Sir","HOME, J.E.","Home, J.E.",0.0,1,http://www.wikidata.org/entity/Q6133549,James Everard Home,Home,J.E.,"Home, J.E.",,,,10096,,,1798.0,1853.0,,
367,c01745,HOOGLAND,R.D.,"HOOGLAND, R.D.","HOOGLAND, Ruurd Dirk, Dr","HOOGLAND, R.D.","Hoogland, R.D.",0.0,1,http://www.wikidata.org/entity/Q7383565,Ruurd Dirk Hoogland,Hoogland,R.D.,"Hoogland, R.D.",,76996934,0000 0000 5019 6241,18765,4083-1,Hoogland,1922.0,1994.0,,
368,c01746,HOOKER,J.D.,"HOOKER, J.D.","HOOKER, Joseph Dalton, Sir","HOOKER, J.D.","Hooker, J.D.",0.0,1,http://www.wikidata.org/entity/Q157501,Joseph Dalton Hooker,Hooker,J.D.,"Hooker, J.D.",,17306215,0000 0001 1970 6167,407.0,4084-1,Hook.f.,1817.0,1911.0,,
369,c01748,HOOKER,W.J.,"HOOKER, W.J.","HOOKER, William Jackson","HOOKER, W.J.","Hooker, W.J.",0.0,1,http://www.wikidata.org/entity/Q472639,William Jackson Hooker,Hooker,W.J.,"Hooker, W.J.",,46874997,0000 0001 2131 1746,80.0,4086-1,Hook.,1785.0,1865.0,,
370,c01751,HOPKINS,H.,"HOPKINS, H.","HOPKINS, Harry","HOPKINS, H.","Hopkins, H.",0.0,1,http://www.wikidata.org/entity/Q21395556,Heidi Hopkins,Hopkins,H.,"Hopkins, H.",0000-0003-1076-6758,311820001,0000 0004 4385 4137,,,,,,,
371,c01754,HOPSON,J.,"HOPSON, J.","HOPSON, John","HOPSON, J.","Hopson, J.",0.0,1,http://www.wikidata.org/entity/Q3161162,James Hopson,Hopson,J.,"Hopson, J.",,223569214,0000 0003 8534 2263,,,,1935.0,,,
372,c01764,HOWARD,T.M.,"HOWARD, T.M.","HOWARD, Truda M., Dr","HOWARD, T.M.","Howard, T.M.",0.0,1,http://www.wikidata.org/entity/Q21516401,Thaddeus Monroe Howard,Howard,T.M.,"Howard, T.M.",,,,10112,4156-1,T.M.Howard,1929.0,,,
373,c01768,HOWITT,A.W.,"HOWITT, A.W.","HOWITT, Alfred William","HOWITT, A.W.","Howitt, A.W.",0.0,1,http://www.wikidata.org/entity/Q368705,Alfred William Howitt,Howitt,A.W.,"Howitt, A.W.",,46859779,0000 0000 8379 5275,41666.0,13294-1,A.W.Howitt,1830.0,1908.0,,
374,c01769,HOWITT,G.,"HOWITT, G.","HOWITT, Godfrey, Dr","HOWITT, G.","Howitt, G.",0.0,1,http://www.wikidata.org/entity/Q14948958,Godfrey Howitt,Howitt,G.,"Howitt, G.",,,,648,4168-1,Howitt,1800.0,1873.0,,
375,c01770,HOWITT,M.,"HOWITT, M.","HOWITT, Mary, Mrs","HOWITT, M.","Howitt, M.",0.0,1,http://www.wikidata.org/entity/Q521991,Mary Howitt,Howitt,M.,"Howitt, M.",,42648131,0000 0000 8121 8407,,,,1799.0,1888.0,,
376,c01771,HUBBARD,C.E.,"HUBBARD, C.E.","HUBBARD, Charles Edward","HUBBARD, C.E.","Hubbard, C.E.",0.0,1,http://www.wikidata.org/entity/Q2353716,Charles Edward Hubbard,Hubbard,C.E.,"Hubbard, C.E.",,79104339,0000 0001 0918 991X,180.0,4192-1,C.E.Hubb.,1900.0,1980.0,,
377,c01776,HUELL,Q.M.R.v.,"HUELL, Q.M.R.v.","HUELL, Quirijn Maurits Rudolph ver","HUELL, Q.M.R.v.","Huell, Q.M.R.V.",0.0,1,http://www.wikidata.org/entity/Q3532814,Quirijn Maurits Rudolph Ver Huell,Huell,Q.M.R.V.,"Huell, Q.M.R.V.",,69059292,0000 0000 8148 8490,,,,1787.0,1860.0,,
378,c01782,HUISMAN,J.M.,"HUISMAN, J.M.","HUISMAN, John M.","HUISMAN, J.M.","Huisman, J.M.",0.0,1,http://www.wikidata.org/entity/Q21516642,John Marinus Huisman,Huisman,J.M.,"Huisman, J.M.",,,,,14743-1,Huisman,1958.0,,,
379,c01788,HUNT,D.,"HUNT, D.","HUNT, D.","HUNT, D.","Hunt, D.",0.0,1,http://www.wikidata.org/entity/Q1176320,David Hunt,Hunt,D.,"Hunt, D.",,100291349,0000 0001 1511 9272,,4232-1,D.R.Hunt,1938.0,2019.0,,
380,c01789,HUNT,T.E.,"HUNT, T.E.","HUNT, Trevor Edgar","HUNT, T.E.","Hunt, T.E.",0.0,1,http://www.wikidata.org/entity/Q6152278,Trevor Edgar Hunt,Hunt,T.E.,"Hunt, T.E.",,,,,4234-1,T.E.Hunt,1913.0,1970.0,,
381,c01797,HUSSEY,J.L.,"HUSSEY, J.L.","HUSSEY, Jessie Louisa, Miss","HUSSEY, J.L.","Hussey, J.L.",0.0,1,http://www.wikidata.org/entity/Q66763410,Jessie Louisa Hussey,Hussey,J.L.,"Hussey, J.L.",,,,27503,,,1862.0,1899.0,,
382,c01813,IRVINE,A.K.,"IRVINE, A.K.","IRVINE, Anthony Kyle*","IRVINE, A.K.","Irvine, A.K.",0.0,1,http://www.wikidata.org/entity/Q19950101,Anthony Kyle Irvine,Irvine,A.K.,"Irvine, A.K.",,,,,20734-1,A.K.Irvine,1937.0,,,
383,c01818,ISING,E.H.,"ISING, E.H.","ISING, Ernest Horace","ISING, E.H.","Ising, E.H.",0.0,1,http://www.wikidata.org/entity/Q21339865,Ernest Horace Ising,Ising,E.H.,"Ising, E.H.",,,,69290,4321-1,Ising,1884.0,1973.0,,
384,c01821,JACKES,B.R.,"JACKES, B.R.","JACKES, Betsy Rivers, Dr, nee PATERSON*","JACKES, B.R.","Jackes, B.R.",0.0,1,http://www.wikidata.org/entity/Q21516848,Betsy Rivers Jackes,Jackes,B.R.,"Jackes, B.R.",,,,,13295-1,Jackes,1935.0,,,
385,c01825,JACKSON,G.,"JACKSON, G.","JACKSON, Garth","JACKSON, G.","Jackson, G.",0.0,1,http://www.wikidata.org/entity/Q4160115,George Jackson,Jackson,G.,"Jackson, G.",,,,36928.0,4364-1,Jacks.,1790.0,1811.0,,
386,c01829,JACKSON,W.D.,"JACKSON, W.D.","JACKSON, William D., Prof.","JACKSON, W.D.","Jackson, W.D.",0.0,1,http://www.wikidata.org/entity/Q6167597,William Dalziel Jackson,Jackson,W.D.,"Jackson, W.D.",,,,68667,4368-1,W.D.Jacks.,1921.0,2002.0,,
387,c01831,JACOBS,M.R.,"JACOBS, M.R.","JACOBS, Maxwell Ralph, Dr","JACOBS, M.R.","Jacobs, M.R.",0.0,1,http://www.wikidata.org/entity/Q13420127,Maxwell Ralph Jacobs,Jacobs,M.R.,"Jacobs, M.R.",,13806641,0000 0000 8428 1305,82825,4377-1,Jacobs,1905.0,1979.0,,
388,c01833,JACQUINOT,H.,"JACQUINOT, H.","JACQUINOT, Honore","JACQUINOT, H.","Jacquinot, H.",0.0,1,http://www.wikidata.org/entity/Q2632171,Honoré Jacquinot,Jacquinot,H.,"Jacquinot, H.",,16755547,0000 0000 4289 6352,60190.0,4389-1,Jacquinot,1815.0,1887.0,,
389,c01841,JAMES,P.W.,"JAMES, P.W.","JAMES, Peter W.*","JAMES, P.W.","James, P.W.",0.0,1,http://www.wikidata.org/entity/Q21387635,Peter Wilfred James,James,P.W.,"James, P.W.",,34144863,0000 0001 1052 7015,,20875-1,P.James,1930.0,2014.0,,
390,c01842,JAMES,S.H.,"JAMES, S.H.","JAMES, Sidney Herbert","JAMES, S.H.","James, S.H.",0.0,1,http://www.wikidata.org/entity/Q21516904,Sydney Herbert James,James,S.H.,"James, S.H.",,,,82067,13297-1,S.H.James,1933.0,1998.0,,
391,c01846,JARRETT,P.H.,"JARRETT, P.H.","JARRETT, Phyllis H.","JARRETT, P.H.","Jarrett, P.H.",0.0,1,http://www.wikidata.org/entity/Q36652086,Phyllis Heather Jarrett,Jarrett,P.H.,"Jarrett, P.H.",,,,,13299-1,P.H.Jarrett,,,,
392,c01851,JELL,P.A.,"JELL, P.A.","JELL, Peter Alexander, Dr","JELL, P.A.","Jell, P.A.",0.0,1,http://www.wikidata.org/entity/Q21392647,Peter Alexander Jell,Jell,P.A.,"Jell, P.A.",,,,,,,,,,
393,c01857,JERMY,A.C.,"JERMY, A.C.","JERMY, Anthony Clive*","JERMY, A.C.","Jermy, A.C.",0.0,1,http://www.wikidata.org/entity/Q18985878,Anthony Clive Jermy,Jermy,A.C.,"Jermy, A.C.",,,,,4478-1,Jermy,1932.0,2014.0,,
394,c01859,JESSOP,J.P.,"JESSOP, J.P.","JESSOP, John Peter, Dr*","JESSOP, J.P.","Jessop, J.P.",0.0,1,http://www.wikidata.org/entity/Q5933531,John Peter Jessop,Jessop,J.P.,"Jessop, J.P.",,80440331,0000 0003 8524 2780,72100,4482-1,Jessop,1939.0,,,
395,c01862,JOBSON,P.C.,"JOBSON, P.C.","JOBSON, Peter Craig","JOBSON, P.C.","Jobson, P.C.",0.0,1,http://www.wikidata.org/entity/Q21391683,Peter C. Jobson,Jobson,P.C.,"Jobson, P.C.",,,,20908,38452-1,Jobson,1965.0,,,
396,c01863,JOHANSEN,H.W.,"JOHANSEN, H.W.","JOHANSEN, H. William, Prof.*","JOHANSEN, H.W.","Johansen, H.W.",0.0,1,http://www.wikidata.org/entity/Q21517048,Hans William Johansen,Johansen,H.W.,"Johansen, H.W.",,,,,29702-1,H.W.Johans.,1932.0,,,
397,c01866,JOHNS,R.J.,"JOHNS, R.J.","JOHNS, Robert James","JOHNS, R.J.","Johns, R.J.",0.0,1,http://www.wikidata.org/entity/Q6109473,Robert James Johns,Johns,R.J.,"Johns, R.J.",,17475718,0000 0000 8097 0568,13066,21008-1,R.J.Johns,1944.0,2019.0,,
398,c01869,JOHNSON,L.A.S.,"JOHNSON, L.A.S.","JOHNSON, Lawrence Alexander Sidney, Dr","JOHNSON, L.A.S.","Johnson, L.A.S.",0.0,1,http://www.wikidata.org/entity/Q3090721,Lawrence Alexander Sidney Johnson,Johnson,L.A.S.,"Johnson, L.A.S.",,91894237,,48794.0,4513-1,L.A.S.Johnson,1925.0,1997.0,,
399,c01870,JOHNSON,R.W.,"JOHNSON, R.W.","JOHNSON, Robert William, Dr","JOHNSON, R.W.","Johnson, R.W.",0.0,1,http://www.wikidata.org/entity/Q21505765,Robert William Johnson,Johnson,R.W.,"Johnson, R.W.",,,,45804,21024-1,R.W.Johnson,1930.0,2012.0,,
400,c01871,JOHNSON,S.,"JOHNSON, S.","JOHNSON, Sidney","JOHNSON, S.","Johnson, S.",0.0,1,http://www.wikidata.org/entity/Q22113504,Scott Johnson,Johnson,S.,"Johnson, S.",,,,,,,,,,
401,c01872,JOHNSON,S.,"JOHNSON, S.","JOHNSON, Stephen","JOHNSON, S.","Johnson, S.",0.0,1,http://www.wikidata.org/entity/Q22113504,Scott Johnson,Johnson,S.,"Johnson, S.",,,,,,,,,,
402,c01875,JOHNSTON,J.,"JOHNSTON, J.","JOHNSTON, Jen","JOHNSTON, J.","Johnston, J.",0.0,1,http://www.wikidata.org/entity/Q21387924,Jen Johnston,Johnston,J.,"Johnston, J.",,217456401,,,21031-1,J.Johnst.,1954.0,,,
403,c01879,JOHNSTON,R.M.,"JOHNSTON, R.M.","JOHNSTON, Robert Mackenzie","JOHNSTON, R.M.","Johnston, R.M.",0.0,1,http://www.wikidata.org/entity/Q7347255,Robert Mackenzie Johnston,Johnston,R.M.,"Johnston, R.M.",,23755664,0000 0000 6386 1191,,4523-1,R.M.Johnst.,1843.0,1918.0,,
404,c01880,JOHNSTON,T.H.,"JOHNSTON, T.H.","JOHNSTON, T. Harvey","JOHNSTON, T.H.","Johnston, T.H.",0.0,1,http://www.wikidata.org/entity/Q21395174,Thomas Harvey Johnston,Johnston,T.H.,"Johnston, T.H.",,56995833,0000 0000 6314 896X,72331,4524-1,T.H.Johnst.,1881.0,1951.0,,
405,c01886,JONES,D.L.,"JONES, D.L.","JONES, David Lloyd","JONES, D.L.","Jones, D.L.",0.0,1,http://www.wikidata.org/entity/Q1175070,David Lloyd Jones,Jones,D.L.,"Jones, D.L.",,34558570,0000 0001 1053 0310,17797.0,4531-1,D.L.Jones,1944.0,,,
406,c01892,JORDAN,M.M.,"JORDAN, M.M.","JORDAN, M. Miss","JORDAN, M.M.","Jordan, M.M.",0.0,1,http://www.wikidata.org/entity/Q36627899,Mary M. Jordan,Jordan,M.M.,"Jordan, M.M.",,,,,21069-1,M.M.Jord.,,,,
407,c01903,KANIS,A.[.,"KANIS, A.[.","KANIS, Andries [Andrew], Dr*","KANIS, A.[.","Kanis, A.",0.0,1,http://www.wikidata.org/entity/Q21387548,Andries Kanis,Kanis,A.,"Kanis, A.",,211656831,,66464,4635-1,Kanis,1934.0,1986.0,,
408,c01904,KANTVILAS,G.,"KANTVILAS, G.","KANTVILAS, Gintaras","KANTVILAS, G.","Kantvilas, G.",0.0,1,http://www.wikidata.org/entity/Q18986051,Gintaras Kantvilas,Kantvilas,G.,"Kantvilas, G.",0000-0002-3788-4562,71641994,,32387.0,21187-1,Kantvilas,1956.0,,,
409,c01916,KEIGHERY,G.J.,"KEIGHERY, G.J.","KEIGHERY, Gregory John*","KEIGHERY, G.J.","Keighery, G.J.",0.0,1,http://www.wikidata.org/entity/Q5885622,Gregory John Keighery,Keighery,G.J.,"Keighery, G.J.",,273450841,,7271,12184-1,Keighery,1950.0,,,
410,c01919,KELLY,M.,"KELLY, M.","KELLY, Mrs","KELLY, M.","Kelly, M.",0.0,1,http://www.wikidata.org/entity/Q22107687,Michelle Kelly,Kelly,M.,"Kelly, M.",,51473256,,,,,,,,
411,c01923,KEMP,E.M.,"KEMP, E.M.","KEMP, Elizabeth M., Dr","KEMP, E.M.","Kemp, E.M.",0.0,1,http://www.wikidata.org/entity/Q36546523,Elizabeth M. Kemp,Kemp,E.M.,"Kemp, E.M.",,,,62159,21304-1,Kemp,,,,
412,c01929,KENNEALLY,K.F.,"KENNEALLY, K.F.","KENNEALLY, Kevin Francis","KENNEALLY, K.F.","Kenneally, K.F.",0.0,1,http://www.wikidata.org/entity/Q21392864,Kevin Francis Kenneally,Kenneally,K.F.,"Kenneally, K.F.",,,,,12486-1,Kenneally,1945.0,,,
413,c01943,KERR,L.R.,"KERR, L.R.","KERR, Lesley Ruth","KERR, L.R.","Kerr, L.R.",0.0,1,http://www.wikidata.org/entity/Q21337694,Lesley Ruth Kerr,Kerr,L.R.,"Kerr, L.R.",,,,65051,4748-1,L.R.Kerr,1900.0,1927.0,,
414,c01945,KERSHAW,J.A.,"KERSHAW, J.A.","KERSHAW, James A","KERSHAW, J.A.","Kershaw, J.A.",0.0,1,http://www.wikidata.org/entity/Q21388386,James Andrew Kershaw,Kershaw,J.A.,"Kershaw, J.A.",,,,,,,1866.0,1946.0,,
415,c01950,KIDD,J.,"KIDD, J.","KIDD, James","KIDD, J.","Kidd, J.",0.0,1,http://www.wikidata.org/entity/Q723419,John Kidd,Kidd,J.,"Kidd, J.",,33398575,0000 0000 5122 4988,,,,1775.0,1851.0,,
416,c01951,KILBURN,W.,"KILBURN, W.","KILBURN, William","KILBURN, W.","Kilburn, W.",0.0,1,http://www.wikidata.org/entity/Q8013996,William Kilburn,Kilburn,W.,"Kilburn, W.",,95805695,0000 0000 6832 7617,,,,1745.0,1818.0,,
417,c01958,KING,G.,"KING, G.","KING, George, Sir","KING, G.","King, G.",0.0,1,http://www.wikidata.org/entity/Q2566984,George King,King,G.,"King, G.",,22513782,0000 0000 6666 0280,37728.0,4798-1,King,1840.0,1909.0,,
418,c01959,KING,G.,"KING, G.","KING, Georgina, Miss","KING, G.","King, G.",0.0,1,http://www.wikidata.org/entity/Q2566984,George King,King,G.,"King, G.",,22513782,0000 0000 6666 0280,37728.0,4798-1,King,1840.0,1909.0,,
419,c01963,KING,J.M.,"KING, J.M.","KING, J.M.","KING, J.M.","King, J.M.",0.0,1,http://www.wikidata.org/entity/Q21517520,Joe Mack King,King,J.M.,"King, J.M.",,58219153,0000 0000 2938 2832,,29816-1,J.M.King,1944.0,,,
420,c01965,KING,P.G.,"KING, P.G.","KING, Phillip Gidley","KING, P.G.","King, P.G.",0.0,1,http://www.wikidata.org/entity/Q725880,Philip Gidley King,King,P.G.,"King, P.G.",,66853196,0000 0000 8390 4646,49249.0,,,1758.0,1808.0,,
421,c01966,KING,P.P.,"KING, P.P.","KING, Phillip Parker","KING, P.P.","King, P.P.",0.0,1,http://www.wikidata.org/entity/Q1338334,Phillip Parker King,King,P.P.,"King, P.P.",,52570893,0000 0001 1643 0599,41220.0,,,1791.0,1856.0,,
422,c01973,KIRKPATRICK,J.B.,"KIRKPATRICK, J.B.","KIRKPATRICK, James Barrie, Dr","KIRKPATRICK, J.B.","Kirkpatrick, J.B.",0.0,1,http://www.wikidata.org/entity/Q21388711,James Barrie Kirkpatrick,Kirkpatrick,J.B.,"Kirkpatrick, J.B.",,,,,4810-1,J.B.Kirkp.,1946.0,,,
423,c01976,KITSON,A.E.,"KITSON, A.E.","KITSON, Albert Ernest, Sir","KITSON, A.E.","Kitson, A.E.",0.0,1,http://www.wikidata.org/entity/Q4710154,Albert Ernest Kitson,Kitson,A.E.,"Kitson, A.E.",,243543311,0000 0003 8589 7541,22961.0,,,1868.0,1937.0,,
424,c01978,KLEINSCHMIDT,T.,"KLEINSCHMIDT, T.","KLEINSCHMIDT, Thomas","KLEINSCHMIDT, T.","Kleinschmidt, T.",0.0,1,http://www.wikidata.org/entity/Q1522827,Theodor Kleinschmidt,Kleinschmidt,T.,"Kleinschmidt, T.",,80470524,,16661.0,,,1834.0,1881.0,,
425,c01980,KLOSS,C.B.,"KLOSS, C.B.","KLOSS, Cecil Boden","KLOSS, C.B.","Kloss, C.B.",0.0,1,http://www.wikidata.org/entity/Q2329574,Cecil Boden Kloss,Kloss,C.B.,"Kloss, C.B.",,56774493,0000 0001 1064 0675,23324.0,,,1877.0,1949.0,,
426,c01988,KODELA,P.G.,"KODELA, P.G.","KODELA, Phillip G.","KODELA, P.G.","Kodela, P.G.",0.0,1,http://www.wikidata.org/entity/Q18986279,Phillip Gerhard Kodela,Kodela,P.G.,"Kodela, P.G.",,,,,35961-1,Kodela,1962.0,1989.0,,
427,c01995,KRAFT,G.T.,"KRAFT, G.T.","KRAFT, Gerald Thompson, Dr","KRAFT, G.T.","Kraft, G.T.",0.0,1,http://www.wikidata.org/entity/Q21517880,Gerald Thompson Kraft,Kraft,G.T.,"Kraft, G.T.",,,,,29899-1,Kraft,1939.0,,,
428,c01996,KREFFT,G.,"KREFFT, G.","KREFFT, Gerald","KREFFT, G.","Krefft, G.",0.0,1,http://www.wikidata.org/entity/Q71350,Gerard Krefft,Krefft,G.,"Krefft, G.",,42590955,0000 0000 6676 897X,,,,1830.0,1881.0,,
429,c01998,KRUSE,J.,"KRUSE, J.","KRUSE, John","KRUSE, J.","Kruse, J.",0.0,1,http://www.wikidata.org/entity/Q79046578,Julia Kruse,Kruse,J.,"Kruse, J.",,,,,20039602-1,J.Kruse,,,,
430,c01999,KUCHEL,R.H.,"KUCHEL, R.H.","KUCHEL, Rex Harold","KUCHEL, R.H.","Kuchel, R.H.",0.0,1,http://www.wikidata.org/entity/Q6107306,Rex Harold Kuchel,Kuchel,R.H.,"Kuchel, R.H.",,,,73101,5100-1,Kuchel,1917.0,1986.0,,
431,c02004,KUROKAWA,S.,"KUROKAWA, S.","KUROKAWA, Syo, Dr","KUROKAWA, S.","Kurokawa, S.",0.0,1,http://www.wikidata.org/entity/Q21339137,Syo Kurokawa,Kurokawa,S.,"Kurokawa, S.",,21180913,0000 0000 2844 0201,662,21884-1,Kurok.,1926.0,2010.0,,
432,c02011,LAING,R.M.,"LAING, R.M.","LAING, Robert Malcolm","LAING, R.M.","Laing, R.M.",0.0,1,http://www.wikidata.org/entity/Q6109498,Robert Malcolm Laing,Laing,R.M.,"Laing, R.M.",,2865804,0000 0000 8082 7526,43367.0,5218-1,Laing,1865.0,1941.0,,
433,c02022,LAMONT,J.,"LAMONT, J.","LAMONT, James, Rev.","LAMONT, J.","Lamont, J.",0.0,1,http://www.wikidata.org/entity/Q6137736,James Lamont,Lamont,J.,"Lamont, J.",,71305594,0000 0000 6435 8432,,,,1828.0,1913.0,,
434,c02028,LANG,P.J.,"LANG, P.J.","LANG, Peter John*","LANG, P.J.","Lang, P.J.",0.0,1,http://www.wikidata.org/entity/Q21516211,Peter J. Lang,Lang,P.J.,"Lang, P.J.",,44064002,0000 0000 8122 2692,,37784-1,P.J.Lang,1955.0,,,
435,c02029,LANG,W.H.,"LANG, W.H.","LANG, William H., Prof","LANG, W.H.","Lang, W.H.",0.0,1,http://www.wikidata.org/entity/Q3297586,William Henry Lang,Lang,W.H.,"Lang, W.H.",,63066781,0000 0003 7427 9051,,22036-1,W.H.Lang,1874.0,1960.0,,
436,c02031,LANGDON,R.F.N.,"LANGDON, R.F.N.","LANGDON, Raymond Forbes Newton*","LANGDON, R.F.N.","Langdon, R.F.N.",0.0,1,http://www.wikidata.org/entity/Q21518361,Raymond Forbes Newton Langdon,Langdon,R.F.N.,"Langdon, R.F.N.",,,,,22037-1,Langdon,1916.0,2014.0,,
437,c02039,LAPINPURO,L.,"LAPINPURO, L.","LAPINPURO, Liisa","LAPINPURO, L.","Lapinpuro, L.",0.0,1,http://www.wikidata.org/entity/Q36614808,L. Lapinpuro,Lapinpuro,L.,"Lapinpuro, L.",,,,83095,22061-1,Lapinpuro,,,,
438,c02041,LASERON,C.F.,"LASERON, C.F.","LASERON, Charles Francis","LASERON, C.F.","Laseron, C.F.",0.0,1,http://www.wikidata.org/entity/Q5077778,Charles Francis Laseron,Laseron,C.F.,"Laseron, C.F.",,37806315,0000 0000 8373 5723,,,,1887.0,1959.0,,
439,c02044,LATZ,P.K.,"LATZ, P.K.","LATZ, Peter Kenneth*","LATZ, P.K.","Latz, P.K.",0.0,1,http://www.wikidata.org/entity/Q21518413,Peter K. Latz,Latz,P.K.,"Latz, P.K.",,9116331,0000 0000 6384 1764,36654,35446-1,Latz,1941.0,,,
440,c02047,LAUTERBACH,C.A.G.,"LAUTERBACH, C.A.G.","LAUTERBACH, Carl Adolf George","LAUTERBACH, C.A.G.","Lauterbach, C.A.G.",0.0,1,http://www.wikidata.org/entity/Q72821,Carl Adolf Georg Lauterbach,Lauterbach,C.A.G.,"Lauterbach, C.A.G.",,30318974,0000 0000 1367 8903,619.0,5329-1,Lauterb.,1864.0,1937.0,,
441,c02048,LAUTERER,J.,"LAUTERER, J.","LAUTERER, Joseph, Dr","LAUTERER, J.","Lauterer, J.",0.0,1,http://www.wikidata.org/entity/Q1707480,Joseph Lauterer,Lauterer,J.,"Lauterer, J.",,12698953,0000 0000 8039 8688,65938.0,31433-1,Lauterer,1848.0,1911.0,,
442,c02052,LAWES,W.G.,"LAWES, W.G.","LAWES, William George, Rev.","LAWES, W.G.","Lawes, W.G.",0.0,1,http://www.wikidata.org/entity/Q8009803,William George Lawes,Lawes,W.G.,"Lawes, W.G.",,81522371,0000 0000 8397 7378,15439,,,1839.0,1907.0,,
443,c02054,LAWRENCE,M.E.,"LAWRENCE, M.E.","LAWRENCE, Margaret Elizabeth","LAWRENCE, M.E.","Lawrence, M.E.",0.0,1,http://www.wikidata.org/entity/Q21394012,Margaret Elizabeth Lawrence,Lawrence,M.E.,"Lawrence, M.E.",,,,,22120-1,M.E.Lawr.,1953.0,,,
444,c02057,LAWSON,J.,"LAWSON, J.","LAWSON, John, Prof.","LAWSON, J.","Lawson, J.",0.0,1,http://www.wikidata.org/entity/Q359347,John Lawson,Lawson,J.,"Lawson, J.",,27193230,0000 0001 1611 0990,,,,1674.0,1711.0,,
445,c02058,LAWSON,M.A.,"LAWSON, M.A.","LAWSON, Marmaduke Alexander, Prof","LAWSON, M.A.","Lawson, M.A.",0.0,1,http://www.wikidata.org/entity/Q5999683,Marmaduke Alexander Lawson,Lawson,M.A.,"Lawson, M.A.",,313299900,,23475,5352-1,M.A.Lawson,1840.0,1896.0,,
446,c02061,LAZARIDES,M.,"LAZARIDES, M.","LAZARIDES, Michael*","LAZARIDES, M.","Lazarides, M.",0.0,1,http://www.wikidata.org/entity/Q6012831,Michael Lazarides,Lazarides,M.,"Lazarides, M.",,,,38062,5361-1,Lazarides,1928.0,2011.0,,
447,c02067,LEA,A.M.,"LEA, A.M.","LEA, Arthur Mills","LEA, A.M.","Lea, A.M.",0.0,1,http://www.wikidata.org/entity/Q2865257,Arthur Mills Lea,Lea,A.M.,"Lea, A.M.",,192132621,0000 0003 9808 6246,,,,1868.0,1932.0,,
448,c02078,LEE,A.T.,"LEE, A.T.","LEE, Alma T., Mrs, nee MELVAINE*","LEE, A.T.","Lee, A.T.",0.0,1,http://www.wikidata.org/entity/Q4260633,Alma Theodora Lee,Lee,A.T.,"Lee, A.T.",,286155042812272402404,,71760.0,5397-1,A.T.Lee,1912.0,1990.0,,
449,c02085,LEFROY,J.H.,"LEFROY, J.H.","LEFROY, John Henry, Sir","LEFROY, J.H.","Lefroy, J.H.",0.0,1,http://www.wikidata.org/entity/Q6238868,John Henry Lefroy,Lefroy,J.H.,"Lefroy, J.H.",,56913901,0000 0000 8136 3428,75468.0,12641-1,Lefroy,1817.0,1890.0,,
450,c02086,LEHMANN,F.C.,"LEHMANN, F.C.","LEHMANN, Friedrich Carl","LEHMANN, F.C.","Lehmann, F.C.",0.0,1,http://www.wikidata.org/entity/Q5869592,Friedrich Carl Lehmann,Lehmann,F.C.,"Lehmann, F.C.",,11539591,,24120.0,5432-1,F.Lehm.,1850.0,1903.0,,
451,c02087,LEIBOLD,F.E.,"LEIBOLD, F.E.","LEIBOLD, Fredrich Ernst","LEIBOLD, F.E.","Leibold, F.E.",0.0,1,http://www.wikidata.org/entity/Q15300543,Friedrich Ernst Leibold,Leibold,F.E.,"Leibold, F.E.",,,,78050,14259-1,F.E.Leyb.,1804.0,1864.0,,
452,c02097,LESSON,P.A.[.].,"LESSON, P.A.[.].","LESSON, Pierre Adolphe [A.]","LESSON, P.A.[.].","Lesson, P.A.",0.0,1,http://www.wikidata.org/entity/Q5658215,Pierre Adolphe Lesson,Lesson,P.A.,"Lesson, P.A.",,282322177,0000 0003 8900 1474,82715.0,5509-1,A.Lesson,1805.0,1888.0,,
453,c02103,LEVRING,C.T.C.[.].,"LEVRING, C.T.C.[.].","LEVRING, Carl Tore Christian [T.]","LEVRING, C.T.C.[.].","Levring, C.T.C.",0.0,1,http://www.wikidata.org/entity/Q21518751,Carl Tore Christian Levring,Levring,C.T.C.,"Levring, C.T.C.",,,,68921,33266-1,Levring,1913.0,1980.0,,
