,agent_id,family_name,initials_x,given_names,num_coll,start_year,end_year,match_string,name,matched_name,distance,dup_count,item,itemLabel,surname,initials_y,canonical_string,orcid,viaf,isni,harv,ipni,abbr,yob,yod,wyb,wye
0,1297,Beauglehole,A.C.,,69198,1929,2001,"Beauglehole, A.C.","Beauglehole, A.C.","Beauglehole, A.C.",0.0,1,http://www.wikidata.org/entity/Q16744919,Alexander Clifford Beauglehole,Beauglehole,A.C.,"Beauglehole, A.C.",,,,,,,1920.0,2002.0,,
1,19313,Stone,I.G.,,25428,1960,1999,"Stone, I.G.","Stone, I.G.","Stone, I.G.",0.0,1,http://www.wikidata.org/entity/Q6000720,Ilma Grace Stone,Stone,I.G.,"Stone, I.G.",,163909337,0000 0001 1247 4965,40174,27255-1,I.G.Stone,1913.0,2001.0,,
2,6458,Filson,R.B.,Rex,15193,1933,2000,"Filson, R.B.","Filson, R.B.","Filson, R.B.",0.0,1,http://www.wikidata.org/entity/Q21339388,Rex Bertram Filson,Filson,R.B.,"Filson, R.B.",,,,76762,18803-1,Filson,1930.0,,,
3,6771,Forster,P.I.,Paul Irwin,12226,1955,2118,"Forster, P.I.","Forster, P.I.","Forster, P.I.",0.0,1,http://www.wikidata.org/entity/Q9057027,Paul Irwin Forster,Forster,P.I.,"Forster, P.I.",,,,,18907-1,P.I.Forst.,1961.0,,,
4,20954,Walsh,N.G.,Neville,9122,1971,2020,"Walsh, N.G.","Walsh, N.G.","Walsh, N.G.",0.0,1,http://www.wikidata.org/entity/Q6041421,Neville Grant Walsh,Walsh,N.G.,"Walsh, N.G.",,18877199,0000 0000 6385 4733,,14171-1,N.G.Walsh,1956.0,,,
5,4942,Dallachy,J.,John,8181,1850,1883,"Dallachy, J.","Dallachy, J.","Dallachy, J.",0.0,1,http://www.wikidata.org/entity/Q16065577,John Dallachy,Dallachy,J.,"Dallachy, J.",,,,,,,1803.0,1871.0,,
6,5618,Drummond,J.,James,6353,1829,1889,"Drummond, J.","Drummond, J.","Drummond, J.",0.0,1,http://www.wikidata.org/entity/Q2589989,James Drummond,Drummond,J.,"Drummond, J.",,30731252,,7553.0,2324-1,J.Drumm.,1787.0,1863.0,,
7,168,Albrecht,D.E.,David,6330,1958,2017,"Albrecht, D.E.","Albrecht, D.E.","Albrecht, D.E.",0.0,1,http://www.wikidata.org/entity/Q8354093,David Edward Albrecht,Albrecht,D.E.,"Albrecht, D.E.",,4256153184549027100009,,60179,14172-1,Albr.,1962.0,,,
8,4312,Corrick,M.G.,Margaret Georgina,5938,1956,2007,"Corrick, M.G.","Corrick, M.G.","Corrick, M.G.",0.0,1,http://www.wikidata.org/entity/Q21509106,Margaret Georgina Corrick,Corrick,M.G.,"Corrick, M.G.",,,,,12119-1,Corrick,1922.0,,,
9,10324,Jobson,P.C.,Peter,4329,1970,2015,"Jobson, P.C.","Jobson, P.C.","Jobson, P.C.",0.0,1,http://www.wikidata.org/entity/Q21391683,Peter C. Jobson,Jobson,P.C.,"Jobson, P.C.",,,,20908,38452-1,Jobson,1965.0,,,
10,6124,Entwisle,T.J.,Tim,3888,1980,2015,"Entwisle, T.J.","Entwisle, T.J.","Entwisle, T.J.",0.0,1,http://www.wikidata.org/entity/Q21512240,Timothy John Entwisle,Entwisle,T.J.,"Entwisle, T.J.",,93619302,0000 0000 7739 0319,66259.0,14571-1,Entwisle,1960.0,,,
11,20837,Wakefield,N.A.,,3702,1926,1989,"Wakefield, N.A.","Wakefield, N.A.","Wakefield, N.A.",0.0,1,http://www.wikidata.org/entity/Q7051918,Norman Arthur Wakefield,Wakefield,N.A.,"Wakefield, N.A.",,21877425,0000 0001 1044 2062,49120,11324-1,N.A.Wakef.,1918.0,1972.0,,
12,22193,Woolls,W.,William,3654,1823,1921,"Woolls, W.","Woolls, W.","Woolls, W.",0.0,1,http://www.wikidata.org/entity/Q1375232,William Woolls,Woolls,W.,"Woolls, W.",,58065464,0000 0000 6314 9209,49846.0,11862-1,Woolls,1814.0,1893.0,,
13,26843,Gates,G.M.,Genevieve,3524,1996,2019,"Gates, G.M.","Gates, G.M.","Gates, G.M.",0.0,1,http://www.wikidata.org/entity/Q36562288,Genevieve M. Gates,Gates,G.M.,"Gates, G.M.",,,,,20019488-1,G.M.Gates,,,,
14,13004,Maxwell,G.,George,3460,1840,1978,"Maxwell, G.","Maxwell, G.","Maxwell, G.",0.0,1,http://www.wikidata.org/entity/Q5542253,George Maxwell,Maxwell,G.,"Maxwell, G.",,,,13698.0,,,1804.0,1880.0,,
15,21860,Williamson,H.B.,Herbert Bennett,3458,1828,1930,"Williamson, H.B.","Williamson, H.B.","Williamson, H.B.",0.0,1,http://www.wikidata.org/entity/Q20016691,Herbert Bennett Williamson,Williamson,H.B.,"Williamson, H.B.",,,,38662,11712-1,H.B.Will.,1860.0,1931.0,,
16,6676,Forbes,S.J.,,3399,1976,1991,"Forbes, S.J.","Forbes, S.J.","Forbes, S.J.",0.0,1,http://www.wikidata.org/entity/Q21513320,Stephen J. Forbes,Forbes,S.J.,"Forbes, S.J.",,,,,37432-1,S.J.Forbes,1953.0,,,
17,3631,Chippendale,G.M.,,3383,1951,1976,"Chippendale, G.M.","Chippendale, G.M.","Chippendale, G.M.",0.0,1,http://www.wikidata.org/entity/Q5537873,George McCartney Chippendale,Chippendale,G.M.,"Chippendale, G.M.",,8631458,0000 0000 8423 5309,18250.0,1601-1,Chippend.,1921.0,2010.0,,
18,9632,Hosking,J.R.,John,3319,1977,2017,"Hosking, J.R.","Hosking, J.R.","Hosking, J.R.",0.0,1,http://www.wikidata.org/entity/Q21516084,John Robert Hosking,Hosking,J.R.,"Hosking, J.R.",,,,,39283-1,Hosking,1952.0,,,
19,1334,Beckler,H.,Herman,2995,1857,1933,"Beckler, H.","Beckler, H.","Beckler, H.",0.0,1,http://www.wikidata.org/entity/Q21033810,Hermann Beckler,Beckler,H.,"Beckler, H.",,1196895,0000 0000 8349 996X,,,,1828.0,1914.0,,
20,10213,Jeanes,J.A.,Jeff,2914,1983,2018,"Jeanes, J.A.","Jeanes, J.A.","Jeanes, J.A.",0.0,1,http://www.wikidata.org/entity/Q21395685,Jeffrey A. Jeanes,Jeanes,J.A.,"Jeanes, J.A.",,,,41963,39451-1,Jeanes,,,,
21,19830,Tepper,J.G.O.,,2876,1829,1988,"Tepper, J.G.O.","Tepper, J.G.O.","Tepper, J.G.O.",0.0,1,http://www.wikidata.org/entity/Q2891010,Johann Gottlieb Otto Tepper,Tepper,J.G.O.,"Tepper, J.G.O.",,92102539,0000 0000 6611 3308,7487.0,10515-1,Tepper,1841.0,1923.0,,
22,5344,Dietrich,A.,Amalia,2754,1860,1880,"Dietrich, A.","Dietrich, A.","Dietrich, A.",0.0,1,http://www.wikidata.org/entity/Q76851,Amalie Dietrich,Dietrich,A.,"Dietrich, A.",,77113813,0000 0000 3219 7769,8587.0,,,1821.0,1891.0,,
23,1148,Bastow,R.A.,,2694,1854,1950,"Bastow, R.A.","Bastow, R.A.","Bastow, R.A.",0.0,1,http://www.wikidata.org/entity/Q7323833,Richard Austin Bastow,Bastow,R.A.,"Bastow, R.A.",,1450150748994516420005,,23972.0,15765-1,Bastow,1839.0,1920.0,,
24,11496,Latz,P.K.,,2605,1967,2013,"Latz, P.K.","Latz, P.K.","Latz, P.K.",0.0,1,http://www.wikidata.org/entity/Q21518413,Peter K. Latz,Latz,P.K.,"Latz, P.K.",,9116331,0000 0000 6384 1764,36654,35446-1,Latz,1941.0,,,
25,20964,Walter,C.,Charles,2589,1867,1999,"Walter, C.","Walter, C.","Walter, C.",0.0,1,http://www.wikidata.org/entity/Q17053407,Carl Walter,Walter,C.,"Walter, C.",,91829033,0000 0001 2030 6160,37942,13332-1,C.Walter,1831.0,1907.0,,
26,14765,Nicholls,W.H.,,2267,1921,1962,"Nicholls, W.H.","Nicholls, W.H.","Nicholls, W.H.",0.0,1,http://www.wikidata.org/entity/Q10393700,William Henry Nicholls,Nicholls,W.H.,"Nicholls, W.H.",,92594457,,23849,6958-1,Nicholls,1885.0,1951.0,,
27,3266,Carr,G.W.,Geoff,2262,1924,2015,"Carr, G.W.","Carr, G.W.","Carr, G.W.",0.0,1,http://www.wikidata.org/entity/Q3281577,Geoffrey William Carr,Carr,G.W.,"Carr, G.W.",,,,,13236-1,G.W.Carr,1948.0,,,
28,1844,Blake,S.T.,,2108,1917,1980,"Blake, S.T.","Blake, S.T.","Blake, S.T.",0.0,1,http://www.wikidata.org/entity/Q2984580,Stanley Thatcher Blake,Blake,S.T.,"Blake, S.T.",,304022808,0000 0000 6521 9151,13863.0,838-1,S.T.Blake,1910.0,1973.0,,
29,11583,Lazarides,M.,Mike,2012,1938,1988,"Lazarides, M.","Lazarides, M.","Lazarides, M.",0.0,1,http://www.wikidata.org/entity/Q6012831,Michael Lazarides,Lazarides,M.,"Lazarides, M.",,,,38062,5361-1,Lazarides,1928.0,2011.0,,
30,5867,Ecklon,C.F.,Christian,1995,1817,1870,"Ecklon, C.F.","Ecklon, C.F.","Ecklon, C.F.",0.0,1,http://www.wikidata.org/entity/Q643765,Christian Friedrich Ecklon,Ecklon,C.F.,"Ecklon, C.F.",,20429529,0000 0000 3769 1221,23712.0,2457-1,Eckl.,1795.0,1868.0,,
31,15050,O'Shanesy,P.A.,Patrick,1934,1863,1887,"O'Shanesy, P.A.","O'Shanesy, P.A.","O'Shanesy, P.A.",0.0,1,http://www.wikidata.org/entity/Q21522303,Patrick Adams O'Shanesy,O'Shanesy,P.A.,"O'Shanesy, P.A.",,,,,20000187-1,O'Shanesy,1837.0,1884.0,,
32,17266,Ross,J.H.,Jim,1865,1896,2005,"Ross, J.H.","Ross, J.H.","Ross, J.H.",0.0,1,http://www.wikidata.org/entity/Q5925767,James Henderson Ross,Ross,J.H.,"Ross, J.H.",,254622576,,,8609-1,J.H.Ross,1941.0,,,
33,21952,Wilson,J.B.,John Bracebridge ,1864,1872,1895,"Wilson, J.B.","Wilson, J.B.","Wilson, J.B.",0.0,1,http://www.wikidata.org/entity/Q21612774,John Bracebridge Wilson,Wilson,J.B.,"Wilson, J.B.",,80444445,,35120,31798-1,J.B.Wilson,1828.0,1895.0,,
34,4541,Crichton,G.A.,,1789,1945,1997,"Crichton, G.A.","Crichton, G.A.","Crichton, G.A.",0.0,1,http://www.wikidata.org/entity/Q47115863,George A. Crichton,Crichton,G.A.,"Crichton, G.A.",,,,,17519-1,Crichton,,1989.0,,
35,4754,Cunningham,A.,Allan,1723,1812,1867,"Cunningham, A.","Cunningham, A.","Cunningham, A.",0.0,1,http://www.wikidata.org/entity/Q545888,Allan Cunningham,Cunningham,A.,"Cunningham, A.",,15528184,0000 0000 6317 2409,46902.0,1916-1,A.Cunn.,1791.0,1839.0,,
36,2521,Brown,A.J.,Austin,1703,1941,2017,"Brown, A.J.","Brown, A.J.","Brown, A.J.",0.0,1,http://www.wikidata.org/entity/Q33665234,A.J. Brown,Brown,A.J.,"Brown, A.J.",,,,,39445-1,A.J.Br.,,,,
37,5761,Duretto,M.F.,Marco,1661,1991,2010,"Duretto, M.F.","Duretto, M.F.","Duretto, M.F.",0.0,1,http://www.wikidata.org/entity/Q5996322,Marco F. Duretto,Duretto,M.F.,"Duretto, M.F.",,,,63738,37683-1,Duretto,1964.0,,,
38,20003,Thozet,A.,Anthelme,1522,1866,1881,"Thozet, A.","Thozet, A.","Thozet, A.",0.0,1,http://www.wikidata.org/entity/Q4771567,Anthelme Thozet,Thozet,A.,"Thozet, A.",,92729674,,38706.0,10641-1,Thozet,1826.0,1878.0,,
39,8921,Helms,R.,Richard,1481,1871,1981,"Helms, R.","Helms, R.","Helms, R.",0.0,1,http://www.wikidata.org/entity/Q19877827,Richard Helms,Helms,R.,"Helms, R.",,84145067250966630685,,23189.0,13290-1,Helms,1842.0,1914.0,,
40,1168,Bates,R.J.,,1414,1968,2014,"Bates, R.J.","Bates, R.J.","Bates, R.J.",0.0,1,http://www.wikidata.org/entity/Q6109468,Robert J. Bates,Bates,R.J.,"Bates, R.J.",,,,65346,13250-1,R.J.Bates,1946.0,,,
41,10459,Jones,D.L.,David Lloyd,1385,1960,2006,"Jones, D.L.","Jones, D.L.","Jones, D.L.",0.0,1,http://www.wikidata.org/entity/Q1175070,David Lloyd Jones,Jones,D.L.,"Jones, D.L.",,34558570,0000 0001 1053 0310,17797.0,4531-1,D.L.Jones,1944.0,,,
42,9468,Holtze,M.W.,Maurice Waldemar,1361,1867,1911,"Holtze, M.W.","Holtze, M.W.","Holtze, M.W.",0.0,1,http://www.wikidata.org/entity/Q6793541,Maurice William Holtze,Holtze,M.W.,"Holtze, M.W.",,28720157,0000 0000 6322 108X,11267,20034239-1,M.Holtze,1840.0,1923.0,,
43,9708,Howitt,A.W.,,1335,1838,1903,"Howitt, A.W.","Howitt, A.W.","Howitt, A.W.",0.0,1,http://www.wikidata.org/entity/Q368705,Alfred William Howitt,Howitt,A.W.,"Howitt, A.W.",,46859779,0000 0000 8379 5275,41666.0,13294-1,A.W.Howitt,1830.0,1908.0,,
44,13655,Messina,A.,Andre,1330,2006,2020,"Messina, A.","Messina, A.","Messina, A.",0.0,1,http://www.wikidata.org/entity/Q18986897,Andre Messina,Messina,A.,"Messina, A.",,,,,20016742-1,Messina,,,,
45,8646,Harvey,W.H.,William Henry,1311,1839,1858,"Harvey, W.H.","Harvey, W.H.","Harvey, W.H.",0.0,1,http://www.wikidata.org/entity/Q1378128,William Henry Harvey,Harvey,W.H.,"Harvey, W.H.",,259531,0000 0001 0775 8592,635.0,3705-1,Harv.,1811.0,1866.0,,
46,15759,Perry,R.A.,,1269,1946,1958,"Perry, R.A.","Perry, R.A.","Perry, R.A.",0.0,1,http://www.wikidata.org/entity/Q62086632,Rayden Alfred Perry,Perry,R.A.,"Perry, R.A.",,,,48778,,,1925.0,2004.0,,
47,19463,Sullivan,D.J.,Daniel,1268,1869,1897,"Sullivan, D.J.","Sullivan, D.J.","Sullivan, D.J.",0.0,1,http://www.wikidata.org/entity/Q36541411,Derek J. Sullivan,Sullivan,D.J.,"Sullivan, D.J.",,,,,20003493-1,D.J.Sullivan,,,,
48,19381,Streimann,H.,,1237,1963,2001,"Streimann, H.","Streimann, H.","Streimann, H.",0.0,1,http://www.wikidata.org/entity/Q21339679,Heinar Streimann,Streimann,H.,"Streimann, H.",,69178760,0000 0001 1573 7118,2053,15669-1,Streimann,1938.0,2001.0,,
49,11634,Lebel,T.,Teresa,1218,1992,2017,"Lebel, T.","Lebel, T.","Lebel, T.",0.0,1,http://www.wikidata.org/entity/Q6142582,Teresa Lebel,Lebel,T.,"Lebel, T.",0000-0002-8592-1102,,,,20002421-1,T.Lebel,1974.0,,,
50,20985,Walters,N.E.M.,,1185,1947,1976,"Walters, N.E.M.","Walters, N.E.M.","Walters, N.E.M.",0.0,1,http://www.wikidata.org/entity/Q21612108,Neville E.M. Walters,Walters,N.E.M.,"Walters, N.E.M.",,,,,28531-1,N.Walters,1916.0,2004.0,,
51,9172,Hill,G.F.,,1149,1901,1941,"Hill, G.F.","Hill, G.F.","Hill, G.F.",0.0,1,http://www.wikidata.org/entity/Q55047230,Gerald Freer Hill,Hill,G.F.,"Hill, G.F.",,65520721,0000 0000 6380 359X,,,,1880.0,1954.0,,
52,6011,Elix,J.A.,Jack,1112,1965,2016,"Elix, J.A.","Elix, J.A.","Elix, J.A.",0.0,1,http://www.wikidata.org/entity/Q21339171,John Alan Elix,Elix,J.A.,"Elix, J.A.",,5178780,0000 0000 8084 828X,93027.0,18445-1,Elix,1941.0,,,
53,3799,Clarkson,J.R.,,1082,1930,1999,"Clarkson, J.R.","Clarkson, J.R.","Clarkson, J.R.",0.0,1,http://www.wikidata.org/entity/Q21392436,John Richard Clarkson,Clarkson,J.R.,"Clarkson, J.R.",,,,93047,14650-1,J.R.Clarkson,1950.0,,,
54,652,Audas,J.W.C.,,1075,1891,1937,"Audas, J.W.C.","Audas, J.W.C.","Audas, J.W.C.",0.0,1,http://www.wikidata.org/entity/Q21505426,James Wales Claredon Audas,Audas,J.W.C.,"Audas, J.W.C.",,94759120,0000 0000 6520 0397,69008,13242-1,Audas,1872.0,1959.0,,
55,9524,Hooker,J.D.,Joseph Dalton,1046,1830,1902,"Hooker, J.D.","Hooker, J.D.","Hooker, J.D.",0.0,1,http://www.wikidata.org/entity/Q157501,Joseph Dalton Hooker,Hooker,J.D.,"Hooker, J.D.",,17306215,0000 0001 1970 6167,407.0,4084-1,Hook.f.,1817.0,1911.0,,
56,9507,Hoogland,R.D.,Ruurd Dirk,1024,1951,1975,"Hoogland, R.D.","Hoogland, R.D.","Hoogland, R.D.",0.0,1,http://www.wikidata.org/entity/Q7383565,Ruurd Dirk Hoogland,Hoogland,R.D.,"Hoogland, R.D.",,76996934,0000 0000 5019 6241,18765,4083-1,Hoogland,1922.0,1994.0,,
57,1609,Betche,E.,Ernst,1016,1865,1986,"Betche, E.","Betche, E.","Betche, E.",0.0,1,http://www.wikidata.org/entity/Q8777414,Ernst Betche,Betche,E.,"Betche, E.",,93250440,0000 0000 6457 8785,2251,740-1,Betche,1851.0,1913.0,,
58,21883,Willis,J.H.,James,20637,1885,1996,"Willis, J.H.","Willis, J.H.","Willis, J.H.",0.0,2,http://www.wikidata.org/entity/Q6135471,James Hamlyn Willis,Willis,J.H.,"Willis, J.H.",,75240843,0000 0001 0989 0124,33214,11720-1,J.H.Willis,1910.0,1995.0,,
59,21883,Willis,J.H.,James,20637,1885,1996,"Willis, J.H.","Willis, J.H.","Willis, J.H.",0.0,2,http://www.wikidata.org/entity/Q47128902,John H. Willis,Willis,J.H.,"Willis, J.H.",,,,,20012709-2,John H.Willis,,,,
60,19040,Stajsic,V.,Val,10865,1988,2020,"Stajsic, V.","Stajsic, V.","Stajsic, V.",0.0,2,http://www.wikidata.org/entity/Q26714177,V. Stajsic,Stajsic,V.,"Stajsic, V.",,,,,39262-1,Stajsic,,,,
61,19040,Stajsic,V.,Val,10865,1988,2020,"Stajsic, V.","Stajsic, V.","Stajsic, V.",0.0,2,http://www.wikidata.org/entity/Q21395366,Val Stajsic,Stajsic,V.,"Stajsic, V.",,,,,,,,,,
62,19415,Stuart,C.,Charles,7342,1844,1886,"Stuart, C.","Stuart, C.","Stuart, C.",0.0,2,http://www.wikidata.org/entity/Q21609965,Charles Stuart,Stuart,C.,"Stuart, C.",,,,25086,20006383-1,C.Stuart,1802.0,1877.0,,
63,19415,Stuart,C.,Charles,7342,1844,1886,"Stuart, C.","Stuart, C.","Stuart, C.",0.0,2,http://www.wikidata.org/entity/Q66366782,Chris Stuart,Stuart,C.,"Stuart, C.",,23704078,,,,,1950.0,,,
64,15121,Oldfield,A.F.,,4108,1850,1862,"Oldfield, A.F.","Oldfield, A.F.","Oldfield, A.F.",0.0,2,http://www.wikidata.org/entity/Q88843212,Augustus Frederick Oldfield,Oldfield,A.F.,"Oldfield, A.F.",,,,,20042870-1,Oldfield,1820.0,1887.0,,
65,15121,Oldfield,A.F.,,4108,1850,1862,"Oldfield, A.F.","Oldfield, A.F.","Oldfield, A.F.",0.0,2,http://www.wikidata.org/entity/Q4821426,Augustus Frederick Oldfield,Oldfield,A.F.,"Oldfield, A.F.",,29286812,,,,,1820.0,1887.0,,
66,13582,Melville,R.,,3443,1934,2007,"Melville, R.","Melville, R.","Melville, R.",0.0,2,http://www.wikidata.org/entity/Q7347619,Robert Melville,Melville,R.,"Melville, R.",,14643244,0000 0000 5237 0258,32481,,,1723.0,1809.0,,
67,13582,Melville,R.,,3443,1934,2007,"Melville, R.","Melville, R.","Melville, R.",0.0,2,http://www.wikidata.org/entity/Q7365114,Ronald Melville,Melville,R.,"Melville, R.",,56763961,0000 0000 3390 2837,32483,6340-1,Melville,1903.0,1985.0,,
68,18745,Smith,R.V.,,2568,1941,2001,"Smith, R.V.","Smith, R.V.","Smith, R.V.",0.0,2,http://www.wikidata.org/entity/Q21609131,Raymond Vaughan Smith,Smith,R.V.,"Smith, R.V.",,,,,9819-1,R.V.Sm.,1923.0,,,
69,18745,Smith,R.V.,,2568,1941,2001,"Smith, R.V.","Smith, R.V.","Smith, R.V.",0.0,2,http://www.wikidata.org/entity/Q21387929,Raymond Vaughan Smith,Smith,R.V.,"Smith, R.V.",,,,,,,1923.0,,,
70,1,Klazenga,N.,Niels,2139,1997,2018,"Klazenga, N.","Klazenga, N.","Klazenga, N.",0.0,2,http://www.wikidata.org/entity/Q21517582,Niels Klazenga,Klazenga,N.,"Klazenga, N.",0000-0003-2224-6821,228151588,0000 0003 6337 2939,90456,20015939-1,Klazenga,1969.0,,,
71,1,Klazenga,N.,Niels,2139,1997,2018,"Klazenga, N.","Klazenga, N.","Klazenga, N.",0.0,2,http://www.wikidata.org/entity/Q21387891,N. Klazenga,Klazenga,N.,"Klazenga, N.",,,,,,,,,,
72,18665,Smith,B.H.,Basil,1965,1980,2005,"Smith, B.H.","Smith, B.H.","Smith, B.H.",0.0,2,http://www.wikidata.org/entity/Q21609071,Benjamin Hayes Smith,Smith,B.H.,"Smith, B.H.",,,,30285.0,9775-1,B.H.Sm.,1841.0,1918.0,,
73,18665,Smith,B.H.,Basil,1965,1980,2005,"Smith, B.H.","Smith, B.H.","Smith, B.H.",0.0,2,http://www.wikidata.org/entity/Q21609070,Benjamin Harrison Smith,Smith,B.H.,"Smith, B.H.",,,,,30445-1,B.Harr.Sm.,1892.0,,,
74,6744,Forrest,J.,,1952,1818,1890,"Forrest, J.","Forrest, J.","Forrest, J.",0.0,2,http://www.wikidata.org/entity/Q58096102,Jessica Forrest,Forrest,J.,"Forrest, J.",0000-0002-5273-9339,160797679,,,,,,,,
75,6744,Forrest,J.,,1952,1818,1890,"Forrest, J.","Forrest, J.","Forrest, J.",0.0,2,http://www.wikidata.org/entity/Q921617,John Forrest,Forrest,J.,"Forrest, J.",,64786403,0000 0000 8389 3342,,,,1847.0,1918.0,,
76,13829,Milne,J.,Josephine,1282,1993,2018,"Milne, J.","Milne, J.","Milne, J.",0.0,2,http://www.wikidata.org/entity/Q2739759,John Milne,Milne,J.,"Milne, J.",,5712308,0000 0000 8195 0104,,,,1850.0,1913.0,,
77,13829,Milne,J.,Josephine,1282,1993,2018,"Milne, J.","Milne, J.","Milne, J.",0.0,2,http://www.wikidata.org/entity/Q21521526,Josephine Milne,Milne,J.,"Milne, J.",,,,,20025280-1,J.Milne,1957.0,,,
78,14036,Moore,C.,Charles ,1166,1845,1986,"Moore, C.","Moore, C.","Moore, C.",0.0,2,http://www.wikidata.org/entity/Q2959847,Charles Moore,Moore,C.,"Moore, C.",,94637308,0000 0000 7606 5768,2348.0,6612-1,C.Moore,1820.0,1905.0,,
