,label,i18nCode,count,fq,start_date,end_date,activity_span,index,name,matched_name,distance,item_count,items,item_labels
582,"Harwood, R.","collector.Harwood, R.",1500,"collector:""Harwood, R.""",1994.0,2006.0,12.0,530,"Harwood, R.","Harwood, R.K.",0.54,1,http://www.wikidata.org/entity/Q21388170,Robert Kevyn Harwood
748,"Pryor, L.D.","collector.Pryor, L.D.",1054,"collector:""Pryor, L.D.""",1924.0,1997.0,73.0,889,"Pryor, L.D.","Pryor, L.",0.54,1,http://www.wikidata.org/entity/Q2886672,Lindsay Pryor
831,"Melzer, R.","collector.Melzer, R.",916,"collector:""Melzer, R.""",1992.0,2018.0,26.0,647,"Melzer, R.","Melzer, J.",0.54,1,http://www.wikidata.org/entity/Q19630979,Julius Melzer
933,"McMullan-Fisher, S.J.M.","collector.McMullan-Fisher, S.J.M.",774,"collector:""McMullan-Fisher, S.J.M.""",1996.0,2019.0,23.0,492,"McMullan-Fisher, S.J.M.","McMullan-Fisher, S.(.",0.54,1,http://www.wikidata.org/entity/Q88839750,Sapphire (J.M.) McMullan-Fisher
274,"Thomson, B.","collector.Thomson, B.",4003,"collector:""Thomson, B.""",1951.0,1991.0,40.0,547,"Thomson, B.","Thomson, J.",0.54,2,http://www.wikidata.org/entity/Q2037671|http://www.wikidata.org/entity/Q1351577,James Thomson|Joseph Thomson
60,"Telford, I.R.H.","collector.Telford, I.R.H.",1076,"collector:""Telford, I.R.H.""",1967.0,2011.0,44.0,780,"Telford, I.R.H.","Telford, I.R.",0.55,1,http://www.wikidata.org/entity/Q19521871,Ian R.H. Telford
67,"Eichler, Hj.","collector.Eichler, Hj.",15014,"collector:""Eichler, Hj.""",1863.0,1993.0,130.0,522,"Eichler, Hj.","Eichler, H.",0.55,1,http://www.wikidata.org/entity/Q4530123,Hansjörg Eichler
169,"Kraehenbuehl, D.N.","collector.Kraehenbuehl, D.N.",6508,"collector:""Kraehenbuehl, D.N.""",1866.0,1999.0,133.0,236,"Kraehenbuehl, D.N.","Kraehenbuehl, F.",0.55,1,http://www.wikidata.org/entity/Q13220154,Felix Kraehenbuehl
225,"Sharpe, P.","collector.Sharpe, P.",1812,"collector:""Sharpe, P.""",1969.0,1993.0,24.0,652,"Sharpe, P.","Sharpe, P.R.",0.55,1,http://www.wikidata.org/entity/Q21608752,Philip Ridley Sharpe
226,"Blakely, W.F.","collector.Blakely, W.F.",4953,"collector:""Blakely, W.F.""",1887.0,1999.0,112.0,549,"Blakely, W.F.","Blakely, W.",0.55,1,http://www.wikidata.org/entity/Q8005619,William Blakely
323,"Haegi, L.A.R.","collector.Haegi, L.A.R.",834,"collector:""Haegi, L.A.R.""",1945.0,1993.0,48.0,926,"Haegi, L.A.R.","Haegi, L.",0.55,1,http://www.wikidata.org/entity/Q5971806,Laurence Haegi
418,"Wapstra, J.E.","collector.Wapstra, J.E.",865,"collector:""Wapstra, J.E.""",1991.0,2012.0,21.0,901,"Wapstra, J.E.","Wapstra, M.",0.55,1,http://www.wikidata.org/entity/Q21612226,Mark Wapstra
456,"Rozefelds, A.C.","collector.Rozefelds, A.C.",2159,"collector:""Rozefelds, A.C.""",1964.0,2010.0,46.0,958,"Rozefelds, A.C.","Rozefelds, A.C.F.",0.55,1,http://www.wikidata.org/entity/Q21607500,Andrew Carl Frank Rozefelds
756,"Robinson, C.J.","collector.Robinson, C.J.",814,"collector:""Robinson, C.J.""",1980.0,2003.0,23.0,112,"Robinson, C.J.","Robinson, C.",0.55,1,http://www.wikidata.org/entity/Q47125207,C.J. Robinson
763,"Pritzel, E.","collector.Pritzel, E.",1038,"collector:""Pritzel, E.""",1900.0,1991.0,91.0,537,"Pritzel, E.","Pritzel, E.G.",0.55,1,http://www.wikidata.org/entity/Q3057340,Ernst Georg Pritzel
772,"Bostock, P.D.","collector.Bostock, P.D.",1024,"collector:""Bostock, P.D.""",1981.0,2014.0,33.0,879,"Bostock, P.D.","Bostock, P.",0.55,1,http://www.wikidata.org/entity/Q18983223,Peter Bostock
186,"Black, R.A.","collector.Black, R.A.",6032,"collector:""Black, R.A.""",1900.0,1996.0,96.0,234,"Black, R.A.","Black, R.",0.55,2,http://www.wikidata.org/entity/Q7342125|http://www.wikidata.org/entity/Q7286889,Robert Black|Raleigh Black
104,"Maslin, B.R.","collector.Maslin, B.R.",10950,"collector:""Maslin, B.R.""",1910.0,2013.0,103.0,444,"Maslin, B.R.","Maslin, B.",0.56,1,http://www.wikidata.org/entity/Q2926444,Bruce Maslin
179,"Cunningham, G.M.","collector.Cunningham, G.M.",6298,"collector:""Cunningham, G.M.""",1909.0,2018.0,109.0,577,"Cunningham, G.M.","Cunningham, G.H.",0.56,1,http://www.wikidata.org/entity/Q4212529,Gordon Herriot Cunningham
198,"Slee, A.","collector.Slee, A.",837,"collector:""Slee, A.""",1973.0,2003.0,30.0,417,"Slee, A.","Slee, A.V.",0.56,1,http://www.wikidata.org/entity/Q21609032,Andrew Vernon Slee
285,"Henderson, R.J.","collector.Henderson, R.J.",3861,"collector:""Henderson, R.J.""",1959.0,1999.0,40.0,897,"Henderson, R.J.","Henderson, R.",0.56,1,http://www.wikidata.org/entity/Q5943219,Rodney Henderson
497,"Forrest, A.","collector.Forrest, A.",687,"collector:""Forrest, A.""",1818.0,1994.0,176.0,779,"Forrest, A.","Forrest, J.",0.56,1,http://www.wikidata.org/entity/Q58096102,Jessica Forrest
522,"Brock, J.","collector.Brock, J.",827,"collector:""Brock, J.""",1983.0,1999.0,16.0,188,"Brock, J.","Brock, J.R.",0.56,1,http://www.wikidata.org/entity/Q88829758,Jordan R. Brock
643,"Noble, M.G.","collector.Noble, M.G.",1299,"collector:""Noble, M.G.""",1970.0,1987.0,17.0,296,"Noble, M.G.","Noble, M.",0.56,1,http://www.wikidata.org/entity/Q47123529,Mary Noble
881,"Bateman, W.","collector.Bateman, W.",831,"collector:""Bateman, W.""",1950.0,1986.0,36.0,739,"Bateman, W.","Bateman, J.",0.56,1,http://www.wikidata.org/entity/Q2616501,James Bateman
81,"Crawford, I.","collector.Crawford, I.",12816,"collector:""Crawford, I.""",1900.0,2019.0,119.0,869,"Crawford, I.","Crawford, M.",0.56,2,http://www.wikidata.org/entity/Q6790361|http://www.wikidata.org/entity/Q21546596,Matthew Crawford|Matthew Crawford
200,"Williams, L.D.","collector.Williams, L.D.",5583,"collector:""Williams, L.D.""",1941.0,1997.0,56.0,200,"Williams, L.D.","Williams, L.",0.56,2,http://www.wikidata.org/entity/Q11165304|http://www.wikidata.org/entity/Q85428467,Llewelyn Williams|Lance Williams
74,"Canning, E.M.","collector.Canning, E.M.",14214,"collector:""Canning, E.M.""",1950.0,2010.0,60.0,287,"Canning, E.M.","Canning, E.",0.57,1,http://www.wikidata.org/entity/Q88820643,E.C. Canning
102,"Jobson, P.","collector.Jobson, P.",2773,"collector:""Jobson, P.""",1969.0,2019.0,50.0,198,"Jobson, P.","Jobson, P.C.",0.57,1,http://www.wikidata.org/entity/Q21391683,Peter C. Jobson
165,"Henshall, T.","collector.Henshall, T.",6594,"collector:""Henshall, T.""",1922.0,1989.0,67.0,12,"Henshall, T.","Henshall, J.",0.57,1,http://www.wikidata.org/entity/Q21516124,John Henshall
172,"Byrnes, N.","collector.Byrnes, N.",6432,"collector:""Byrnes, N.""",1889.0,1997.0,108.0,173,"Byrnes, N.","Byrnes, E.",0.57,1,http://www.wikidata.org/entity/Q21664249,Esther Byrnes
245,"Thiele, K.R.","collector.Thiele, K.R.",4448,"collector:""Thiele, K.R.""",1973.0,2019.0,46.0,163,"Thiele, K.R.","Thiele, K.",0.57,1,http://www.wikidata.org/entity/Q547084,Kevin Thiele
272,"Harris, S.","collector.Harris, S.",4054,"collector:""Harris, S.""",1976.0,2018.0,42.0,145,"Harris, S.","Harris, S.A.",0.57,1,http://www.wikidata.org/entity/Q33675257,Stephen A. Harris
364,"Jarman, J.","collector.Jarman, J.",2954,"collector:""Jarman, J.""",1973.0,2020.0,47.0,435,"Jarman, J.","Jarman, A.",0.57,1,http://www.wikidata.org/entity/Q47119510,A.E. Jarman
388,"Sanderson, K.","collector.Sanderson, K.",2747,"collector:""Sanderson, K.""",1961.0,1998.0,37.0,366,"Sanderson, K.","Sanderson, J.",0.57,1,http://www.wikidata.org/entity/Q21607697,John Sanderson
527,"Rankin, M.","collector.Rankin, M.",1775,"collector:""Rankin, M.""",1900.0,1999.0,99.0,153,"Rankin, M.","Rankin, R.",0.57,1,http://www.wikidata.org/entity/Q11189269,Rosa Rankin
640,"Dixon, D.","collector.Dixon, D.",1308,"collector:""Dixon, D.""",1930.0,2008.0,78.0,581,"Dixon, D.","Dixon, M.",0.57,1,http://www.wikidata.org/entity/Q47116529,Marjorie Dixon
697,"Zich, F.A.","collector.Zich, F.A.",1173,"collector:""Zich, F.A.""",1989.0,2019.0,30.0,301,"Zich, F.A.","Zich, F.",0.57,1,http://www.wikidata.org/entity/Q21613642,Frank Zich
698,"McVean, D.","collector.McVean, D.",1171,"collector:""McVean, D.""",1963.0,1984.0,21.0,231,"McVean, D.","McVean, D.N.",0.57,1,http://www.wikidata.org/entity/Q36538772,Donald N. McVean
726,"Cherry, W.A.","collector.Cherry, W.A.",1095,"collector:""Cherry, W.A.""",1985.0,2016.0,31.0,446,"Cherry, W.A.","Cherry, W.",0.57,1,http://www.wikidata.org/entity/Q18983703,W. Cherry
796,"Mollemans, F.H.","collector.Mollemans, F.H.",987,"collector:""Mollemans, F.H.""",1981.0,2003.0,22.0,714,"Mollemans, F.H.","Mollemans, F.",0.57,1,http://www.wikidata.org/entity/Q26713241,F.H. Mollemans
853,"Whiffin, T.","collector.Whiffin, T.",889,"collector:""Whiffin, T.""",1971.0,1990.0,19.0,509,"Whiffin, T.","Whiffin, T.P.",0.57,1,http://www.wikidata.org/entity/Q21340632,Trevor Paul Whiffin
889,"Pearce, R.D.","collector.Pearce, R.D.",826,"collector:""Pearce, R.D.""",1965.0,1997.0,32.0,119,"Pearce, R.D.","Pearce, R.",0.57,1,http://www.wikidata.org/entity/Q36667856,R.B. Pearce
955,"Halling, R.E.","collector.Halling, R.E.",746,"collector:""Halling, R.E.""",1984.0,2015.0,31.0,167,"Halling, R.E.","Halling, R.",0.57,1,http://www.wikidata.org/entity/Q14173137,Roy Halling
61,"Mueller, F.","collector.Mueller, F.",16407,"collector:""Mueller, F.""",1803.0,1969.0,166.0,645,"Mueller, F.","Mueller, A.",0.57,2,http://www.wikidata.org/entity/Q55068807|http://www.wikidata.org/entity/Q21521832,Arthur Mueller|Anton Mueller
606,"Hancock, M.","collector.Hancock, M.",1408,"collector:""Hancock, M.""",1988.0,2004.0,16.0,120,"Hancock, M.","Hancock, J.",0.57,2,http://www.wikidata.org/entity/Q6237556|http://www.wikidata.org/entity/Q272774,John Hancock|John Hancock
29,"Phillips, M.E.","collector.Phillips, M.E.",25427,"collector:""Phillips, M.E.""",1902.0,1995.0,93.0,787,"Phillips, M.E.","Phillips, J.",0.57,3,http://www.wikidata.org/entity/Q1701428|http://www.wikidata.org/entity/Q6252815|http://www.wikidata.org/entity/Q17627013,John Phillips|John Phillips|John Phillips
12,"Blake, S.","collector.Blake, S.",2069,"collector:""Blake, S.""",1834.0,2010.0,176.0,974,"Blake, S.","Blake, S.T.",0.58,1,http://www.wikidata.org/entity/Q2984580,Stanley Thatcher Blake
238,"Ingram, C.K.","collector.Ingram, C.K.",4585,"collector:""Ingram, C.K.""",1933.0,2015.0,82.0,710,"Ingram, C.K.","Ingram, C.",0.58,1,http://www.wikidata.org/entity/Q1109709,Collingwood Ingram
500,"Forster, P.","collector.Forster, P.",1904,"collector:""Forster, P.""",1983.0,2017.0,34.0,66,"Forster, P.","Forster, J.",0.58,1,http://www.wikidata.org/entity/Q36590081,Jakob Forster
608,"Goodall, D.W.","collector.Goodall, D.W.",1407,"collector:""Goodall, D.W.""",1950.0,1999.0,49.0,409,"Goodall, D.W.","Goodall, D.",0.58,1,http://www.wikidata.org/entity/Q5240703,David Goodall
673,"Scarlett, N.H.","collector.Scarlett, N.H.",1241,"collector:""Scarlett, N.H.""",1944.0,2018.0,74.0,99,"Scarlett, N.H.","Scarlett, N.",0.58,1,http://www.wikidata.org/entity/Q19004122,N.H. Scarlett
709,"Butler, G.","collector.Butler, G.",1141,"collector:""Butler, G.""",1971.0,1994.0,23.0,964,"Butler, G.","Butler, A.",0.58,1,http://www.wikidata.org/entity/Q13493877,Alan Butler
734,"Burns, A.C.","collector.Burns, A.C.",1077,"collector:""Burns, A.C.""",1959.0,1984.0,25.0,481,"Burns, A.C.","Burns, A.",0.58,1,http://www.wikidata.org/entity/Q47114870,A.C. Burns
761,"Stanley, T.","collector.Stanley, T.",1041,"collector:""Stanley, T.""",1950.0,1995.0,45.0,313,"Stanley, T.","Stanley, T.D.",0.58,1,http://www.wikidata.org/entity/Q21609521,Trevor Donald Stanley
816,"Clarke, S.","collector.Clarke, S.",943,"collector:""Clarke, S.""",1911.0,2017.0,106.0,116,"Clarke, S.","Clarke, S.R.",0.58,1,http://www.wikidata.org/entity/Q3498696,Stephenson Robert Clarke
467,"Brown, A.J.","collector.Brown, A.J.",2072,"collector:""Brown, A.J.""",1941.0,2017.0,76.0,329,"Brown, A.J.","Brown, A.",0.58,5,http://www.wikidata.org/entity/Q1149854|http://www.wikidata.org/entity/Q47114702|http://www.wikidata.org/entity/Q33665234|http://www.wikidata.org/entity/Q47114698|http://www.wikidata.org/entity/Q88806968,Addison Brown|Alex Brown|A.J. Brown|A.E. Brown|A.M.V. Brown
157,"Rodd, A.","collector.Rodd, A.",687,"collector:""Rodd, A.""",1964.0,1995.0,31.0,659,"Rodd, A.","Rodd, A.N.",0.59,1,http://www.wikidata.org/entity/Q5696967,Anthony N. Rodd
203,"Simmons, J.G. | Simmons, M.H.","collector.Simmons, J.G. | Simmons, M.H.",5498,"collector:""Simmons, J.G. | Simmons, M.H.""",1944.0,2005.0,61.0,24,"Simmons, J.G. | Simmons, M.H.","Simmons, P.",0.59,1,http://www.wikidata.org/entity/Q55072643,Perez Simmons
228,"Egan, J.","collector.Egan, J.",4845,"collector:""Egan, J.""",1992.0,2006.0,14.0,110,"Egan, J.","Egan, J.P.",0.59,1,http://www.wikidata.org/entity/Q56631734,Joshua P. Egan
307,"Stocker, G.","collector.Stocker, G.",741,"collector:""Stocker, G.""",1959.0,1999.0,40.0,510,"Stocker, G.","Stocker, G.W.",0.59,1,http://www.wikidata.org/entity/Q21388922,G. Whitney Stocker
329,"Jackes, B.","collector.Jackes, B.",833,"collector:""Jackes, B.""",1963.0,2011.0,48.0,368,"Jackes, B.","Jackes, B.R.",0.59,1,http://www.wikidata.org/entity/Q21516848,Betsy Rivers Jackes
439,"Weston, A.","collector.Weston, A.",722,"collector:""Weston, A.""",1891.0,2000.0,109.0,30,"Weston, A.","Weston, A.S.",0.59,1,http://www.wikidata.org/entity/Q21612531,Arthur Stewart Weston
611,"Bennett, M.","collector.Bennett, M.",1403,"collector:""Bennett, M.""",1894.0,2018.0,124.0,968,"Bennett, M.","Bennett, J.",0.59,1,http://www.wikidata.org/entity/Q47114041,J.E. Bennett
671,"Davies, S.J.J.","collector.Davies, S.J.J.",1245,"collector:""Davies, S.J.J.""",1957.0,1979.0,22.0,839,"Davies, S.J.J.","Davies, S.J.",0.59,1,http://www.wikidata.org/entity/Q18984102,Stuart James Davies
675,"Copley, P.","collector.Copley, P.",1240,"collector:""Copley, P.""",1966.0,2004.0,38.0,772,"Copley, P.","Copley, P.B.",0.59,1,http://www.wikidata.org/entity/Q21509030,Peter Bruce Copley
729,"Branwhite, P.G.","collector.Branwhite, P.G.",748,"collector:""Branwhite, P.G.""",1988.0,2012.0,24.0,308,"Branwhite, P.G.","Branwhite, B.",0.59,1,http://www.wikidata.org/entity/Q88811943,Boris Branwhite
808,"Paget, A.","collector.Paget, A.",952,"collector:""Paget, A.""",1934.0,2011.0,77.0,535,"Paget, A.","Paget, J.",0.59,1,http://www.wikidata.org/entity/Q429207,James Paget
288,"Jensen, R.","collector.Jensen, R.",3805,"collector:""Jensen, R.""",1992.0,2019.0,27.0,34,"Jensen, R.","Jensen, J.",0.59,2,http://www.wikidata.org/entity/Q47119541|http://www.wikidata.org/entity/Q47119538,J.P. Jensen|J.D. Jensen
406,"Rogers, R.","collector.Rogers, R.",2647,"collector:""Rogers, R.""",1910.0,2006.0,96.0,635,"Rogers, R.","Rogers, A.",0.59,2,http://www.wikidata.org/entity/Q43170839|http://www.wikidata.org/entity/Q47125257,Alex Rogers|A.M. Rogers
749,"Jackson, S.W.","collector.Jackson, S.W.",1053,"collector:""Jackson, S.W.""",1899.0,1992.0,93.0,194,"Jackson, S.W.","Jackson, S.",0.59,2,http://www.wikidata.org/entity/Q7493513|http://www.wikidata.org/entity/Q88849448,Sheldon Jackson|Stuart Jackson
783,"Reid, J.C.","collector.Reid, J.C.",1009,"collector:""Reid, J.C.""",1974.0,2011.0,37.0,407,"Reid, J.C.","Reid, J.",0.59,2,http://www.wikidata.org/entity/Q22109480|http://www.wikidata.org/entity/Q47125085,James Reid|James Reid
397,"Lloyd, N.","collector.Lloyd, N.",2680,"collector:""Lloyd, N.""",1907.0,1997.0,90.0,311,"Lloyd, N.","Lloyd, J.",0.59,3,http://www.wikidata.org/entity/Q5925802|http://www.wikidata.org/entity/Q21519397|http://www.wikidata.org/entity/Q21389890,James Lloyd|John Lloyd|Janine Lloyd
202,"Hopper, S.D.","collector.Hopper, S.D.",5523,"collector:""Hopper, S.D.""",1955.0,2019.0,64.0,472,"Hopper, S.D.","Hopper, S.",0.6,1,http://www.wikidata.org/entity/Q2082700,Stephen Hopper
214,"Foreman, P.","collector.Foreman, P.",922,"collector:""Foreman, P.""",1925.0,2016.0,91.0,371,"Foreman, P.","Foreman, D.",0.6,1,http://www.wikidata.org/entity/Q18984668,Donald Foreman
261,"Millar, A.J.K.","collector.Millar, A.J.K.",4201,"collector:""Millar, A.J.K.""",1979.0,2005.0,26.0,531,"Millar, A.J.K.","Millar, A.J.",0.6,1,http://www.wikidata.org/entity/Q21521498,Alan J.K. Millar
419,"Wapstra, H.|Wapstra, A.","collector.Wapstra, H.|Wapstra, A.",797,"collector:""Wapstra, H.|Wapstra, A.""",1992.0,2015.0,23.0,920,"Wapstra, H.|Wapstra, A.","Wapstra, M.",0.6,1,http://www.wikidata.org/entity/Q21612226,Mark Wapstra
421,"Phillips, S.P.","collector.Phillips, S.P.",2513,"collector:""Phillips, S.P.""",1996.0,2018.0,22.0,13,"Phillips, S.P.","Phillips, S.M.",0.6,1,http://www.wikidata.org/entity/Q2883975,Sylvia Mabel Phillips
590,"Webb, W.","collector.Webb, W.",1459,"collector:""Webb, W.""",1816.0,1896.0,80.0,337,"Webb, W.","Webb, W.F.",0.6,1,http://www.wikidata.org/entity/Q7964883,Walter Freeman Webb
605,"Marchant, N.G.","collector.Marchant, N.G.",1409,"collector:""Marchant, N.G.""",1905.0,2008.0,103.0,327,"Marchant, N.G.","Marchant, N.",0.6,1,http://www.wikidata.org/entity/Q9049700,Neville Marchant
650,"Michael, N.","collector.Michael, N.",1284,"collector:""Michael, N.""",1898.0,1985.0,87.0,493,"Michael, N.","Michael, J.",0.6,1,http://www.wikidata.org/entity/Q88831516,J.L. Michael
655,"Parsons, D.","collector.Parsons, D.",1267,"collector:""Parsons, D.""",1978.0,2012.0,34.0,874,"Parsons, D.","Parsons, J.",0.6,1,http://www.wikidata.org/entity/Q19043235,John Parsons
811,"Alcock, K.","collector.Alcock, K.",759,"collector:""Alcock, K.""",1954.0,2007.0,53.0,828,"Alcock, K.","Alcock, J.",0.6,1,http://www.wikidata.org/entity/Q1699105,John Alcock
941,"Sutton, C.S.","collector.Sutton, C.S.",761,"collector:""Sutton, C.S.""",1804.0,1970.0,166.0,21,"Sutton, C.S.","Sutton, C.",0.6,1,http://www.wikidata.org/entity/Q2884497,Charles Sutton
960,"Cuff, N.","collector.Cuff, N.",742,"collector:""Cuff, N.""",1998.0,2017.0,19.0,992,"Cuff, N.","Cuff, N.J.",0.6,1,http://www.wikidata.org/entity/Q36640932,Nicholas J. Cuff
195,"Rupp, H.M.R.","collector.Rupp, H.M.R.",5666,"collector:""Rupp, H.M.R.""",1873.0,1987.0,114.0,87,"Rupp, H.M.R.","Rupp, H.",0.6,2,http://www.wikidata.org/entity/Q3281684|http://www.wikidata.org/entity/Q45738980,Herman Rupp|Hans Rupp
471,"Morton, A.","collector.Morton, A.",2050,"collector:""Morton, A.""",1886.0,2005.0,119.0,933,"Morton, A.","Morton, J.",0.6,2,http://www.wikidata.org/entity/Q18732150|http://www.wikidata.org/entity/Q18732160,John Morton|John Morton
505,"Anderson, E.R.","collector.Anderson, E.R.",1870,"collector:""Anderson, E.R.""",1965.0,2016.0,51.0,922,"Anderson, E.R.","Anderson, E.",0.6,2,http://www.wikidata.org/entity/Q2411272|http://www.wikidata.org/entity/Q5353160,Edgar Anderson|Elaine Anderson
618,"Johnson, D.C.","collector.Johnson, D.C.",1392,"collector:""Johnson, D.C.""",1995.0,2015.0,20.0,695,"Johnson, D.C.","Johnson, D.",0.6,2,http://www.wikidata.org/entity/Q18670944|http://www.wikidata.org/entity/Q88819430,Daniel Johnson|Desiree Johnson
624,"James, T.A.","collector.James, T.A.",1367,"collector:""James, T.A.""",1961.0,2013.0,52.0,419,"James, T.A.","James, T.",0.6,2,http://www.wikidata.org/entity/Q30471875|http://www.wikidata.org/entity/Q33677480,Thomas James|T.A. James
87,"Filson, R.","collector.Filson, R.",1239,"collector:""Filson, R.""",1956.0,1999.0,43.0,372,"Filson, R.","Filson, R.B.",0.61,1,http://www.wikidata.org/entity/Q21339388,Rex Bertram Filson
235,"Leach, G.J.","collector.Leach, G.J.",1395,"collector:""Leach, G.J.""",1901.0,2002.0,101.0,95,"Leach, G.J.","Leach, G.",0.61,1,http://www.wikidata.org/entity/Q5885625,Gregory Leach
339,"Lewis, D.","collector.Lewis, D.",3075,"collector:""Lewis, D.""",1922.0,2019.0,97.0,390,"Lewis, D.","Lewis, D.J.",0.61,1,http://www.wikidata.org/entity/Q55064801,David James Lewis
350,"Reader, F.M.","collector.Reader, F.M.",3022,"collector:""Reader, F.M.""",1854.0,1996.0,142.0,675,"Reader, F.M.","Reader, F.",0.61,1,http://www.wikidata.org/entity/Q5442312,Felix Reader
373,"Ratkowsky, A.V.","collector.Ratkowsky, A.V.",2821,"collector:""Ratkowsky, A.V.""",1959.0,1999.0,40.0,592,"Ratkowsky, A.V.","Ratkowsky, D.(.",0.61,1,http://www.wikidata.org/entity/Q88847216,David (A.) Ratkowsky
659,"Sieber, F.W.","collector.Sieber, F.W.",1256,"collector:""Sieber, F.W.""",1789.0,1900.0,111.0,651,"Sieber, F.W.","Sieber, F.",0.61,1,http://www.wikidata.org/entity/Q78907,Franz Sieber
660,"Ingwersen, F.","collector.Ingwersen, F.",1255,"collector:""Ingwersen, F.""",1962.0,1996.0,34.0,39,"Ingwersen, F.","Ingwersen, W.E.T.",0.61,1,http://www.wikidata.org/entity/Q21516760,Walter Edward Theodore Ingwersen
829,"Reader, E.","collector.Reader, E.",923,"collector:""Reader, E.""",1838.0,1894.0,56.0,625,"Reader, E.","Reader, S.",0.61,1,http://www.wikidata.org/entity/Q52401840,Sally Reader
871,"Christensen, T.J.","collector.Christensen, T.J.",851,"collector:""Christensen, T.J.""",1964.0,2000.0,36.0,976,"Christensen, T.J.","Christensen, T.A.",0.61,1,http://www.wikidata.org/entity/Q3545999,Tyge Ahrengot Christensen
158,"Shepherd, S.A.","collector.Shepherd, S.A.",6764,"collector:""Shepherd, S.A.""",1940.0,2004.0,64.0,328,"Shepherd, S.A.","Shepherd, J.",0.61,2,http://www.wikidata.org/entity/Q21608783|http://www.wikidata.org/entity/Q36599071,John Shepherd|J.D. Shepherd
305,"Nelson, D.J.","collector.Nelson, D.J.",3324,"collector:""Nelson, D.J.""",1958.0,1996.0,38.0,479,"Nelson, D.J.","Nelson, D.",0.61,2,http://www.wikidata.org/entity/Q1175873|http://www.wikidata.org/entity/Q22112610,David Nelson|Diane Nelson
820,"Stoddart, D.R.","collector.Stoddart, D.R.",942,"collector:""Stoddart, D.R.""",1973.0,1974.0,1.0,684,"Stoddart, D.R.","Stoddart, J.",0.61,2,http://www.wikidata.org/entity/Q33694436|http://www.wikidata.org/entity/Q36599679,J.A. Stoddart|J.L. Stoddart
585,"Parker, M.","collector.Parker, M.",1485,"collector:""Parker, M.""",1900.0,1984.0,84.0,86,"Parker, M.","Parker, J.",0.61,3,http://www.wikidata.org/entity/Q22106298|http://www.wikidata.org/entity/Q47124073|http://www.wikidata.org/entity/Q47124071,Joseph Parker|Jeffrey Parker|J. Parker
16,"Brooker, M.","collector.Brooker, M.",681,"collector:""Brooker, M.""",1960.0,2001.0,41.0,837,"Brooker, M.","Brooker, I.",0.62,1,http://www.wikidata.org/entity/Q2601921,Ian Brooker
78,"Davis, R.","collector.Davis, R.",13265,"collector:""Davis, R.""",1911.0,2018.0,107.0,464,"Davis, R.","Davis, R.M.",0.62,1,http://www.wikidata.org/entity/Q61951604,R. Michael Davis
199,"Copley, B.","collector.Copley, B.",5585,"collector:""Copley, B.""",1924.0,2000.0,76.0,716,"Copley, B.","Copley, C.",0.62,1,http://www.wikidata.org/entity/Q26884652,Claudia Copley
213,"Foreman, D.B.","collector.Foreman, D.B.",5338,"collector:""Foreman, D.B.""",1924.0,2003.0,79.0,525,"Foreman, D.B.","Foreman, D.",0.62,1,http://www.wikidata.org/entity/Q18984668,Donald Foreman
389,"Thompson, S.L.","collector.Thompson, S.L.",2737,"collector:""Thompson, S.L.""",1997.0,2017.0,20.0,356,"Thompson, S.L.","Thompson, S.A.",0.62,1,http://www.wikidata.org/entity/Q21610661,Sue A. Thompson
499,"Jarman, S.J.","collector.Jarman, S.J.",1910,"collector:""Jarman, S.J.""",1970.0,2015.0,45.0,387,"Jarman, S.J.","Jarman, S.",0.62,1,http://www.wikidata.org/entity/Q26713197,S.Jean Jarman
735,"Burns, R.","collector.Burns, R.",891,"collector:""Burns, R.""",1977.0,1995.0,18.0,582,"Burns, R.","Burns, A.",0.62,1,http://www.wikidata.org/entity/Q47114870,A.C. Burns
823,"White, P.J.","collector.White, P.J.",941,"collector:""White, P.J.""",1985.0,2015.0,30.0,144,"White, P.J.","White, P.",0.62,1,http://www.wikidata.org/entity/Q7186024,Philo White
824,"Aberdeen, J.E.","collector.Aberdeen, J.E.",937,"collector:""Aberdeen, J.E.""",1950.0,1989.0,39.0,262,"Aberdeen, J.E.","Aberdeen, J.E.C.",0.62,1,http://www.wikidata.org/entity/Q5933214,John Errol Chandos Aberdeen
111,"Alcock, C.Ray","collector.Alcock, C.Ray",1713,"collector:""Alcock, C.Ray""",1963.0,1993.0,30.0,590,"Alcock, C.Ray","Alcock, C.R.",0.63,1,http://www.wikidata.org/entity/Q21505035,Charles Raymond Alcock
313,"Johnstone, R.L.","collector.Johnstone, R.L.",3407,"collector:""Johnstone, R.L.""",1980.0,2018.0,38.0,814,"Johnstone, R.L.","Johnstone, J.",0.63,1,http://www.wikidata.org/entity/Q6136940,James Johnstone
333,"Weston, P.H.","collector.Weston, P.H.",3116,"collector:""Weston, P.H.""",1974.0,2015.0,41.0,340,"Weston, P.H.","Weston, P.",0.63,1,http://www.wikidata.org/entity/Q9299873,Peter Weston
384,"Perrin, F.","collector.Perrin, F.",2790,"collector:""Perrin, F.""",1838.0,1967.0,129.0,588,"Perrin, F.","Perrin, J.",0.63,1,http://www.wikidata.org/entity/Q47124312,Jean-François Perrin
