,label,i18nCode,count,fq,start_date,end_date,activity_span
382,"Wilson, Peter G.","collector.Wilson, Peter G.",2168,"collector:""Wilson, Peter G.""",1959,2019,60
383,"Southcott, R.V.","collector.Southcott, R.V.",2161,"collector:""Southcott, R.V.""",1937,1994,57
384,"Rozefelds, A.C.","collector.Rozefelds, A.C.",2159,"collector:""Rozefelds, A.C.""",1964,2010,46
385,"Wrigley, J.","collector.Wrigley, J.",2156,"collector:""Wrigley, J.""",1966,2003,37
386,"French, C.","collector.French, C.",2147,"collector:""French, C.""",1853,2005,152
387,"Lally, T.R.","collector.Lally, T.R.",2146,"collector:""Lally, T.R.""",1976,2016,40
388,"Hort, F.","collector.Hort, F.",2133,"collector:""Hort, F.""",1993,2018,25
389,"Persieh, W.A.","collector.Persieh, W.A.",2129,"collector:""Persieh, W.A.""",1877,1887,10
390,"Brockman, G.","collector.Brockman, G.",2122,"collector:""Brockman, G.""",1994,2017,23
391,"Hartley, T.G.","collector.Hartley, T.G.",2116,"collector:""Hartley, T.G.""",1930,2004,74
392,"Lepschi, B.J. | Lally, T.R.","collector.Lepschi, B.J. | Lally, T.R.",2111,"collector:""Lepschi, B.J. | Lally, T.R.""",1994,2001,7
393,"Strid, A.","collector.Strid, A.",2096,"collector:""Strid, A.""",1972,1993,21
394,"Hnatiuk, R.J.","collector.Hnatiuk, R.J.",2087,"collector:""Hnatiuk, R.J.""",1917,1989,72
395,"Simson, A.","collector.Simson, A.",2077,"collector:""Simson, A.""",1838,1978,140
396,"Brown, A.J.","collector.Brown, A.J.",2072,"collector:""Brown, A.J.""",1941,2017,76
397,"Blake, S.","collector.Blake, S.",2069,"collector:""Blake, S.""",1834,2010,176
398,"Clark, M.","collector.Clark, M.",2063,"collector:""Clark, M.""",1895,1990,95
399,"Stephens, K.M.","collector.Stephens, K.M.",2053,"collector:""Stephens, K.M.""",1995,2012,17
400,"Morton, A.","collector.Morton, A.",2050,"collector:""Morton, A.""",1886,2005,119
401,"Leichhardt, F.W.L.","collector.Leichhardt, F.W.L.",2031,"collector:""Leichhardt, F.W.L.""",1827,2002,175
402,"Roe, R.","collector.Roe, R.",2026,"collector:""Roe, R.""",1927,1997,70
403,"Archer, W.R.","collector.Archer, W.R.",2022,"collector:""Archer, W.R.""",1978,2013,35
404,"Jacobs, S.","collector.Jacobs, S.",2020,"collector:""Jacobs, S.""",1896,2008,112
405,"Allen, M.G.","collector.Allen, M.G.",2019,"collector:""Allen, M.G.""",1996,1997,1
406,"Ralston, K.","collector.Ralston, K.",2006,"collector:""Ralston, K.""",1990,2007,17
407,"Tracey, J.G.","collector.Tracey, J.G.",1992,"collector:""Tracey, J.G.""",1950,2000,50
408,"Tate, R.","collector.Tate, R.",1982,"collector:""Tate, R.""",1837,1997,160
409,"Barlow, B.A.","collector.Barlow, B.A.",1970,"collector:""Barlow, B.A.""",1956,2000,44
410,"Patrick, S.","collector.Patrick, S.",1967,"collector:""Patrick, S.""",1983,2019,36
411,"Guymer, G.P.","collector.Guymer, G.P.",1963,"collector:""Guymer, G.P.""",1926,2015,89
412,"Volck, H.E.","collector.Volck, H.E.",1960,"collector:""Volck, H.E.""",1929,1971,42
413,"Leitch, E.","collector.Leitch, E.",1959,"collector:""Leitch, E.""",2007,2018,11
414,"McKenna, S.G.","collector.McKenna, S.G.",1956,"collector:""McKenna, S.G.""",2008,2018,10
415,"Kenny, M.","collector.Kenny, M.",1955,"collector:""Kenny, M.""",1906,1983,77
416,"Hoyle, N.","collector.Hoyle, N.",1952,"collector:""Hoyle, N.""",1907,1995,88
417,"MacKee, H.S.","collector.MacKee, H.S.",1948,"collector:""MacKee, H.S.""",1864,1996,132
418,"Wissmann, H.J.","collector.Wissmann, H.J.",1948,"collector:""Wissmann, H.J.""",1867,2007,140
419,"Wilson, J.B.","collector.Wilson, J.B.",1945,"collector:""Wilson, J.B.""",1872,1989,117
420,"Grace, J.","collector.Grace, J.",1942,"collector:""Grace, J.""",1893,2003,110
421,"Carr, D.J. | Carr, S.G.M.","collector.Carr, D.J. | Carr, S.G.M.",1939,"collector:""Carr, D.J. | Carr, S.G.M.""",1879,1987,108
422,"Hamilton, A.A.","collector.Hamilton, A.A.",1923,"collector:""Hamilton, A.A.""",1896,1922,26
423,"Hemmings, F.A.","collector.Hemmings, F.A.",1921,"collector:""Hemmings, F.A.""",1990,2019,29
424,"Messina, A.","collector.Messina, A.",1920,"collector:""Messina, A.""",2005,2020,15
425,"Forrest, J.","collector.Forrest, J.",1916,"collector:""Forrest, J.""",1818,2015,197
426,"Wajon, J.E.","collector.Wajon, J.E.",1913,"collector:""Wajon, J.E.""",1998,2016,18
427,"Jarman, S.J.","collector.Jarman, S.J.",1910,"collector:""Jarman, S.J.""",1970,2015,45
428,"Forster, P.","collector.Forster, P.",1904,"collector:""Forster, P.""",1983,2017,34
429,"Keighery, G.J. | Alford, J.J.","collector.Keighery, G.J. | Alford, J.J.",1901,"collector:""Keighery, G.J. | Alford, J.J.""",1973,1997,24
430,"French, M.","collector.French, M.",1899,"collector:""French, M.""",1979,2018,39
431,"Franks, A.J.","collector.Franks, A.J.",1890,"collector:""Franks, A.J.""",1991,2019,28
432,"Dietrich, A.","collector.Dietrich, A.",1885,"collector:""Dietrich, A.""",1836,1965,129
433,ACRA,collector.ACRA,1884,"collector:""ACRA""",1952,2018,66
434,"Anderson, E.R.","collector.Anderson, E.R.",1870,"collector:""Anderson, E.R.""",1965,2016,51
435,"Hammersley, B.G.","collector.Hammersley, B.G.",1867,"collector:""Hammersley, B.G.""",1979,2003,24
436,"Paull, G.","collector.Paull, G.",1855,"collector:""Paull, G.""",1996,1997,1
437,"Lyons, M.N. | Lyons, S.D.","collector.Lyons, M.N. | Lyons, S.D.",1853,"collector:""Lyons, M.N. | Lyons, S.D.""",1997,2017,20
438,"Mathieson, M.T.","collector.Mathieson, M.T.",1847,"collector:""Mathieson, M.T.""",1999,2018,19
439,"Perry, G.","collector.Perry, G.",1847,"collector:""Perry, G.""",1969,1986,17
440,"Wirf, B.","collector.Wirf, B.",1845,"collector:""Wirf, B.""",2004,2019,15
441,"Lullfitz, F.","collector.Lullfitz, F.",1830,"collector:""Lullfitz, F.""",1955,2004,49
442,"Carter, B.J.","collector.Carter, B.J.",1818,"collector:""Carter, B.J.""",1987,2009,22
443,"Beesley, P.","collector.Beesley, P.",1815,"collector:""Beesley, P.""",1981,1996,15
444,"Boland, D.J.","collector.Boland, D.J.",1813,"collector:""Boland, D.J.""",1969,1997,28
445,"Sharpe, P.","collector.Sharpe, P.",1812,"collector:""Sharpe, P.""",1969,1993,24
446,"Pulley, J.","collector.Pulley, J.",1810,"collector:""Pulley, J.""",1956,1975,19
447,"Whaite, T.M.","collector.Whaite, T.M.",1810,"collector:""Whaite, T.M.""",1916,1985,69
448,"Klaphake, V.","collector.Klaphake, V.",1808,"collector:""Klaphake, V.""",1962,2014,52
449,"Carr, D.J.","collector.Carr, D.J.",1807,"collector:""Carr, D.J.""",1954,1996,42
450,"Orme, A.E.","collector.Orme, A.E.",1806,"collector:""Orme, A.E.""",1983,2019,36
451,"Brock, C.","collector.Brock, C.",1799,"collector:""Brock, C.""",1996,2018,22
452,"Simmonds, J.H.","collector.Simmonds, J.H.",1798,"collector:""Simmonds, J.H.""",1881,1998,117
453,"Crichton, G.A.","collector.Crichton, G.A.",1793,"collector:""Crichton, G.A.""",1945,1997,52
454,"Craig, G.F.","collector.Craig, G.F.",1787,"collector:""Craig, G.F.""",1984,2019,35
455,"Barritt, M.","collector.Barritt, M.",1779,"collector:""Barritt, M.""",1981,2004,23
456,"Eichler, H.","collector.Eichler, H.",1778,"collector:""Eichler, H.""",1956,2000,44
457,"Rankin, M.","collector.Rankin, M.",1775,"collector:""Rankin, M.""",1900,1999,99
458,"McIntyre, S.","collector.McIntyre, S.",1771,"collector:""McIntyre, S.""",1982,2012,30
459,"Kealley, M.J.","collector.Kealley, M.J.",1768,"collector:""Kealley, M.J.""",1997,1997,0
460,"Swinbourne, R.","collector.Swinbourne, R.",1752,"collector:""Swinbourne, R.""",1957,1987,30
461,"Martensz, P.N.","collector.Martensz, P.N.",1735,"collector:""Martensz, P.N.""",1953,1997,44
462,"Champion, I.G.","collector.Champion, I.G.",1727,"collector:""Champion, I.G.""",1974,2017,43
463,"Barrett, R.L.","collector.Barrett, R.L.",1726,"collector:""Barrett, R.L.""",1991,2017,26
464,"Alcock, C.Ray","collector.Alcock, C.Ray",1713,"collector:""Alcock, C.Ray""",1963,1993,30
465,"Hislop, M. | Griffiths, M.","collector.Hislop, M. | Griffiths, M.",1712,"collector:""Hislop, M. | Griffiths, M.""",2003,2008,5
466,"Cargill, D.C.","collector.Cargill, D.C.",1682,"collector:""Cargill, D.C.""",1980,2019,39
467,G.J. & B.J. Keighery,collector.G.J. & B.J. Keighery,1678,"collector:""G.J. & B.J. Keighery""",1972,2019,47
468,"Ballingall, M.E.","collector.Ballingall, M.E.",1676,"collector:""Ballingall, M.E.""",1935,1997,62
469,"Smith, T.J.","collector.Smith, T.J.",1676,"collector:""Smith, T.J.""",1954,1979,25
470,"Leeuwen, S. van","collector.Leeuwen, S. van",1675,"collector:""Leeuwen, S. van""",1985,2006,21
471,"Evans, O.D.","collector.Evans, O.D.",1672,"collector:""Evans, O.D.""",1911,1981,70
472,"Long, F.H.","collector.Long, F.H.",1671,"collector:""Long, F.H.""",1903,1981,78
473,"Sammy, N.","collector.Sammy, N.",1668,"collector:""Sammy, N.""",1967,2005,38
474,"Costion, C.","collector.Costion, C.",1667,"collector:""Costion, C.""",2008,2010,2
475,"Robinson, R.M.","collector.Robinson, R.M.",1667,"collector:""Robinson, R.M.""",1991,2014,23
476,"Gundry, A.","collector.Gundry, A.",1664,"collector:""Gundry, A.""",1997,1997,0
477,"Carr, G.W. | Beauglehole, A.C.","collector.Carr, G.W. | Beauglehole, A.C.",1663,"collector:""Carr, G.W. | Beauglehole, A.C.""",1964,1994,30
478,"Cunningham, A.","collector.Cunningham, A.",1663,"collector:""Cunningham, A.""",1791,1928,137
479,"Preiss, J.A.L.","collector.Preiss, J.A.L.",1663,"collector:""Preiss, J.A.L.""",1837,1887,50
480,"Fletcher, J.J.","collector.Fletcher, J.J.",1662,"collector:""Fletcher, J.J.""",1880,1992,112
481,"Hilton, F.M.","collector.Hilton, F.M.",1662,"collector:""Hilton, F.M.""",1905,1985,80
482,"Wollaston, E.","collector.Wollaston, E.",1660,"collector:""Wollaston, E.""",1952,1986,34
483,"Sinnott, N.H.","collector.Sinnott, N.H.",1658,"collector:""Sinnott, N.H.""",1944,2015,71
484,"Kalotas, A.","collector.Kalotas, A.",1648,"collector:""Kalotas, A.""",1900,1997,97
485,"Turpin, G.P.","collector.Turpin, G.P.",1637,"collector:""Turpin, G.P.""",1985,2018,33
486,"Silcock, J.L.","collector.Silcock, J.L.",1627,"collector:""Silcock, J.L.""",2004,2016,12
487,"Kodela, P.G.","collector.Kodela, P.G.",1626,"collector:""Kodela, P.G.""",1984,2017,33
488,"Baker, R.T.","collector.Baker, R.T.",1617,"collector:""Baker, R.T.""",1856,2009,153
489,"Munir, A.A.","collector.Munir, A.A.",1603,"collector:""Munir, A.A.""",1937,1988,51
490,"Wilson, I.B.","collector.Wilson, I.B.",1601,"collector:""Wilson, I.B.""",1886,2004,118
491,"Ollerenshaw, P.","collector.Ollerenshaw, P.",1600,"collector:""Ollerenshaw, P.""",1955,2018,63
492,"Wilson, F.R.M.","collector.Wilson, F.R.M.",1600,"collector:""Wilson, F.R.M.""",1827,1997,170
493,"McDonald, K.","collector.McDonald, K.",1596,"collector:""McDonald, K.""",1886,2018,132
494,"Puttock, C.F.","collector.Puttock, C.F.",1595,"collector:""Puttock, C.F.""",1953,1997,44
495,"McKean, J.","collector.McKean, J.",1588,"collector:""McKean, J.""",1903,2019,116
496,"Hnatiuk, R.","collector.Hnatiuk, R.",1576,"collector:""Hnatiuk, R.""",1928,2007,79
497,"Canty, P.","collector.Canty, P.",1568,"collector:""Canty, P.""",1978,1994,16
498,"Huisman, J.","collector.Huisman, J.",1553,"collector:""Huisman, J.""",1979,2015,36
499,"Hemsley, J.H.","collector.Hemsley, J.H.",1550,"collector:""Hemsley, J.H.""",1923,1993,70
500,"Jackson, W.D.","collector.Jackson, W.D.",1550,"collector:""Jackson, W.D.""",1943,1998,55
501,"Worboys, S.J.","collector.Worboys, S.J.",1549,"collector:""Worboys, S.J.""",1988,2020,32
502,"May, S.","collector.May, S.",1546,"collector:""May, S.""",1997,1997,0
503,"Hodgon, J.","collector.Hodgon, J.",1541,"collector:""Hodgon, J.""",1994,2005,11
504,"Crocker, R.L.","collector.Crocker, R.L.",1540,"collector:""Crocker, R.L.""",1839,1994,155
505,"Connors, J.R.","collector.Connors, J.R.",1538,"collector:""Connors, J.R.""",1994,2009,15
506,"Dodd, J.","collector.Dodd, J.",1537,"collector:""Dodd, J.""",1956,2018,62
507,"Saffrey, R.A.","collector.Saffrey, R.A.",1531,"collector:""Saffrey, R.A.""",1962,1980,18
508,"Stuart, C.","collector.Stuart, C.",1531,"collector:""Stuart, C.""",1838,1963,125
509,"Hill, R.","collector.Hill, R.",1530,"collector:""Hill, R.""",1925,2009,84
510,"Leiper, G.","collector.Leiper, G.",1526,"collector:""Leiper, G.""",1983,2018,35
511,"Stevens, G.N.","collector.Stevens, G.N.",1525,"collector:""Stevens, G.N.""",1974,1999,25
512,"Duncan, F.","collector.Duncan, F.",1521,"collector:""Duncan, F.""",1944,2007,63
513,"Hartley, W.","collector.Hartley, W.",1515,"collector:""Hartley, W.""",1923,1987,64
514,"Le Cussan, J.","collector.Le Cussan, J.",1514,"collector:""Le Cussan, J.""",1989,2005,16
515,"Cosh, J.","collector.Cosh, J.",1509,"collector:""Cosh, J.""",1970,2000,30
516,"Thorne, R.F.","collector.Thorne, R.F.",1501,"collector:""Thorne, R.F.""",1949,1981,32
517,"Harwood, R.","collector.Harwood, R.",1500,"collector:""Harwood, R.""",1994,2006,12
518,"Fox, J.M.","collector.Fox, J.M.",1496,"collector:""Fox, J.M.""",1979,1988,9
519,"Hill, G.F.","collector.Hill, G.F.",1490,"collector:""Hill, G.F.""",1895,1951,56
520,"Jago, B.","collector.Jago, B.",1488,"collector:""Jago, B.""",1975,2015,40
521,"Fensham, R.","collector.Fensham, R.",1485,"collector:""Fensham, R.""",1982,2019,37
522,"Parker, M.","collector.Parker, M.",1485,"collector:""Parker, M.""",1900,1984,84
523,"Alford, J.J.","collector.Alford, J.J.",1473,"collector:""Alford, J.J.""",1980,2001,21
524,"Sweedman, L.S.J.","collector.Sweedman, L.S.J.",1466,"collector:""Sweedman, L.S.J.""",1991,2017,26
525,"Tadgell, A.J.","collector.Tadgell, A.J.",1464,"collector:""Tadgell, A.J.""",1886,1966,80
526,"Webb, W.","collector.Webb, W.",1459,"collector:""Webb, W.""",1816,1896,80
527,"Lewis, S.H.","collector.Lewis, S.H.",1454,"collector:""Lewis, S.H.""",1971,2003,32
528,"Merrall, E.","collector.Merrall, E.",1452,"collector:""Merrall, E.""",1807,1899,92
529,"Macfarlane, T.D.","collector.Macfarlane, T.D.",1447,"collector:""Macfarlane, T.D.""",1973,2018,45
530,"Barker, R.M.","collector.Barker, R.M.",1446,"collector:""Barker, R.M.""",1855,2016,161
531,"O'Shanesy, P.A.","collector.O'Shanesy, P.A.",1442,"collector:""O'Shanesy, P.A.""",1863,1887,24
532,"Staples, I.B.","collector.Staples, I.B.",1433,"collector:""Staples, I.B.""",1952,1995,43
533,"Palmer, J.","collector.Palmer, J.",1431,"collector:""Palmer, J.""",1915,2013,98
534,"McHard, M.","collector.McHard, M.",1430,"collector:""McHard, M.""",1847,1895,48
535,"Durrington, L.","collector.Durrington, L.",1429,"collector:""Durrington, L.""",1969,1975,6
536,"Eldridge, D.J.","collector.Eldridge, D.J.",1427,"collector:""Eldridge, D.J.""",1980,2015,35
537,"Harada, K.","collector.Harada, K.",1427,"collector:""Harada, K.""",1909,1999,90
538,"Taws, N.M.","collector.Taws, N.M.",1426,"collector:""Taws, N.M.""",1993,2013,20
539,"McPherson, H.","collector.McPherson, H.",1420,"collector:""McPherson, H.""",2000,2015,15
540,"Chandler, G.T.","collector.Chandler, G.T.",1410,"collector:""Chandler, G.T.""",1993,2015,22
541,"Marchant, N.G.","collector.Marchant, N.G.",1409,"collector:""Marchant, N.G.""",1905,2008,103
542,"Hancock, M.","collector.Hancock, M.",1408,"collector:""Hancock, M.""",1988,2004,16
543,"Sayer, W.A.","collector.Sayer, W.A.",1408,"collector:""Sayer, W.A.""",1877,1898,21
544,"Alcock, C. Ray","collector.Alcock, C. Ray",1407,"collector:""Alcock, C. Ray""",1962,1995,33
545,"Goodall, D.W.","collector.Goodall, D.W.",1407,"collector:""Goodall, D.W.""",1950,1999,49
546,"Menkhorst, K.","collector.Menkhorst, K.",1407,"collector:""Menkhorst, K.""",1984,1997,13
547,"Piggin, J.","collector.Piggin, J.",1404,"collector:""Piggin, J.""",1971,2001,30
548,"Bennett, M.","collector.Bennett, M.",1403,"collector:""Bennett, M.""",1894,2018,124
549,"Godwin, M.","collector.Godwin, M.",1403,"collector:""Godwin, M.""",1975,2001,26
550,"Everett, J.","collector.Everett, J.",1400,"collector:""Everett, J.""",1980,2006,26
551,"Pedersen, S.","collector.Pedersen, S.",1400,"collector:""Pedersen, S.""",1993,2018,25
552,"Hunter, J.","collector.Hunter, J.",1396,"collector:""Hunter, J.""",1921,2006,85
553,"Cameron, E.","collector.Cameron, E.",1395,"collector:""Cameron, E.""",1965,1986,21
554,"Leach, G.J.","collector.Leach, G.J.",1395,"collector:""Leach, G.J.""",1901,2002,101
555,"Boyland, D.E.","collector.Boyland, D.E.",1392,"collector:""Boyland, D.E.""",1957,1979,22
556,"Johnson, D.C.","collector.Johnson, D.C.",1392,"collector:""Johnson, D.C.""",1995,2015,20
557,"Johnson, Stephen","collector.Johnson, Stephen",1392,"collector:""Johnson, Stephen""",1875,1895,20
558,"Winkworth, R.E.","collector.Winkworth, R.E.",1386,"collector:""Winkworth, R.E.""",1854,1970,116
559,"Henry, N.","collector.Henry, N.",1382,"collector:""Henry, N.""",1873,1978,105
560,"Stewart, G.","collector.Stewart, G.",1380,"collector:""Stewart, G.""",1945,2015,70
561,"James, T.A.","collector.James, T.A.",1367,"collector:""James, T.A.""",1961,2013,52
562,"Jessup, R.W.","collector.Jessup, R.W.",1367,"collector:""Jessup, R.W.""",1944,1995,51
563,"Lebel, T.","collector.Lebel, T.",1364,"collector:""Lebel, T.""",1986,2017,31
564,"Thompson, W.A. | Allen, J.","collector.Thompson, W.A. | Allen, J.",1363,"collector:""Thompson, W.A. | Allen, J.""",2009,2009,0
565,"Gates, G.M.|Ratkowsky, D.A.","collector.Gates, G.M.|Ratkowsky, D.A.",1360,"collector:""Gates, G.M.|Ratkowsky, D.A.""",1998,2018,20
566,"McAuliffe, J.","collector.McAuliffe, J.",1355,"collector:""McAuliffe, J.""",1910,2019,109
567,"O'Malley, C.","collector.O'Malley, C.",1355,"collector:""O'Malley, C.""",1914,2015,101
568,"Eardley, C.M.","collector.Eardley, C.M.",1354,"collector:""Eardley, C.M.""",1844,1987,143
569,"Kanis, A.","collector.Kanis, A.",1351,"collector:""Kanis, A.""",1873,1987,114
570,"Risley, T.S.","collector.Risley, T.S.",1346,"collector:""Risley, T.S.""",1971,1986,15
571,"Gates, G.M.","collector.Gates, G.M.",1343,"collector:""Gates, G.M.""",1997,2019,22
572,"Roberts, J.","collector.Roberts, J.",1331,"collector:""Roberts, J.""",1886,2019,133
573,"Dansie, S.J.","collector.Dansie, S.J.",1330,"collector:""Dansie, S.J.""",1953,2006,53
574,"Brodie, C.J. | Symon, D.E.","collector.Brodie, C.J. | Symon, D.E.",1322,"collector:""Brodie, C.J. | Symon, D.E.""",2009,2011,2
575,"Lumbsch, H.T.","collector.Lumbsch, H.T.",1322,"collector:""Lumbsch, H.T.""",1987,1996,9
576,"Taplin, R.L. | Murfet, D.E.","collector.Taplin, R.L. | Murfet, D.E.",1314,"collector:""Taplin, R.L. | Murfet, D.E.""",1983,2008,25
577,"Brown, M.J.","collector.Brown, M.J.",1312,"collector:""Brown, M.J.""",1973,1999,26
578,"Francis, W.D.","collector.Francis, W.D.",1312,"collector:""Francis, W.D.""",1910,1966,56
579,"Dixon, D.","collector.Dixon, D.",1308,"collector:""Dixon, D.""",1930,2008,78
580,"Michael, P.W.","collector.Michael, P.W.",1302,"collector:""Michael, P.W.""",1946,2019,73
581,"Bird, L.H.","collector.Bird, L.H.",1299,"collector:""Bird, L.H.""",1900,2007,107
582,"Noble, M.G.","collector.Noble, M.G.",1299,"collector:""Noble, M.G.""",1970,1987,17
583,"Johnston, J.","collector.Johnston, J.",1297,"collector:""Johnston, J.""",1893,2014,121
584,"Sharrad, M.C.R.","collector.Sharrad, M.C.R.",1295,"collector:""Sharrad, M.C.R.""",1956,1977,21
585,"Brushe, J.","collector.Brushe, J.",1292,"collector:""Brushe, J.""",1990,2008,18
586,"Henderson, D.L.W.","collector.Henderson, D.L.W.",1291,"collector:""Henderson, D.L.W.""",1939,1970,31
587,"Catcheside, P.S. | Catcheside, D.E.A.","collector.Catcheside, P.S. | Catcheside, D.E.A.",1287,"collector:""Catcheside, P.S. | Catcheside, D.E.A.""",1972,2009,37
588,"Michael, N.","collector.Michael, N.",1284,"collector:""Michael, N.""",1898,1985,87
589,"Galbraith, J.","collector.Galbraith, J.",1277,"collector:""Galbraith, J.""",1922,1992,70
590,"Canty, P.D.","collector.Canty, P.D.",1272,"collector:""Canty, P.D.""",1978,2006,28
591,"Osborn, T.G.B.","collector.Osborn, T.G.B.",1268,"collector:""Osborn, T.G.B.""",1907,1982,75
592,"May, V.","collector.May, V.",1267,"collector:""May, V.""",1909,1994,85
593,"Parsons, D.","collector.Parsons, D.",1267,"collector:""Parsons, D.""",1978,2012,34
594,"Winkworth, R.","collector.Winkworth, R.",1264,"collector:""Winkworth, R.""",1933,1981,48
595,"Mills, A.K.","collector.Mills, A.K.",1263,"collector:""Mills, A.K.""",1973,1999,26
596,"Cumming, R.","collector.Cumming, R.",1259,"collector:""Cumming, R.""",1975,2010,35
597,"Barrett, S.","collector.Barrett, S.",1258,"collector:""Barrett, S.""",1983,2017,34
598,"Browne, J.H.","collector.Browne, J.H.",1258,"collector:""Browne, J.H.""",1874,2017,143
599,"Sieber, F.W.","collector.Sieber, F.W.",1256,"collector:""Sieber, F.W.""",1789,1900,111
600,"Ingwersen, F.","collector.Ingwersen, F.",1255,"collector:""Ingwersen, F.""",1962,1996,34
601,"Whitehead, B.","collector.Whitehead, B.",1255,"collector:""Whitehead, B.""",1954,1996,42
602,"Beuzeville, W.A.W. de","collector.Beuzeville, W.A.W. de",1254,"collector:""Beuzeville, W.A.W. de""",1915,1981,66
603,"Wittwer, E.","collector.Wittwer, E.",1254,"collector:""Wittwer, E.""",1962,1985,23
604,"Baker, M.L.","collector.Baker, M.L.",1253,"collector:""Baker, M.L.""",2002,2019,17
605,"Sikkes, A.J.A.","collector.Sikkes, A.J.A.",1253,"collector:""Sikkes, A.J.A.""",1970,1974,4
606,"Nelson, E.C.","collector.Nelson, E.C.",1250,"collector:""Nelson, E.C.""",1905,1988,83
607,"Short, P.","collector.Short, P.",1250,"collector:""Short, P.""",1930,2012,82
608,"Armstrong, P.","collector.Armstrong, P.",1248,"collector:""Armstrong, P.""",1913,2019,106
609,"McDonald, T.J.","collector.McDonald, T.J.",1248,"collector:""McDonald, T.J.""",1960,1986,26
610,"Davies, S.J.J.","collector.Davies, S.J.J.",1245,"collector:""Davies, S.J.J.""",1957,1979,22
611,"Kirkman, H.","collector.Kirkman, H.",1244,"collector:""Kirkman, H.""",1970,2004,34
612,"Scarlett, N.H.","collector.Scarlett, N.H.",1241,"collector:""Scarlett, N.H.""",1944,2018,74
613,"Copley, P.","collector.Copley, P.",1240,"collector:""Copley, P.""",1966,2004,38
614,"Filson, R.","collector.Filson, R.",1239,"collector:""Filson, R.""",1956,1999,43
615,"Kabay, E.D.","collector.Kabay, E.D.",1238,"collector:""Kabay, E.D.""",1993,1995,2
616,"Toelken, H.R.","collector.Toelken, H.R.",1238,"collector:""Toelken, H.R.""",1979,1992,13
617,"Rogers, R.S.","collector.Rogers, R.S.",1237,"collector:""Rogers, R.S.""",1862,2007,145
618,"Archer, A.W.","collector.Archer, A.W.",1233,"collector:""Archer, A.W.""",1966,2011,45
619,"Cayzer, L.W.","collector.Cayzer, L.W.",1233,"collector:""Cayzer, L.W.""",1994,2013,19
620,"Collins, T.","collector.Collins, T.",1228,"collector:""Collins, T.""",2001,2018,17
621,"Cochrane, A.C.","collector.Cochrane, A.C.",1227,"collector:""Cochrane, A.C.""",1998,2000,2
622,"Ratkowsky, D.A.","collector.Ratkowsky, D.A.",1227,"collector:""Ratkowsky, D.A.""",1972,2015,43
623,"Stove, K.","collector.Stove, K.",1227,"collector:""Stove, K.""",1960,1993,33
624,"Sandiford, E.M.","collector.Sandiford, E.M.",1226,"collector:""Sandiford, E.M.""",1986,2016,30
625,"Cranfield, R.J. | Ward, B.G.","collector.Cranfield, R.J. | Ward, B.G.",1223,"collector:""Cranfield, R.J. | Ward, B.G.""",2001,2010,9
626,"Taseski, G.M.","collector.Taseski, G.M.",1214,"collector:""Taseski, G.M.""",2014,2019,5
627,"Fairall, A.R.","collector.Fairall, A.R.",1211,"collector:""Fairall, A.R.""",1957,1977,20
628,"Edinger, D.J. | Marsh, G.","collector.Edinger, D.J. | Marsh, G.",1204,"collector:""Edinger, D.J. | Marsh, G.""",1997,2004,7
629,"Allen, G.H.","collector.Allen, G.H.",1203,"collector:""Allen, G.H.""",1919,1973,54
630,"Taylor, R.","collector.Taylor, R.",1197,"collector:""Taylor, R.""",1965,2017,52
631,"Kerrigan, R.","collector.Kerrigan, R.",1196,"collector:""Kerrigan, R.""",1991,2017,26
632,"Lowrie, A.","collector.Lowrie, A.",1192,"collector:""Lowrie, A.""",1983,2014,31
633,"Benson, D.H.","collector.Benson, D.H.",1186,"collector:""Benson, D.H.""",1912,2007,95
634,"Leigh, J.H.","collector.Leigh, J.H.",1179,"collector:""Leigh, J.H.""",1956,1971,15
635,"Gilbert, L.A.J.","collector.Gilbert, L.A.J.",1178,"collector:""Gilbert, L.A.J.""",1942,1994,52
636,"Schmidt-Lebuhn, A.N.","collector.Schmidt-Lebuhn, A.N.",1173,"collector:""Schmidt-Lebuhn, A.N.""",2010,2018,8
637,"Zich, F.A.","collector.Zich, F.A.",1173,"collector:""Zich, F.A.""",1989,2019,30
638,"McVean, D.","collector.McVean, D.",1171,"collector:""McVean, D.""",1963,1984,21
639,"LeBreton, C.","collector.LeBreton, C.",1168,"collector:""LeBreton, C.""",1975,1991,16
640,"Althofer, G.W.","collector.Althofer, G.W.",1160,"collector:""Althofer, G.W.""",1935,1987,52
641,"Lay, B.","collector.Lay, B.",1156,"collector:""Lay, B.""",1920,2009,89
642,"Strong, B.","collector.Strong, B.",1155,"collector:""Strong, B.""",1976,1988,12
643,"Mackay, D.F.","collector.Mackay, D.F.",1154,"collector:""Mackay, D.F.""",1964,1994,30
644,"Klazenga, N.","collector.Klazenga, N.",1151,"collector:""Klazenga, N.""",1999,2018,19
645,"Smith, G.G.","collector.Smith, G.G.",1149,"collector:""Smith, G.G.""",1934,1996,62
646,"Coates, A.M.","collector.Coates, A.M.",1148,"collector:""Coates, A.M.""",1982,2016,34
647,Wildflower Society of WA,collector.Wildflower Society of WA,1147,"collector:""Wildflower Society of WA""",2003,2016,13
648,"Koch, Max","collector.Koch, Max",1145,"collector:""Koch, Max""",1889,1990,101
649,"Fagg, M.","collector.Fagg, M.",1143,"collector:""Fagg, M.""",1962,2006,44
