family_name,initials,given_names,name,num_det
Wilde,"J.J.F.E. de",NULL,"Wilde, J.J.F.E. de",1
Horbury,L.,NULL,"Horbury, L.",1
Silcock,J.L.,Jenifer,"Silcock, J.L.",1
Carreras,J.,NULL,"Carreras, J.",1
Heap,L.,NULL,"Heap, L.",1
Maximowicz,C.J.,NULL,"Maximowicz, C.J.",1
Briggs,R.,NULL,"Briggs, R.",1
Wallroth,C.F.W.,NULL,"Wallroth, C.F.W.",1
Karunajeewa,M.P.,NULL,"Karunajeewa, M.P.",1
Wilson,J.M.,NULL,"Wilson, J.M.",1
Kidman,J.,James,"Kidman, J.",1
Evans,E.,NULL,"Evans, E.",1
Rowell,A.,NULL,"Rowell, A.",1
Cook,R.,NULL,"Cook, R.",1
Thomas,N.,Nanette,"Thomas, N.",1
Bienvienu,F.,NULL,"Bienvienu, F.",1
Whalley,W.,Wal,"Whalley, W.",1
Richter,NULL,NULL,Richter,1
McCudden,D.,NULL,"McCudden, D.",1
Schillenberg,NULL,NULL,Schillenberg,1
Sutton,"Dr. C.S.",NULL,"Sutton, Dr. C.S.",1
Staszkiewicz,J.,NULL,"Staszkiewicz, J.",1
Deginani,N.,NULL,"Deginani, N.",1
Adcock,G.H.,NULL,"Adcock, G.H.",1
Ev,NULL,NULL,Ev,1
Santesson,NULL,NULL,Santesson,1
Hancock,NULL,NULL,Hancock,1
Carroll,E.,NULL,"Carroll, E.",1
Wolf,F.O.,NULL,"Wolf, F.O.",1
Branwhite,P.,NULL,"Branwhite, P.",1
Fortunato,R.,NULL,"Fortunato, R.",1
Pullen,R.P.,NULL,"Pullen, R.P.",1
Bienvenu,F.,NULL,"Bienvenu, F.",1
Proença,C.,Carolyn,"Proença, C.",1
Fassett,N.C.,"Norman Carter","Fassett, N.C.",1
Bitans,A.V.,NULL,"Bitans, A.V.",1
Olfans,H.,Helen,"Olfans, H.",1
Havaas,NULL,NULL,Havaas,1
Dixon,N.H.,NULL,"Dixon, N.H.",1
Westcott,V.C.,Vanessa,"Westcott, V.C.",1
Stilwell,E.,NULL,"Stilwell, E.",1
Eldridge,K.,NULL,"Eldridge, K.",1
Stuart,J.M.,"John McDouall","Stuart, J.M.",1
Goy,D.A.,NULL,"Goy, D.A.",1
Balard,"A. J.","Antoine Jerome","Balard, A. J.",1
Hellbrugge,D.,NULL,"Hellbrugge, D.",1
Ardenghi,N.,NULL,"Ardenghi, N.",1
Walker,L.I.,NULL,"Walker, L.I.",1
James,NULL,NULL,James,1
Makarova,I.I.,NULL,"Makarova, I.I.",1
Pfister,D.H.,NULL,"Pfister, D.H.",1
Cusack,Victor.,NULL,"Cusack, Victor.",1
Weston,A.,NULL,"Weston, A.",1
Gottsche,C.M.,NULL,"Gottsche, C.M.",1
Just,K.,NULL,"Just, K.",1
Chisholm,A.H.,NULL,"Chisholm, A.H.",1
"Rogers. R.W.",NULL,NULL,"Rogers. R.W.",1
Dunn,D.B.,NULL,"Dunn, D.B.",1
Jeanmonod,D.,NULL,"Jeanmonod, D.",1
Jewiss,D.M.E.,NULL,"Jewiss, D.M.E.",1
Staufer,H.U.,NULL,"Staufer, H.U.",1
Flynn,C.M.,NULL,"Flynn, C.M.",1
M.,NULL,NULL,M.,1
Taylor,N.J.,NULL,"Taylor, N.J.",1
Sanders,A.C.,NULL,"Sanders, A.C.",1
Reed,C.F.,Clyde,"Reed, C.F.",1
"Rantai Jawa",NULL,NULL,"Rantai Jawa",1
Pegler,W.,NULL,"Pegler, W.",1
Simpson,J.,NULL,"Simpson, J.",1
Spolus,T.M.,NULL,"Spolus, T.M.",1
Smith,K.A.H.,Harry,"Smith, K.A.H.",1
Lonerigan,O.,NULL,"Lonerigan, O.",1
May,K.H.,NULL,"May, K.H.",1
Matthias,I.G.,NULL,"Matthias, I.G.",1
Pénzes,A.,Antal,"Pénzes, A.",1
Parker,NULL,NULL,Parker,1
Rice,A.R.,NULL,"Rice, A.R.",1
Wendland,H.L.,"Heinrich Ludolph","Wendland, H.L.",1
Paterson,J.G.,NULL,"Paterson, J.G.",1
Reinbold,NULL,NULL,Reinbold,1
McDonald,W.J.F.,NULL,"McDonald, W.J.F.",1
Sethi,S.B.,NULL,"Sethi, S.B.",1
Reimers,H.,NULL,"Reimers, H.",1
Rowan,J.N.,NULL,"Rowan, J.N.",1
Ellis,M.,NULL,"Ellis, M.",1
Cuddy,W.S.,NULL,"Cuddy, W.S.",1
Inumaru,S.,NULL,"Inumaru, S.",1
Dalton,P.,NULL,"Dalton, P.",1
Wait,R.,NULL,"Wait, R.",1
Hodgson,L.C.,NULL,"Hodgson, L.C.",1
Barrow,G.,NULL,"Barrow, G.",1
Larsen,E.,NULL,"Larsen, E.",1
Hunt,G.E.,NULL,"Hunt, G.E.",1
Reinbold,T.,NULL,"Reinbold, T.",1
Don,NULL,NULL,Don,1
Giulietti,A.,Anna-Maria,"Giulietti, A.",1
Bamberg,S.A.,Samuel,"Bamberg, S.A.",1
Roberts,J.F.,NULL,"Roberts, J.F.",1
Peel,W.,NULL,"Peel, W.",1
Waugh,G.,NULL,"Waugh, G.",1
Cremer,K.,NULL,"Cremer, K.",1
McMaster,J.,Jessie,"McMaster, J.",1
Stoel,A.,NULL,"Stoel, A.",1
Bartman,E.B.,NULL,"Bartman, E.B.",1
"Le Get",R.,Rebecca,"Le Get, R.",1
Baur,G.N.,NULL,"Baur, G.N.",1
Buchinger,M.,Maria,"Buchinger, M.",1
Wissmann,H.J.,NULL,"Wissmann, H.J.",1
Vianna,M.C.,NULL,"Vianna, M.C.",1
Jackson,E.N.S.,NULL,"Jackson, E.N.S.",1
Chase,A.,NULL,"Chase, A.",1
Webber,M.,NULL,"Webber, M.",1
Prentice,C.,Charles,"Prentice, C.",1
King,S.,NULL,"King, S.",1
Dunear,B.D.,NULL,"Dunear, B.D.",1
Schultze-Motel,W.,NULL,"Schultze-Motel, W.",1
Murphy,T.,NULL,"Murphy, T.",1
Idnurm,A.,Alexander,"Idnurm, A.",1
Allen,F.G.H.,NULL,"Allen, F.G.H.",1
Robinson,S.P.,NULL,"Robinson, S.P.",1
Flynn,T.,Tim,"Flynn, T.",1
Masson,R.,Rüdiger,"Masson, R.",1
Tumidajowicz,D.,NULL,"Tumidajowicz, D.",1
Senterre,B.,NULL,"Senterre, B.",1
Francis,D.,NULL,"Francis, D.",1
Rider,F.,NULL,"Rider, F.",1
Cremers,G.,NULL,"Cremers, G.",1
Valtimo,"I. de",NULL,"Valtimo, I. de",1
Grayum,M.,NULL,"Grayum, M.",1
Knight,A.,Allison,"Knight, A.",1
Hill,J.A.,NULL,"Hill, J.A.",1
Quirico,A.,NULL,"Quirico, A.",1
Fischer,"F.E.L. von",NULL,"Fischer, F.E.L. von",1
Salzmann,P.,Philipp,"Salzmann, P.",1
Wapstra,M.,Mark,"Wapstra, M.",1
Charlton,S.K.,NULL,"Charlton, S.K.",1
Thompson,H.S.,NULL,"Thompson, H.S.",1
Kallunki,J.,NULL,"Kallunki, J.",1
Wagenitz,G.,NULL,"Wagenitz, G.",1
Nicholls,A.,NULL,"Nicholls, A.",1
Stebbins,R.G.,NULL,"Stebbins, R.G.",1
"De Rue",S.,NULL,"De Rue, S.",1
Prichard,G.,NULL,"Prichard, G.",1
Navie,S.,NULL,"Navie, S.",1
Prain,NULL,NULL,Prain,1
"Herrera Ch.",G.,Gerardo,"Herrera Ch., G.",1
Goke,D.A.,NULL,"Goke, D.A.",1
Stone,D.,NULL,"Stone, D.",1
Puttoch,C.F.,NULL,"Puttoch, C.F.",1
Heward,R.,Robert,"Heward, R.",1
Swartz,NULL,NULL,Swartz,1
Barroso,G.M.,"Graziela Maciel","Barroso, G.M.",1
Towler,G.M.,Gillian,"Towler, G.M.",1
Merry,P.,Paula,"Merry, P.",1
Bernhardi,J.J.,Johann,"Bernhardi, J.J.",1
Clarke,G.S.,NULL,"Clarke, G.S.",1
Grondona,E.,NULL,"Grondona, E.",1
"Sokoloff et al.",NULL,NULL,"Sokoloff et al.",1
Brunton,D.F.,NULL,"Brunton, D.F.",1
McKinnon,A.S.,NULL,"McKinnon, A.S.",1
Nason,D.,NULL,"Nason, D.",1
Smith,G.,NULL,"Smith, G.",1
Bastos,M.N.,NULL,"Bastos, M.N.",1
McGowan,M.,NULL,"McGowan, M.",1
Zelek,R.,Robert,"Zelek, R.",1
Seemann,B.C.,"Berthold Carl","Seemann, B.C.",1
Burgoyne,P.M.,Priscilla,"Burgoyne, P.M.",1
"Soto Nunez",J.C.,Jose,"Soto Nunez, J.C.",1
Hoerman,H.,NULL,"Hoerman, H.",1
Trapnell,G.,NULL,"Trapnell, G.",1
Darbe,J.,NULL,"Darbe, J.",1
Nichols,M.W.,NULL,"Nichols, M.W.",1
Burton,E.,NULL,"Burton, E.",1
Clifford,J.,NULL,"Clifford, J.",1
Connor,D.J.,NULL,"Connor, D.J.",1
Lamouroux,J.V.F.,NULL,"Lamouroux, J.V.F.",1
Assis,M.C.,NULL,"Assis, M.C.",1
Maxwell,R.M.,NULL,"Maxwell, R.M.",1
Godley,E.J.,NULL,"Godley, E.J.",1
Beljaeva,A.,NULL,"Beljaeva, A.",1
Baird,R.F.,"Robert Ferguson","Baird, R.F.",1
Moreau,Perez,NULL,"Moreau, Perez",1
Czerepanov,S.K.,Sergei,"Czerepanov, S.K.",1
Lang,C.,NULL,"Lang, C.",1
Blutcher,W.,NULL,"Blutcher, W.",1
Abrecht,D.E.,NULL,"Abrecht, D.E.",1
Gave,P.,NULL,"Gave, P.",1
Howard,H.,NULL,"Howard, H.",1
Gunness,A.G.,NULL,"Gunness, A.G.",1
Gibbons,P.,Phil,"Gibbons, P.",1
Vandrot,H,Hervé,"Vandrot, H",1
Baayen,R.P.,NULL,"Baayen, R.P.",1
Manson,H.,NULL,"Manson, H.",1
Jansen,M.E.,NULL,"Jansen, M.E.",1
Hansen,O.J.,NULL,"Hansen, O.J.",1
Ohashi,H.,NULL,"Ohashi, H.",1
Mahoney,G.P.,NULL,"Mahoney, G.P.",1
Marsh,G.,NULL,"Marsh, G.",1
Gibb,A.,NULL,"Gibb, A.",1
Davis,C.B.,Craig,"Davis, C.B.",1
McCann,I.R.,NULL,"McCann, I.R.",1
Maxted,N.,NULL,"Maxted, N.",1
Hens,J.R.,NULL,"Hens, J.R.",1
Stevens,W.D.,"Warren Douglas","Stevens, W.D.",1
Cudmore,A.,NULL,"Cudmore, A.",1
Martelli,U.,NULL,"Martelli, U.",1
Wade,M.,Matt,"Wade, M.",1
Gilmore,S.,NULL,"Gilmore, S.",1
Brittan,M.H.,NULL,"Brittan, M.H.",1
Swartz,O.P.,NULL,"Swartz, O.P.",1
Bartlett,J.K.,NULL,"Bartlett, J.K.",1
Smirnow,P.,NULL,"Smirnow, P.",1
Cordeiro-Marino,M.,NULL,"Cordeiro-Marino, M.",1
Gruning,NULL,NULL,Gruning,1
Danser,B.H.,NULL,"Danser, B.H.",1
Taylor,G.,NULL,"Taylor, G.",1
Hurter,P.J.H.,NULL,"Hurter, P.J.H.",1
Felich,M.,NULL,"Felich, M.",1
Lewis-Smith,R.I.,NULL,"Lewis-Smith, R.I.",1
Lumley,P.,NULL,"Lumley, P.",1
Meyer,E.,NULL,"Meyer, E.",1
Towler,G.,NULL,"Towler, G.",1
Soding,L.,NULL,"Soding, L.",1
Triebel,D.,NULL,"Triebel, D.",1
Hobson,P.C.,NULL,"Hobson, P.C.",1
Scott,B.A.,NULL,"Scott, B.A.",1
Krapovickas,A.,NULL,"Krapovickas, A.",1
Sands,M.J.,NULL,"Sands, M.J.",1
Savicz,L.I.,NULL,"Savicz, L.I.",1
Niemann,J.H.,NULL,"Niemann, J.H.",1
Schumann,NULL,NULL,Schumann,1
Radcliffe-Smith,A.,NULL,"Radcliffe-Smith, A.",1
Groot,J.,NULL,"Groot, J.",1
Dijkstra,S.J.,NULL,"Dijkstra, S.J.",1
Weymouth,A.W.,NULL,"Weymouth, A.W.",1
Bastow,R.A,NULL,"Bastow, R.A",1
Self,A.,NULL,"Self, A.",1
"Kodela, P.G.; Orme, A.E.",NULL,NULL,"Kodela, P.G.; Orme, A.E.",1
Pataczek,W.F.,NULL,"Pataczek, W.F.",1
Black,NULL,NULL,Black,1
Schulter,K.,NULL,"Schulter, K.",1
Barker,W.T.,NULL,"Barker, W.T.",1
Rockel,B.A.,NULL,"Rockel, B.A.",1
Galbraith,I.,NULL,"Galbraith, I.",1
"Moberg. R.",NULL,NULL,"Moberg. R.",1
Cid,C.A.,NULL,"Cid, C.A.",1
Wakefield,E.M.,NULL,"Wakefield, E.M.",1
"Dr B.",NULL,NULL,"Dr B.",1
Himnuy,P.,NULL,"Himnuy, P.",1
Barlow,D.A.,NULL,"Barlow, D.A.",1
Taylor,A.R.A.,NULL,"Taylor, A.R.A.",1
"N.E.M. Walters",NULL,NULL,"N.E.M. Walters",1
Millikan,C.R.,NULL,"Millikan, C.R.",1
Levyns,M.R.B.,"Margaret Rutherford Bryan","Levyns, M.R.B.",1
Blood,K.L.,Kate,"Blood, K.L.",1
Hyvönen,J.,Jaakko,"Hyvönen, J.",1
Moore,R.,NULL,"Moore, R.",1
Masundang,D.P.,NULL,"Masundang, D.P.",1
Leist,N.A.,NULL,"Leist, N.A.",1
Cameron,A.G.,Arthur,"Cameron, A.G.",1
Andersson,N.J.,"Nils Johan","Andersson, N.J.",1
Cooke,K.,NULL,"Cooke, K.",1
Nicotra,A.B.,Adrienne,"Nicotra, A.B.",1
Just,K.R.,NULL,"Just, K.R.",1
Thomas,M.,Megan,"Thomas, M.",1
Roshkova,O.I.,NULL,"Roshkova, O.I.",1
Cosh,J.,NULL,"Cosh, J.",1
Kuzeneva,O.I.,Olga,"Kuzeneva, O.I.",1
Ward,P.J.,NULL,"Ward, P.J.",1
Downes,S.,NULL,"Downes, S.",1
Korovin,E.P.,NULL,"Korovin, E.P.",1
Bush,C.M.,NULL,"Bush, C.M.",1
Foy,B.,NULL,"Foy, B.",1
Whitton,B.A.,NULL,"Whitton, B.A.",1
Powell,J.,Jocelyn,"Powell, J.",1
Sands,V.E.,NULL,"Sands, V.E.",1
Llistosella,J.,Jaume,"Llistosella, J.",1
Alderson,J.,NULL,"Alderson, J.",1
Kärnefelt,I.,Ingvar,"Kärnefelt, I.",1
Davies,D.,Di,"Davies, D.",1
Gorman,G.,NULL,"Gorman, G.",1
Morage,O.,NULL,"Morage, O.",1
Murdoch,J.R.,NULL,"Murdoch, J.R.",1
Cowies,I.D.,NULL,"Cowies, I.D.",1
Poncy,O.,NULL,"Poncy, O.",1
Sonenberg,S.J.,NULL,"Sonenberg, S.J.",1
Jorgensen,C.A.,"Carl Adolph","Jorgensen, C.A.",1
Ballard,H.E.,Harvey,"Ballard, H.E.",1
Stayaert,R.L.,NULL,"Stayaert, R.L.",1
Pearson,NULL,NULL,Pearson,1
Holmes,J.,NULL,"Holmes, J.",1
Bartram,E.G.,NULL,"Bartram, E.G.",1
Zinck,M.N.,NULL,"Zinck, M.N.",1
Wallace,B.J.,NULL,"Wallace, B.J.",1
Kenny,R.,NULL,"Kenny, R.",1
Sargent,O.,NULL,"Sargent, O.",1
Efremov,I.,NULL,"Efremov, I.",1
Norris,K.C.,NULL,"Norris, K.C.",1
Waterhouse,B.,NULL,"Waterhouse, B.",1
Lack,M.W.,NULL,"Lack, M.W.",1
Franc,N.J.,NULL,"Franc, N.J.",1
Higinbotham,B.W.,NULL,"Higinbotham, B.W.",1
"Vej Tzjan-czunj",NULL,NULL,"Vej Tzjan-czunj",1
Mishler,B.D.,Brent,"Mishler, B.D.",1
Forsström,J.E.,Johan,"Forsström, J.E.",1
Rossiter,N.,NULL,"Rossiter, N.",1
Marshall,M.L.,NULL,"Marshall, M.L.",1
Campbell,E.O.,NULL,"Campbell, E.O.",1
Whitfield,J.,NULL,"Whitfield, J.",1
Boesen,D.F.,NULL,"Boesen, D.F.",1
Hansen,N.,NULL,"Hansen, N.",1
"Larsen Jnr",H.J.,NULL,"Larsen Jnr, H.J.",1
Gaulia,E.,NULL,"Gaulia, E.",1
Williams,D.,NULL,"Williams, D.",1
Atkins,K.,NULL,"Atkins, K.",1
AS,NULL,NULL,AS,1
Boyle,T.P.,NULL,"Boyle, T.P.",1
Walther,E.,NULL,"Walther, E.",1
R.P.G.,NULL,NULL,R.P.G.,1
Lellinger,D.B.,NULL,"Lellinger, D.B.",1
Ward,C.J.,NULL,"Ward, C.J.",1
Petrenko,V.,NULL,"Petrenko, V.",1
Wuglit,E.,NULL,"Wuglit, E.",1
Phillips,L.,NULL,"Phillips, L.",1
Suttan,M.E.,NULL,"Suttan, M.E.",1
Wapstra,J.E.,NULL,"Wapstra, J.E.",1
Araghi,B.E.,NULL,"Araghi, B.E.",1
Sakurai,K.,NULL,"Sakurai, K.",1
Jonsell,B.E.,NULL,"Jonsell, B.E.",1
DuPreez,N.,NULL,"DuPreez, N.",1
Albress,R.,NULL,"Albress, R.",1
Simpson,D.,NULL,"Simpson, D.",1
Wapstra,H.,NULL,"Wapstra, H.",1
Pritchard,P.,NULL,"Pritchard, P.",1
Rochebrune,"A.T. de",NULL,"Rochebrune, A.T. de",1
Myre,NULL,NULL,Myre,1
Palmer,P.,NULL,"Palmer, P.",1
Pryor,L.D.,NULL,"Pryor, L.D.",1
Thompson,L.,NULL,"Thompson, L.",1
Paquin,R.,NULL,"Paquin, R.",1
Platt,K.H.,NULL,"Platt, K.H.",1
Smith,J.,NULL,"Smith, J.",1
Heyes,S.,Simon,"Heyes, S.",1
Tindale,M.T.,NULL,"Tindale, M.T.",1
Wilms,F.,NULL,"Wilms, F.",1
Lejoly,J.,NULL,"Lejoly, J.",1
Sheather,W.H.,NULL,"Sheather, W.H.",1
Bar,J.,NULL,"Bar, J.",1
Young,P.,NULL,"Young, P.",1
Bechervaise,J.M.,NULL,"Bechervaise, J.M.",1
Grant,Andrew,NULL,"Grant, Andrew",1
Goldner,M.L.,NULL,"Goldner, M.L.",1
Bolton,M.P.,NULL,"Bolton, M.P.",1
Jérémie,J.,NULL,"Jérémie, J.",1
Costin,A.B.,NULL,"Costin, A.B.",1
Stefureac,I.,NULL,"Stefureac, I.",1
Meikle,D.D.,NULL,"Meikle, D.D.",1
Cutler,H.C.,,"Cutler, H.C.",1
Uren,A.,Anne,"Uren, A.",1
Thompson,M.F.,NULL,"Thompson, M.F.",1
Alexander,J.,NULL,"Alexander, J.",1
Manis,NULL,NULL,Manis,1
Langley,M.A.,NULL,"Langley, M.A.",1
Kimpouni,V.,NULL,"Kimpouni, V.",1
Michelmore,M.,NULL,"Michelmore, M.",1
Cargill,C.,Chris,"Cargill, C.",1
Schumann,K.M.,"Karl Moritz","Schumann, K.M.",1
Clokey,I.W.,Ira,"Clokey, I.W.",1
Hodson,L.K.,Leticia,"Hodson, L.K.",1
Sturt,C.,NULL,"Sturt, C.",1
Nordstedt,G.,NULL,"Nordstedt, G.",1
Mohan,D.P.,NULL,"Mohan, D.P.",1
Shepherd,K.,NULL,"Shepherd, K.",1
Rilke,S.,NULL,"Rilke, S.",1
Hastings,V.,NULL,"Hastings, V.",1
Pop,E.,NULL,"Pop, E.",1
Clark,R.,NULL,"Clark, R.",1
Ziel,"H.W. van",NULL,"Ziel, H.W. van",1
Gravendeel,B.,NULL,"Gravendeel, B.",1
Roshevitz,R.,NULL,"Roshevitz, R.",1
Cabioch,J.,Jacqueline,"Cabioch, J.",1
Urumov,I.K.,NULL,"Urumov, I.K.",1
Armitage,I.B.,NULL,"Armitage, I.B.",1
Hadobas,P.,NULL,"Hadobas, P.",1
Wilhelmi,C.,NULL,"Wilhelmi, C.",1
R.J.H.,NULL,NULL,R.J.H.,1
Dunk,C.,NULL,"Dunk, C.",1
Skuja,H.,NULL,"Skuja, H.",1
Jerdon,D.,NULL,"Jerdon, D.",1
Merello,M.,NULL,"Merello, M.",1
Hackel,E.,NULL,"Hackel, E.",1
Adams,L.,NULL,"Adams, L.",1
Lemann,M.,NULL,"Lemann, M.",1
Gross,L.,NULL,"Gross, L.",1
Conill,J.L.E.,"Joseph Léon Émile","Conill, J.L.E.",1
Mitchell,D.,NULL,"Mitchell, D.",1
Muasya,A.,NULL,"Muasya, A.",1
Holtze,W.,Waldemar,"Holtze, W.",1
Pres,NULL,NULL,Pres,1
Mitchell,T.L.,"Thomas Livingstone","Mitchell, T.L.",1
Resmerita,I.,Ion,"Resmerita, I.",1
Cameron,D.C.,NULL,"Cameron, D.C.",1
Sonenberg,E.,NULL,"Sonenberg, E.",1
"Martinez Ortega",M.M.,NULL,"Martinez Ortega, M.M.",1
Thriot,I.,NULL,"Thriot, I.",1
Jones,D.J.,NULL,"Jones, D.J.",1
Bartram,E.,NULL,"Bartram, E.",1
Petersen,V.,NULL,"Petersen, V.",1
Persieh,NULL,NULL,Persieh,1
Davies,R.J.,NULL,"Davies, R.J.",1
Ablitt,S.,Sue,"Ablitt, S.",1
Cook,W.,Wendy,"Cook, W.",1
Hamersley,L.M.,NULL,"Hamersley, L.M.",1
Cole,M.,Monica,"Cole, M.",1
Goloobkova,N.,NULL,"Goloobkova, N.",1
Noble,D.,NULL,"Noble, D.",1
Dove,T.,NULL,"Dove, T.",1
Weddin,M.,NULL,"Weddin, M.",1
Clark,L.,Lois,"Clark, L.",1
MacArthur,G.M.,NULL,"MacArthur, G.M.",1
Nicholson,R.,NULL,"Nicholson, R.",1
Arevschatian,I.G.,NULL,"Arevschatian, I.G.",1
Beadle,N.C.W.,NULL,"Beadle, N.C.W.",1
Coles,C.A.,NULL,"Coles, C.A.",1
Mallison,D.,NULL,"Mallison, D.",1
Vick,D.F.,NULL,"Vick, D.F.",1
Sheath,R.G.,NULL,"Sheath, R.G.",1
Wilson,S.,NULL,"Wilson, S.",1
Maze,J.R.,Jack,"Maze, J.R.",1
Streinemann,H.,NULL,"Streinemann, H.",1
Gooding,M.,NULL,"Gooding, M.",1
Eftimie,E.,Elena,"Eftimie, E.",1
"Castillo M.",J.J.,NULL,"Castillo M., J.J.",1
Cooxau,J.P.,NULL,"Cooxau, J.P.",1
Ohadi,S.,Sara,"Ohadi, S.",1
Milne,P.,NULL,"Milne, P.",1
Banks,D.A.,NULL,"Banks, D.A.",1
Stephens,E.L.,Edith,"Stephens, E.L.",1
Almborn,D.,NULL,"Almborn, D.",1
Lleras,E.,NULL,"Lleras, E.",1
Norris,R.E.,NULL,"Norris, R.E.",1
Tzvelev,N.N.,NULL,"Tzvelev, N.N.",1
E.S.,NULL,NULL,E.S.,1
Gutwiller,M.A.,NULL,"Gutwiller, M.A.",1
Bibby,F.,NULL,"Bibby, F.",1
Lee,H.,NULL,"Lee, H.",1
Herbert,J.,NULL,"Herbert, J.",1
Holzinger,W.E.,NULL,"Holzinger, W.E.",1
Spatus,T.M.,NULL,"Spatus, T.M.",1
"Woolls. W.",NULL,NULL,"Woolls. W.",1
Godwin,M.D.,Mick,"Godwin, M.D.",1
Gras,L.,Lyn,"Gras, L.",1
Rodrigues,W.,NULL,"Rodrigues, W.",1
Herzog,Th.,NULL,"Herzog, Th.",1
Green,A.,NULL,"Green, A.",1
Hicks,A.,NULL,"Hicks, A.",1
Bibly,P.,NULL,"Bibly, P.",1
Roberton,S.,Stuart,"Roberton, S.",1
Clifton,E.,NULL,"Clifton, E.",1
Feigley,M.,NULL,"Feigley, M.",1
Aronin,H.A.,NULL,"Aronin, H.A.",1
Granville,"J.J. de",NULL,"Granville, J.J. de",1
Aedo,K.A.,Karina,"Aedo, K.A.",1
Saccardo,P.A.,NULL,"Saccardo, P.A.",1
Moran,G.,NULL,"Moran, G.",1
Smyth,T.F.,Terry,"Smyth, T.F.",1
Byrne,G.,NULL,"Byrne, G.",1
Kapoor,B.M.,"Brij Mohan","Kapoor, B.M.",1
Kemmerer,S.,NULL,"Kemmerer, S.",1
Parker,C.,NULL,"Parker, C.",1
Vonk,G.J.A.,NULL,"Vonk, G.J.A.",1
Scheindelen,"H.J. van",NULL,"Scheindelen, H.J. van",1
Clinton,G.W.,NULL,"Clinton, G.W.",1
Clayton,M.,NULL,"Clayton, M.",1
Magombo,Z.L.K.,NULL,"Magombo, Z.L.K.",1
D'Arnay,E.,NULL,"D'Arnay, E.",1
Dakin,E.,NULL,"Dakin, E.",1
Cunningham,G.M.,NULL,"Cunningham, G.M.",1
Wood,A.E.,NULL,"Wood, A.E.",1
Nicolls,"W. H.",NULL,"Nicolls, W. H.",1
Mansano,V.F.,"Vidal de Freitas ","Mansano, V.F.",1
Egan,G.,NULL,"Egan, G.",1
Muir,E.T.M.,NULL,"Muir, E.T.M.",1
Winkler,H.,NULL,"Winkler, H.",1
Lyell,G.,NULL,"Lyell, G.",1
Koponen,A.K.,NULL,"Koponen, A.K.",1
C.H.W.,NULL,NULL,C.H.W.,1
Gill,M.,Melvin,"Gill, M.",1
Cosgrove,C.,NULL,"Cosgrove, C.",1
Tozer,L.,NULL,"Tozer, L.",1
Bauer,F.A.,Franz,"Bauer, F.A.",1
Crowley,V.,NULL,"Crowley, V.",1
Pegler,D.,NULL,"Pegler, D.",1
Addicott,E.,NULL,"Addicott, E.",1
Legon,N.,NULL,"Legon, N.",1
Nordin,I.,Ingvar,"Nordin, I.",1
Liebenberg,L.C.C.,NULL,"Liebenberg, L.C.C.",1
Stead,T.,NULL,"Stead, T.",1
Berry,E.C.,NULL,"Berry, E.C.",1
Ching,Y.P.,"Yii Puan","Ching, Y.P.",1
Fensham,R.J.,NULL,"Fensham, R.J.",1
B.N.T.,NULL,NULL,B.N.T.,1
Thompson,J.M.,NULL,"Thompson, J.M.",1
Camfield,J.H.,"Julius Henry","Camfield, J.H.",1
Kodella,P.G.,NULL,"Kodella, P.G.",1
Mason,NULL,NULL,Mason,1
Parsons,R.B.,NULL,"Parsons, R.B.",1
Cheel,D.C.,NULL,"Cheel, D.C.",1
Germon,G.,Garry,"Germon, G.",1
Arkeveld,S.C.,NULL,"Arkeveld, S.C.",1
Young,M.E.,NULL,"Young, M.E.",1
Schwarz,O.,NULL,"Schwarz, O.",1
Simpson.,O.,Odette,"Simpson., O.",1
Conard,"Dr H.S.",NULL,"Conard, Dr H.S.",1
Dickens,J.,NULL,"Dickens, J.",1
Verduin,S.,NULL,"Verduin, S.",1
Pilmour,P.,NULL,"Pilmour, P.",1
Rau,K.,NULL,"Rau, K.",1
Steiner,M.,NULL,"Steiner, M.",1
Marklund,G.G.,NULL,"Marklund, G.G.",1
Alm,C.G.,Carl,"Alm, C.G.",1
Black,R.,NULL,"Black, R.",1
Read,C.F.,Cassia,"Read, C.F.",1
Thomson,R.,NULL,"Thomson, R.",1
Meyer,NULL,NULL,Meyer,1
Watts,W.,NULL,"Watts, W.",1
West,G.E.,NULL,"West, G.E.",1
Paterson,J.,NULL,"Paterson, J.",1
Geary,P.W.,NULL,"Geary, P.W.",1
Bond,R.W.,NULL,"Bond, R.W.",1
Warnke,E.,NULL,"Warnke, E.",1
Buxton,R.P.,NULL,"Buxton, R.P.",1
Croft,J.,NULL,"Croft, J.",1
Lock,C.,NULL,"Lock, C.",1
Perrone,NULL,NULL,Perrone,1
Barritt,M.J.,NULL,"Barritt, M.J.",1
Aristeguieta,L.,NULL,"Aristeguieta, L.",1
"Sanchez V.",P.E.,"Pablo E.","Sanchez V., P.E.",1
Michell,C.R.,NULL,"Michell, C.R.",1
Jenkin,E.R.,NULL,"Jenkin, E.R.",1
Vargas,P.,Pablo,"Vargas, P.",1
Moroti,NULL,NULL,Moroti,1
Witham,J.,NULL,"Witham, J.",1
Aullan,P.K.,NULL,"Aullan, P.K.",1
H.B.C.,NULL,NULL,H.B.C.,1
Reilly,R.,NULL,"Reilly, R.",1
Iwats,Z.,NULL,"Iwats, Z.",1
"Aké Assi",L.,NULL,"Aké Assi, L.",1
