,coll_index,surname,initials,canonical_string,name,active,comment,info_link,portrait_link
1946,c01947,KESTEVEN,H.L.,"KESTEVEN, H.L.","KESTEVEN, Hereward Leighton, Dr",fl. 1920s-40s,"Medical practitioner orchidologist, ornithologist",,portrait
1947,c01948,KEYS,J.,"KEYS, J.","KEYS, James",1841-1916,"School teacher, plant collector",notes,portrait
1948,c01949,KEYSER,,KEYSER,KEYSER,11. 18905,,,
1949,c01950,KIDD,J.,"KIDD, J.","KIDD, James",1800-1867,Garden overseer,notes,portrait
1950,c01951,KILBURN,W.,"KILBURN, W.","KILBURN, William",1745-1818,Botanical artist,notes,
1951,c01952,KILNER,F.,"KILNER, F.","KILNER, F.",fl. 1869,Phycologist,,
1952,c01953,KING,A.,"KING, A.","KING, A.",fl. 1887,,,
1953,c01954,KING,C.,"KING, C.","KING, Charles",1875-1955,Miner,,
1954,c01955,KING,C.D.(.,"KING, C.D.(.","KING, Charles Denison (Deny)",1909-1991,"Miner, naturalist, bushwalker",notes,
1955,c01956,KING,C.,"KING, C.","KING, Copland, Rev.",1863-1918,"Missionary, Anglican priest",,
1956,c01957,KING,E.A.,"KING, E.A.","KING, Ethel Anna",1879-1939,Lithographer,notes,
1957,c01958,KING,G.,"KING, G.","KING, George, Sir",1840-1909,,,
1958,c01959,KING,G.,"KING, G.","KING, Georgina, Miss",1845-1932,Collected for Mueller in NSW,notes,portrait
1959,c01960,KING,H.,"KING, H.","KING, Henry",1827-1913,"Nurseryman, vineyard inspector, sexton",,
1960,c01961,KING,H.S.,"KING, H.S.","KING, Henry Sandford",1862-1930,Surveyor,,
1961,c01962,KING,H.J.,"KING, H.J.","KING, Herbert J.",fl. 1960s,"Photographer, orchidologist",,
1962,c01963,KING,J.M.,"KING, J.M.","KING, J.M.",fl. 1960s,"Writer, orchidologist",,
1963,c01964,KING,J.H.,"KING, J.H.","KING, John Henry",1865-1957,"Sawmiller, estate agent",notes,
1964,c01965,KING,P.G.,"KING, P.G.","KING, Phillip Gidley",1758-1808,Governor,,
1965,c01966,KING,P.P.,"KING, P.P.","KING, Phillip Parker",1793-1856,"Rear-Admiral, explorer",notes,portrait
1966,c01967,KING,W.H.,"KING, W.H.","KING, William H.",fl. 1960s,Author,,
1967,c01968,KINGINSLAND,,KINGINSLAND,KINGINSLAND,,Orchidologist,,
1968,c01969,KINGSMILL,W.C.,"KINGSMILL, W.C.","KINGSMILL, Walter C., Sir",1864-1935,"Geologist, politician",,
1969,c01970,KIRBY,K.A.,"KIRBY, K.A.","KIRBY, K.A.","fl. 1916,1949",,,
1970,c01971,KIRBY,S.,"KIRBY, S.","KIRBY, Stan",fl. 1950-60s,Horticulturalist Canberra Botanic Gardens,,portrait
1971,c01972,KIRKMAN,H.,"KIRKMAN, H.","KIRKMAN, Hugh",1941-,Botanist (marine flora),,
1972,c01973,KIRKPATRICK,J.B.,"KIRKPATRICK, J.B.","KIRKPATRICK, James Barrie, Dr",1946-,"Botanist, ecologist, phytogeographer, writer",notes,portrait
1973,c01974,KIRTON,F.A.,"KIRTON, F.A.","KIRTON, Frederick A.",c. 1879-1911,Photographer,notes,
1974,c01975,KIRTON,W.,"KIRTON, W.","KIRTON, William",fl. 1877-87,,,
1975,c01976,KITSON,A.E.,"KITSON, A.E.","KITSON, Albert Ernest, Sir",1868-1937,"Geologist, naturalist",notes,
1976,c01977,KLEINSCHMIDT,H.E.,"KLEINSCHMIDT, H.E.","KLEINSCHMIDT, Harold Edwin*",1925-,Botanist,,portrait
1977,c01978,KLEINSCHMIDT,T.,"KLEINSCHMIDT, T.","KLEINSCHMIDT, Thomas",,,,
1978,c01979,KLOOT,P.,"KLOOT, P.","KLOOT, Peter",c.1945-2015,"Botanist, weed authority, SA",notes,portrait
1979,c01980,KLOSS,C.B.,"KLOSS, C.B.","KLOSS, Cecil Boden",1877-1949,Palaeontologist,,
1980,c01981,KNIGHT,A.A.(.n.M.,"KNIGHT, A.A.(.n.M.","KNIGHT, Ann Augusta (Gussie)  nee McKAIL",1840-1904,"Wildflower artist, collector for Mueller in WA",notes,
1981,c01982,KNIGHT,C.,"KNIGHT, C.","KNIGHT, Charles",1808-1891,Lichenologist,notes,portrait
1982,c01983,KNIGHT,E.W.,"KNIGHT, E.W.","KNIGHT, Ernest William",1869-,Collected for Mueller in WA,,
1983,c01984,KNOTZSCH,C.H.[.K.].,"KNOTZSCH, C.H.[.K.].","KNOTZSCH, Charles Herrmann; [or KNOETZSCH ]",c.1830-1913,"Publican, gold-miner, gardener",notes,
1984,c01985,KOCH,B.L.,"KOCH, B.L.","KOCH, Beverley L.",1957-,"Herbarium flora information officer, Perth ~1990",,
1985,c01986,KOCH,M.,"KOCH, M.","KOCH, M.",fl. 1926,,,
1986,c01987,KOCH,M.,"KOCH, M.","KOCH, Max",1854-1925,"Farmhand, sawmill worker, seed collector",notes,
1987,c01988,KODELA,P.G.,"KODELA, P.G.","KODELA, Phillip G.",1962-,"Geographer, ecologist, editor",notes,
1988,c01989,KOK,B.,"KOK, B.","KOK, B.",,,,
1989,c01990,KONINCK,L.G.P.,"KONINCK, L.G.P.","KONINCK, L.G. Prof.",fl. 1870,Palaeontologist,,
1990,c01991,KOTSCHY,L.,"KOTSCHY, L.","KOTSCHY, L.",,,,
1991,c01992,KOVATS von SZENT-LELER,J.,"KOVATS von SZENT-LELER, J.","KOVATS von SZENT-LELER, Julius",1815-1873,,,
1992,c01993,KOWELS,A.J.,"KOWELS, A.J.","KOWELS, A.J.",fl. 1854-1870,Botanical lithographer,notes,
1993,c01994,KRAEHENBUEHL,D.N.,"KRAEHENBUEHL, D.N.","KRAEHENBUEHL, Darell Nairn*",1934-2018,"Botanist, author, prolific plant collector, SA",notes,portrait
1994,c01995,KRAFT,G.T.,"KRAFT, G.T.","KRAFT, Gerald Thompson, Dr",1939-,"Botanist, phycologist, author",,
1995,c01996,KREFFT,G.,"KREFFT, G.","KREFFT, Gerald",1830-1881,"Natural history surveyor, Murray River",,
1996,c01997,KRICHAUFF,F.E.H.W.,"KRICHAUFF, F.E.H.W.","KRICHAUFF, Friedrich Edouard Heinrich Wulf",1824-1904,"Politician, agriculturalist",,portrait
1997,c01998,KRUSE,J.,"KRUSE, J.","KRUSE, John",1822-1895,"Pharmacist, lecturer in botany",,portrait
1998,c01999,KUCHEL,R.H.,"KUCHEL, R.H.","KUCHEL, Rex Harold",1917-,Botanist,,
1999,c02000,KUCZYNSKI,S.N.,"KUCZYNSKI, S.N.","KUCZYNSKI, S.N.",fl. 1866,,,
2000,c02001,KUEKENTRAL,G.,"KUEKENTRAL, G.","KUEKENTRAL, George",1864-1955,,,
2001,c02002,KUENTZ,L.,"KUENTZ, L.","KUENTZ, Louise, Miss",fl.1885,"Collected for Mueller inland rivers, Manly, NSW",,
2002,c02003,KUNTZE,C.E.O.[.E.,"KUNTZE, C.E.O.[.E.","KUNTZE, Carl Ernst Otto [sometimes Eduard]",1843-1907,"Botanist, manufacturing chemist",,portrait
2003,c02004,KUROKAWA,S.,"KUROKAWA, S.","KUROKAWA, Syo, Dr",fl. 1960s-70s,Lichen collector,,
2004,c02005,L'HORSCHY,,L'HORSCHY,L'HORSCHY,,,,
2005,c02006,LA TROBE,C.J.,"LA TROBE, C.J.","LA TROBE, Charles Joseph",1801-1875,"Governor, city planner",,
2006,c02007,LAAN,A.v.d.,"LAAN, A.v.d.","LAAN, Adolf van der",fl. 1717-1768,Botanical engraver,notes,
2007,c02008,LABILLARDIERE,J.J.H.[.,"LABILLARDIERE, J.J.H.[.","LABILLARDIERE, Jacques Julien Houton [Houtou, Houtton] de",1755-1834,"Naturalist, botanist, author",notes,portrait
2008,c02009,LADIGES. Pauline Yvonne,D.,"LADIGES. Pauline Yvonne, D.","LADIGES. Pauline Yvonne, Dr*",1948-,"Numerical taxonomist, phylogenetic systematist",notes,portrait
2009,c02010,LAIDLAW,W.,"LAIDLAW, W.","LAIDLAW, William",-1925,"Botanist, Gardens Director",,
2010,c02011,LAING,R.M.,"LAING, R.M.","LAING, Robert Malcolm",1865-,Naturalist,,
2011,c02012,LAING,W.,"LAING, W.","LAING, W.",,,,
2012,c02013,LAIRD,N.,"LAIRD, N.","LAIRD, Norman",1915-1978,"Naturalist, artist, producer",,
2013,c02014,LAM,J.H.,"LAM, J.H.","LAM, Johannes Herman, Prof.*",1892-1977,Botanist,,
2014,c02015,LAMARTINIERE. Bossieu,,LAMARTINIERE. Bossieu,LAMARTINIERE. Bossieu,fl. 1785-88,"Medical officer, botanist",,
2015,c02016,LAMBERT,,LAMBERT,LAMBERT,,Phycologist,,
2016,c02017,LAMBTON,A.H.,"LAMBTON, A.H.","LAMBTON, Alfred Harbord, Rev.",1887-1979,"Priest, Qld and PNG",notes,
2017,c02018,LAMONT,B.B.,"LAMONT, B.B.","LAMONT, Byron Bernard",1945-,"Ecologist, physiologist",,
2018,c02019,LAMONT,E.,"LAMONT, E.","LAMONT, E., Miss",fl. 1888,Phycologist,,
2019,c02020,LAMONT,E.F.(.M.B.,"LAMONT, E.F.(.M.B.","LAMONT, Eva Frances (later Mrs BOWKETT)",1861-1945,Collected for Mueller in Qld,notes,
2020,c02021,LAMONT,G.F.,"LAMONT, G.F.","LAMONT, G.F., Miss",,,,
2021,c02022,LAMONT,J.,"LAMONT, J.","LAMONT, James, Rev.",1844-1928,"Presbyterian Moderator, UK, Hong Kong, NSW",notes,portrait
2022,c02023,LANDER,N.S.,"LANDER, N.S.","LANDER, Nicholas Sean",1948-,"Botanist, Asteraceae, Malvaceae, WA",,
2023,c02024,LANDSBOROUGH,M.,"LANDSBOROUGH, M.","LANDSBOROUGH, Miss",fl.1890s,"Collected for Mueller near Toowoomba, Qld",,
2024,c02025,LANDSBOROUGH,W.,"LANDSBOROUGH, W.","LANDSBOROUGH, William",1825-1886,"Explorer, naturalist",,portrait
2025,c02026,LANE POOLE,C.E.,"LANE POOLE, C.E.","LANE POOLE, Charles Edward",1885-1970,"Forest Inspector-General, writer",notes,portrait
2026,c02027,LANG,J.D.,"LANG, J.D.","LANG, John Dunmore, Rev., Dr",1799-1878,"Presbyterian minister, politician, writer",,
2027,c02028,LANG,P.J.,"LANG, P.J.","LANG, Peter John*",1955-,,,
2028,c02029,LANG,W.H.,"LANG, W.H.","LANG, William H., Prof",1874-ob.,Palaeobotanist,,
2029,c02030,LANGDON,,LANGDON,LANGDON,fl. 1930s,,,
2030,c02031,LANGDON,R.F.N.,"LANGDON, R.F.N.","LANGDON, Raymond Forbes Newton*",1916-,Botanist,,
2031,c02032,LANGE,R.T.D.,"LANGE, R.T.D.","LANGE, Robert Terence Dr*",1934-,"Botanist, plant palaeobotanist",,
2032,c02033,LANGFIELD,E.C.B.,"LANGFIELD, E.C.B.","LANGFIELD, Ernest Clarence Boyd",fl. 1948-52,,,
2033,c02034,LANGLEY,J.,"LANGLEY, J.","LANGLEY, Jean",fl. 1960s,,,
2034,c02035,LANGLEY,L.J.,"LANGLEY, L.J.","LANGLEY, Laurence Joseph",1917-2007,"Seed supplier (esp eucalypts), horticulturist",notes,portrait
2035,c02036,LANGOIS,V.M.,"LANGOIS, V.M.","LANGOIS, Vincent Marie",1756-?,Botanical engraver,notes,
2036,c02037,LANKESTER,A.E.,"LANKESTER, A.E.","LANKESTER, A.E.",fl. 1890s,,,
2037,c02038,LANYON,M.,"LANYON, M.","LANYON, M.",,"Author, artist",,
2038,c02039,LAPINPURO,L.,"LAPINPURO, L.","LAPINPURO, Liisa",,,,
2039,c02040,LARGE,R.,"LARGE, R.","LARGE, Richard",1882-1967,Forrester,notes,
2040,c02041,LASERON,C.F.,"LASERON, C.F.","LASERON, Charles Francis",1887-1959,"Antarctic expeditioner, museum curator",notes,portrait
2041,c02042,LASSAK,E.V.,"LASSAK, E.V.","LASSAK, Erich V.",1934-2015,Researched essential oils in Aust plants,notes,portrait
2042,c02043,LATTORFF,H.,"LATTORFF, H.","LATTORFF, H.",fl. 1880s,,,
2043,c02044,LATZ,P.K.,"LATZ, P.K.","LATZ, Peter Kenneth*",1941-,"Herbarium botanist, ethnobotanist, agrostologist, NT",notes,portrait
2044,c02045,LAU [LAW],H.,"LAU [LAW], H.","LAU [LAW], Hermann",fl. 1860s,,,
2045,c02046,LAUGHTON,A.W.,"LAUGHTON, A.W.","LAUGHTON, Annie Watson",1853-1903,Flower painter,,
2046,c02047,LAUTERBACH,C.A.G.,"LAUTERBACH, C.A.G.","LAUTERBACH, Carl Adolf George",1864-1937,"Botanist, in Aust Oct-Nov 1889, also PNG",,
2047,c02048,LAUTERER,J.,"LAUTERER, J.","LAUTERER, Joseph, Dr",1848-1911,"Medical Doctor, Phytochemist",notes,
2048,c02049,LAVARACK,P.S.(.D.,"LAVARACK, P.S.(.D.","LAVARACK, Peter S. (Bill) Dr",1942-,"Botanist, orchidologist, Qld",notes,portrait
2049,c02050,LAVERY,H.J.,"LAVERY, H.J.","LAVERY, H.J.",fl. 1960s,,,
2050,c02051,LAW-SMITH,J.,"LAW-SMITH, J.","LAW-SMITH, Joan, Lady*",1919-,Artist,,
2051,c02052,LAWES,W.G.,"LAWES, W.G.","LAWES, William George, Rev.",1839-1907,Missionary,,
2052,c02053,LAWLER,L.,"LAWLER, L.","LAWLER, Len",1925-2011,"Orchid ethnologist, collector, Qld",notes,portrait
2053,c02054,LAWRENCE,M.E.,"LAWRENCE, M.E.","LAWRENCE, Margaret Elizabeth",1953-,Botanist,,
2054,c02055,LAWRENCE,R.W.,"LAWRENCE, R.W.","LAWRENCE, Robert William",1807-1833,"Naturalist, plant collector, Tas",notes,
2055,c02056,LAWSON,A.A.,"LAWSON, A.A.","LAWSON, Abercrombie Anstruther",1870-1927,Prof Botany Uni Sydney from 1913,notes,portrait
2056,c02057,LAWSON,J.,"LAWSON, J.","LAWSON, John, Prof.",El.1870s,,,
2057,c02058,LAWSON,M.A.,"LAWSON, M.A.","LAWSON, Marmaduke Alexander, Prof",1840--1896,Botanist,,
2058,c02059,LAY,B.G.,"LAY, B.G.","LAY, Brendan Gregory*",1947-,Ecologist,,
2059,c02060,LAYARD,,LAYARD,LAYARD,fl. 1850s,Algae collector,,
2060,c02061,LAZARIDES,M.,"LAZARIDES, M.","LAZARIDES, Michael*",1928-2011,"Botanist, agrostologist, with CSIRO Canberra, ACT",notes,portrait
2061,c02062,LE GRAND,,LE GRAND,LE GRAND,,,,
2062,c02063,LE PLASTRIER,C.M.,"LE PLASTRIER, C.M.","LE PLASTRIER, Constance M.",fl. 1930s,"Author, ?botanist",,
2063,c02064,LE SOUEF,A.S.,"LE SOUEF, A.S.","LE SOUEF, Albert Sherbourne",1877-1951,"Zoo director, NSW, Vic",notes,
2064,c02065,LE SOUEF,W.J.D.,"LE SOUEF, W.J.D.","LE SOUEF, W.J. Dudley",1860-1923,Botanical assistant,,
2065,c02066,LE TALL,B.B.,"LE TALL, B.B.","LE TALL, Benjamin Bower",1858-1906,"Botanist, teacher",,
2066,c02067,LEA,A.M.,"LEA, A.M.","LEA, Arthur Mills",1868-1932,Entomologist,,
2067,c02068,LEA,T.S.,"LEA, T.S.","LEA, Thomas Simcox, Rev.",1857-1939,Anglican clergyman,notes,
2068,c02069,LEACH,,LEACH,LEACH,fl. 1890s,,,
2069,c02070,LEACH,G.J.,"LEACH, G.J.","LEACH, Gregory John, Dr*",1952-,"University lecturer, herbarium botanist, NT",,portrait
2070,c02071,LEAFERS,,LEAFERS,LEAFERS,fl. 1890s,,,
2071,c02072,LEAKE,G.M.(.K.,"LEAKE, G.M.(.K.","LEAKE, Georgiana Mary (nee Kingsford)",1812-1896,"Amateur flower painter, Perth",notes,
2072,c02073,LEAKE,R.B.,"LEAKE, R.B.","LEAKE, Robert Buck",c.1837-1924,Pharmaceutical chemist,,
2073,c02074,LEARMONT,N.F.,"LEARMONT, N.F.","LEARMONT, Noel Ful[ord",1880-1970,"Naturalist, historian",,
2074,c02075,LEARY,E.,"LEARY, E.","LEARY, E.",,,,
2075,c02076,LEBLER,B.A.,"LEBLER, B.A.","LEBLER, Beryl A., Mrs",fl. 1970s,Botanist,,
2076,c02077,LEDGER,C.,"LEDGER, C.","LEDGER, Charles",1818-1905,"Adventurer, plant/animal exporter",,
2077,c02078,LEE,A.T.,"LEE, A.T.","LEE, Alma T., Mrs, nee MELVAINE*",1912-1990,"Botanist, initially CSIRO Canberra, later Herbarium Sydney, NSW",notes,portrait
2078,c02079,LEE,A.,"LEE, A.","LEE, Arthur",fl. 1900-15,,,
2079,c02080,LEE,H.M.,"LEE, H.M.","LEE, Helen Mary, Mrs, nee PURNELL*",1925-,Botanist,,
2080,c02081,LEE,I.,"LEE, I.","LEE, Ida, see MARRIOI'T",,,,
2081,c02082,LEE,R.D.,"LEE, R.D.","LEE, Robert D.",fl. 1940s,"Photographer, mycologist",,
2082,c02083,LEECH,P.,"LEECH, P.","LEECH, Penny",1947,Botanical/architectural artist,,
2083,c02084,LEFROY,d.C.,"LEFROY, d.C.","LEFROY, de Courcy",fl. 1885-1889,,,
2084,c02085,LEFROY,J.H.,"LEFROY, J.H.","LEFROY, John Henry, Sir",1817-1890,Governor,,
2085,c02086,LEHMANN,F.C.,"LEHMANN, F.C.","LEHMANN, Friedrich Carl",1850-1903,,,
2086,c02087,LEIBOLD,F.E.,"LEIBOLD, F.E.","LEIBOLD, Fredrich Ernst",1804-1864,,,
2087,c02088,LEIBOLDT,,LEIBOLDT,LEIBOLDT,,,,
2088,c02089,LEICHHARDT,F.W.L.,"LEICHHARDT, F.W.L.","LEICHHARDT, Friedrich Wilhelm Ludwig, Dr",1813-1848,Explorer,notes,portrait
2089,c02090,LEIGH,J.H.,"LEIGH, J.H.","LEIGH, John Holland, Dr",1936-,Ecologist,,
2090,c02091,LEISMAN,G.A.P.,"LEISMAN, G.A.P.","LEISMAN, Gilbert Arthur. Prof.",1924-,"Botanist, palaeobotanist",,
2091,c02092,LEMAIRE,C.,"LEMAIRE, C.","LEMAIRE, Charles",1800-1871,"Botanical artist, France (did not visit Aust.)",,
2092,c02093,LENDENFELD,R.L.v.,"LENDENFELD, R.L.v.","LENDENFELD, Robert Lendlmayer von, Dr",1858-1913,"Phycologist, geologist, from Europe, SA, NSW, NZ",notes,portrait
2093,c02094,LEQUERRE,,LEQUERRE,LEQUERRE,fl. 1908,,,
2094,c02095,LESCHENAULT DE LA TOUR,B.L.T.,"LESCHENAULT DE LA TOUR, B.L.T.","LESCHENAULT DE LA TOUR, Baptist Louis Theodore",1773-1826,"Botanist on Baudin's voyages, French",notes,portrait
2095,c02096,LESSING,,LESSING,LESSING,fl. 1948,Botanist,,
2096,c02097,LESSON,P.A.[.].,"LESSON, P.A.[.].","LESSON, Pierre Adolphe [A.]",1805-?,"Surgeon, botanist",,
2097,c02098,LESSON,R.P.,"LESSON, R.P.","LESSON, Rene Primevere",1794-1849,"Naturalist on ship Astrolabe, French",notes,portrait
2098,c02099,LESTANG,d.,"LESTANG, d.","LESTANG, de",fl. 1940s,,,
2099,c02100,LESTER,G.M.,"LESTER, G.M.","LESTER, George Mackenzie, Archdeacon",1861-1944,"Anglican clergyman, Brisbane, Rockhampton, QLD",notes,
2100,c02101,LEVI,P.,"LEVI, P.","LEVI, P.",,Illustrator,,
2101,c02102,LEVITT,D.C.,"LEVITT, D.C.","LEVITT, Dulcie C., Miss*",1914-,Ethnobiologist,,
2102,c02103,LEVRING,C.T.C.[.].,"LEVRING, C.T.C.[.].","LEVRING, Carl Tore Christian [T.]",1913-1980,,,
2103,c02104,LEWELLIN,M.M.R.,"LEWELLIN, M.M.R.","LEWELLIN, Madeline Mary Ravenna",1854-1944,"Fungal artist, collected for Mueller in Vic.",notes,
2104,c02105,LEWIN,J.W.,"LEWIN, J.W.","LEWIN, John William",?1770-1819,Artist,notes,
2105,c02106,LEWIS,J.W.,"LEWIS, J.W.","LEWIS, John W.",fl. 1870s,,,
2106,c02107,LEWIS,N.B.,"LEWIS, N.B.","LEWIS, N.B.",fl. 1950s,,,
2107,c02108,LEWIS,W.E.,"LEWIS, W.E.","LEWIS, Watkin E.",fl. 1940s,,,
2108,c02109,LEYCESTER,A.A.[.R.].,"LEYCESTER, A.A.[.R.].","LEYCESTER, Augustus Adolphus [?A.R.]",-1892,"Farmer, naturalist",,
2109,c02110,LHOTSKY,J.[.,"LHOTSKY, J.[.","LHOTSKY, Johann [Jan]",1795-1866,"Explorer, naturalist",notes,
2110,c02111,LIDGETT,J.,"LIDGETT, J.","LIDGETT, James",1874-1941,Entomologist,,
2111,c02112,LIDGEY,E.,"LIDGEY, E.","LIDGEY, Ernest",1863-?1909,"Geologist, mining engineer",notes,
2112,c02113,LILLEY,M.,"LILLEY, M.","LILLEY, Miss",,Lichenologist,,
2113,c02114,LIND,,LIND,LIND,fl. 1873-74,,,
2114,c02115,LINDER,B.,"LINDER, B.","LINDER, Brita",,,,
2115,c02116,LINDLEY,G.,"LINDLEY, G.","LINDLEY, G.",,Horticulturist,,
