,COLL_ID,NAME,LNAME,FNAME,MNAME,match_name,name,matched_name,distance,dup_count,item,itemLabel,surname,initials,canonical_string,orcid,viaf,isni,harv,ipni,abbr,bloodhound_id,enc_au_sc_id,yob,yod,wyb,wye
685,BOLUH1,Bolus H.,Bolus,Harry,,"Bolus, H.","Bolus, H.","Bolus, H.",0.0,1,http://www.wikidata.org/entity/Q4091070,Harry Bolus,Bolus,H.,"Bolus, H.",,39135229,0000 0000 4901 317X,331.0,938-1,Bolus,,,1834.0,1911.0,,
686,O361,Ohenoja E.,Ohenoja,Esteri,,"Ohenoja, E.","Ohenoja, E.","Ohenoja, E.",0.0,1,http://www.wikidata.org/entity/Q36548360,E. Ohenoja,Ohenoja,E.,"Ohenoja, E.",,,,,20003611-1,Ohenoja,,,,,,
687,HOOKJ,Hooker J.D.,Hooker,Joseph,Dalton,"Hooker, J.D.","Hooker, J.D.","Hooker, J.D.",0.0,1,http://www.wikidata.org/entity/Q157501,Joseph Dalton Hooker,Hooker,J.D.,"Hooker, J.D.",,17306215,0000 0001 1970 6167,407.0,4084-1,Hook.f.,Q157501,P000504b,1817.0,1911.0,,
688,HATSG,Hatschbach G.,Hatschbach,Gert,Guenther,"Hatschbach, G.G.","Hatschbach, G.G.","Hatschbach, G.G.",0.0,1,http://www.wikidata.org/entity/Q8963904,Gerdt Guenther Hatschbach,Hatschbach,G.G.,"Hatschbach, G.G.",,,,15757,37453-1,Hatschb.,Q8963904,,1923.0,2013.0,,
689,THORG,Thorncroft G.,Thorncroft,George,,"Thorncroft, G.","Thorncroft, G.","Thorncroft, G.",0.0,1,http://www.wikidata.org/entity/Q62107381,George Thorncroft,Thorncroft,G.,"Thorncroft, G.",,,,46857,,,,,1857.0,1934.0,,
690,VENDX,Vendrely X.,Vendrely,X.,,"Vendrely, X.","Vendrely, X.","Vendrely, (.X.",0.0,1,http://www.wikidata.org/entity/Q21611614,(François) Xavier Vendrely,Vendrely,(.X.,"Vendrely, (.X.",,33148121019294792704,,1265,11124-1,Vendrely,,,1837.0,1908.0,,
691,MTNSM,Mitani S.,Mitani,Susumu,,"Mitani, S.","Mitani, S.","Mitani, S.",0.0,1,http://www.wikidata.org/entity/Q36679853,Susumu Mitani,Mitani,S.,"Mitani, S.",,,,61430,20002193-1,Mitani,,,,,,
692,DUTAG,Dutartre G.,Dutartre,G.,,"Dutartre, G.","Dutartre, G.","Dutartre, G.",0.0,1,http://www.wikidata.org/entity/Q36561598,G. Dutartre,Dutartre,G.,"Dutartre, G.",,,,,36652-1,Dutartre,,,,,,
693,F015,Freeman A.E.H.,Freeman,Alice,E.H.,"Freeman, A.E.H.","Freeman, A.E.H.","Freeman, A.E.H.",0.0,1,http://www.wikidata.org/entity/Q36501785,Alice E. H. Freeman,Freeman,A.E.H.,"Freeman, A.E.H.",,,,81561,18959-1,A.E.Freeman,,,,,,
694,SCHMDI,Schmidt I.,Schmidt,I.,,"Schmidt, I.","Schmidt, I.","Schmidt, I.",0.0,1,http://www.wikidata.org/entity/Q21608157,Ingeborg Schmidt,Schmidt,I.,"Schmidt, I.",,,,,26308-1,I.Schmidt,,,1930.0,,,
695,LANGP,Lang P.J.,Lang,P.,J.,"Lang, P.J.","Lang, P.J.","Lang, P.J.",0.0,1,http://www.wikidata.org/entity/Q21516211,Peter J. Lang,Lang,P.J.,"Lang, P.J.",,44064002,0000 0000 8122 2692,,37784-1,P.J.Lang,,,1955.0,,,
696,G003,Gilles G.,Gilles,Gérard,,"Gilles, G.","Gilles, G.","Gilles, G.",0.0,1,http://www.wikidata.org/entity/Q33673334,Gérard Gilles,Gilles,G.,"Gilles, G.",,,,77951,19341-1,Gilles,,,,,,
697,RIONA,Rion A.,Rion,Arthur,,"Rion, A.","Rion, A.","Rion, A.",0.0,1,http://www.wikidata.org/entity/Q21607233,Alphonse Rion,Rion,A.,"Rion, A.",,154631,0000 0000 0650 418X,68242.0,8404-1,Rion,,,1809.0,1856.0,,
698,PSRRM,Pasricha R.,Pasricha,Rama,,"Pasricha, R.","Pasricha, R.","Pasricha, R.",0.0,1,http://www.wikidata.org/entity/Q36667776,R. Pasricha,Pasricha,R.,"Pasricha, R.",,,,77091,24585-1,Pasricha,,,,,,
699,B297,Brand F.,Brand,Friedrich,,"Brand, F.","Brand, F.","Brand, F.",0.0,1,http://www.wikidata.org/entity/Q21506420,Friedrich Brand,Brand,F.,"Brand, F.",,,,80282,32526-1,F.Brand,,,1842.0,1924.0,,
700,S147,Smarods J.,Smarods,J.,,"Smarods, J.","Smarods, J.","Smarods, J.",0.0,1,http://www.wikidata.org/entity/Q21609044,Julius Smarods,Smarods,J.,"Smarods, J.",,305080012,0000 0004 1689 802X,2385,26900-1,Smarods,,,1884.0,1956.0,,
701,STEVD,Stevenson D.,Stevenson,D.,,"Stevenson, D.","Stevenson, D.","Stevenson, D.",0.0,1,http://www.wikidata.org/entity/Q343909,David Stevenson,Stevenson,D.,"Stevenson, D.",,59072046,0000 0000 8137 5672,,,,,,1815.0,1886.0,,
702,THUN,Thunberg C.,Thunberg,Carl,Peter,"Thunberg, C.P.","Thunberg, C.P.","Thunberg, C.P.",0.0,1,http://www.wikidata.org/entity/Q39658,Carl Peter Thunberg,Thunberg,C.P.,"Thunberg, C.P.",,41847187,0000 0001 0890 9989,835.0,10646-1,Thunb.,Q39658,,1743.0,1828.0,,
703,JRGGH,Jürgens G.H.B.,Jürgens,Georg,Heinrich Bernhard,"Jürgens, G.H.B.","Jürgens, G.H.B.","Jürgens, G.H.B.",0.0,1,http://www.wikidata.org/entity/Q21517177,Georg Heinrich Bernhard Jürgens,Jürgens,G.H.B.,"Jürgens, G.H.B.",,107863730,0000 0000 7763 0087,315,4570-1,Jürg.,,,1771.0,1846.0,,
704,C462,Convey P.,Convey,P.,,"Convey, P.","Convey, P.","Convey, P.",0.0,1,http://www.wikidata.org/entity/Q63368280,Peter Convey,Convey,P.,"Convey, P.",,,,,,,,,,,,
705,UHLIC,Uhlig C.,Uhlig,C.,,"Uhlig, C.","Uhlig, C.","Uhlig, C.",0.0,1,http://www.wikidata.org/entity/Q15376798,Carl Uhlig,Uhlig,C.,"Uhlig, C.",,40151791,0000 0000 4101 7133,98894,,,,,1872.0,1938.0,,
706,E043,Eggerth K.,Eggerth,Karl,,"Eggerth, K.","Eggerth, K.","Eggerth, K.",0.0,1,http://www.wikidata.org/entity/Q21511529,Karl Eggerth,Eggerth,K.,"Eggerth, K.",,,,80284,18392-1,Eggerth,,,1860.0,1888.0,,
707,K990,Kernstock E.,Kernstock,Ernst,,"Kernstock, E.","Kernstock, E.","Kernstock, E.",0.0,1,http://www.wikidata.org/entity/Q21062274,Ernst Kernstock,Kernstock,E.,"Kernstock, E.",,100618055,,30790,4744-1,Kernst.,,,1852.0,1900.0,,
708,L100,Lojka H.,Lojka,H.,,"Lojka, H.","Lojka, H.","Lojka, H.",0.0,1,http://www.wikidata.org/entity/Q21340602,Hugo Lojka,Lojka,H.,"Lojka, H.",,5557153184553627100008,,,22506-1,Lojka,,,1844.0,1887.0,,
709,G591,Geheeb Adalbert,Geheeb,Adalbert,,"Geheeb, A.","Geheeb, A.","Geheeb, A.",0.0,1,http://www.wikidata.org/entity/Q69278,Adalbert Geheeb,Geheeb,A.,"Geheeb, A.",,33072300,0000 0000 2097 5025,2018.0,3064-1,Geh.,,,1842.0,1909.0,,
710,LNGWC,Leong W.C.,Leong,Wai Chao,,"Leong, W.C.","Leong, W.C.","Leong, W.C.",0.0,1,http://www.wikidata.org/entity/Q26712530,Wai Chao Leong,Leong,W.C.,"Leong, W.C.",,,,,20006377-1,W.C.Leong,,,,,,
711,HUMBL,Humblot L.,Humblot,Léon,,"Humblot, L.","Humblot, L.","Humblot, L.",0.0,1,http://www.wikidata.org/entity/Q3271059,Léon Humblot,Humblot,L.,"Humblot, L.",,29834061,0000 0000 0501 9756,48627.0,13669-1,Humblot,,,1852.0,1914.0,,
712,RIVAD,Riva D.,Riva,Domenico,,"Riva, D.","Riva, D.","Riva, D.",0.0,1,http://www.wikidata.org/entity/Q21607246,Domenico Riva,Riva,D.,"Riva, D.",,,,,8421-1,Riva,,,1856.0,1895.0,,
713,BLFRI,Balfour I.B.,Balfour,Isaac,Bayley,"Balfour, I.B.","Balfour, I.B.","Balfour, I.B.",0.0,1,http://www.wikidata.org/entity/Q670050,Isaac Bayley Balfour,Balfour,I.B.,"Balfour, I.B.",,19795818,0000 0001 0876 7597,630.0,423-1,Balf.f.,Q670050,,1853.0,1922.0,,
714,FORSW,Forsyth W.,Forsyth,W.,,"Forsyth, W.","Forsyth, W.","Forsyth, W.",0.0,1,http://www.wikidata.org/entity/Q1509710,William Forsyth,Forsyth,W.,"Forsyth, W.",,59265538,0000 0000 8138 6128,46743.0,2839-1,Forsyth,,,1737.0,1804.0,,
715,VANOM,Vanoverbergh Maurice,Vanoverbergh,Maurice,,"Vanoverbergh, M.","Vanoverbergh, M.","Vanoverbergh, M.",0.0,1,http://www.wikidata.org/entity/Q59530097,Morice Vanoverbergh,Vanoverbergh,M.,"Vanoverbergh, M.",,39745769,0000 0000 8119 0934,39949,,,,,1885.0,1982.0,,
716,D041,Duthie A.V.,Duthie,Augusta,Vera,"Duthie, A.V.","Duthie, A.V.","Duthie, A.V.",0.0,1,http://www.wikidata.org/entity/Q13034293,Augusta Vera Duthie,Duthie,A.V.,"Duthie, A.V.",,53729594,,13801,18307-1,A.V.Duthie,,,1881.0,1963.0,,
717,WLLMT,Willemse M.T.M.,Willemse,M.T.M.,,"Willemse, M.T.M.","Willemse, M.T.M.","Willemse, M.T.M.",0.0,1,http://www.wikidata.org/entity/Q36638745,M.T.M. Willemse,Willemse,M.T.M.,"Willemse, M.T.M.",,,,,20003224-1,M.T.M.Willemse,,,,,,
718,GALPE,Galpin E.E.,Galpin,Ernest,Edward,"Galpin, E.E.","Galpin, E.E.","Galpin, E.E.",0.0,1,http://www.wikidata.org/entity/Q5393019,Ernest Edward Galpin,Galpin,E.E.,"Galpin, E.E.",,29367762,0000 0000 5110 8506,8311.0,13990-1,Galpin,,,1858.0,1941.0,,
719,S053,Schumacker R.,Schumacker,R.,,"Schumacker, R.","Schumacker, R.","Schumacker, R.",0.0,1,http://www.wikidata.org/entity/Q21512059,René Schumacker,Schumacker,R.,"Schumacker, R.",,165603534,0000 0001 1722 1481,60366,15666-1,Schumacker,,,1937.0,2015.0,,
720,PALIP,Palik P.,Palik,P.,,"Palik, P.","Palik, P.","Palik, P.",0.0,1,http://www.wikidata.org/entity/Q1228401,Piroska Palik,Palik,P.,"Palik, P.",,161806271,0000 0001 1133 5891,61741.0,33768-1,Palik,,,1895.0,1966.0,,
721,P025,Patouillard N.T,Patouillard,Narcisse,Theophile,"Patouillard, N.T.","Patouillard, N.T.","Patouillard, N.T.",0.0,1,http://www.wikidata.org/entity/Q2634160,Narcisse Théophile Patouillard,Patouillard,N.T.,"Patouillard, N.T.",,12377770,0000 0001 1946 6669,703.0,24609-1,Pat.,,,1854.0,1926.0,,
722,MAHUM,Mahu Manuel,Mahu,Manuel,,"Mahu, M.","Mahu, M.","Mahu, M.",0.0,1,http://www.wikidata.org/entity/Q21519798,Manuel Mahu,Mahu,M.,"Mahu, M.",,,,,5991-1,Mahu,,,1930.0,,,
723,R105,Ritschel A.,Ritschel,A.,,"Ritschel, A.","Ritschel, A.","Ritschel, A.",0.0,1,http://www.wikidata.org/entity/Q36509060,Anja Ritschel,Ritschel,A.,"Ritschel, A.",,,,,20006363-2,A.Ritschel,,,,,,
724,PLLPH,Pellicier P.,Pellicier,Philippe,,"Pellicier, P.","Pellicier, P.","Pellicier, P.",0.0,1,http://www.wikidata.org/entity/Q36654420,Philippe Pellicier,Pellicier,P.,"Pellicier, P.",,,,,20003392-1,Pellic.,,,,,,
725,FOSBF,Fosberg F.R.,Fosberg,Francis,Raymond,"Fosberg, F.R.","Fosberg, F.R.","Fosberg, F.R.",0.0,1,http://www.wikidata.org/entity/Q4492095,Francis Raymond Fosberg,Fosberg,F.R.,"Fosberg, F.R.",,76389944,0000 0001 1071 5606,1447.0,18913-1,Fosberg,,,1908.0,1993.0,,
726,BANW,Banwell A.D.,Banwell,A.,David,"Banwell, A.D.","Banwell, A.D.","Banwell, A.D.",0.0,1,http://www.wikidata.org/entity/Q36499077,A.David Banwell,Banwell,A.D.,"Banwell, A.D.",,,,75643,31295-1,Banwell,,,,,,
727,D132,Diedicke H.,Diedicke,H.,,"Diedicke, H.","Diedicke, H.","Diedicke, H.",0.0,1,http://www.wikidata.org/entity/Q21392335,Hermann Diedicke,Diedicke,H.,"Diedicke, H.",,62581818,0000 0000 1709 0613,46884,18028-1,Died.,,,1865.0,1940.0,,
728,WAITM,Waite M.B.,Waite,M.B.,,"Waite, M.B.","Waite, M.B.","Waite, M.B.",0.0,1,http://www.wikidata.org/entity/Q21612010,Merton Benway Waite,Waite,M.B.,"Waite, M.B.",,41535141,0000 0000 4903 9687,4693.0,28494-1,Waite,,,1865.0,1945.0,,
729,SCHLH,Schlieben H.J.E.,Schlieben,Hans-Joachim,Eberhard,"Schlieben, H.E.","Schlieben, H.E.","Schlieben, H.E.",0.0,1,http://www.wikidata.org/entity/Q21337647,Hans-Joachim Eberhardt Schlieben,Schlieben,H.E.,"Schlieben, H.E.",,102715171,,77542,9125-1,Schlieb.,,,1902.0,1975.0,,
730,BEARJ,Beard J.S.,Beard,John,Standley,"Beard, J.S.","Beard, J.S.","Beard, J.S.",0.0,1,http://www.wikidata.org/entity/Q6258846,John Stanley Beard,Beard,J.S.,"Beard, J.S.",,6286693,0000 0000 6344 8444,7486,582-1,Beard,,,1916.0,2011.0,,
731,L852,G. Léonard,Léonard,G.,,"Léonard, G.","Léonard, G.","Léonard, G.",0.0,1,http://www.wikidata.org/entity/Q21518672,Guy Léonard,Léonard,G.,"Léonard, G.",,,,,5481-1,G.Léonard,,,1927.0,,,
732,ADAMC,Adams C.D.,Adams,Charles,Dennis,"Adams, C.D.","Adams, C.D.","Adams, C.D.",0.0,1,http://www.wikidata.org/entity/Q4057357,Charles Dennis Adams,Adams,C.D.,"Adams, C.D.",,17618737,0000 0000 7704 0503,826.0,62-1,C.D.Adams,,,1920.0,2005.0,,
733,BZNJ1,Bozonnet J.,Bozonnet,J.,,"Bozonnet, J.","Bozonnet, J.","Bozonnet, J.",0.0,1,http://www.wikidata.org/entity/Q36587151,Jean Bozonnet,Bozonnet,J.,"Bozonnet, J.",,,,63071,16439-1,Bozonnet,,,,,,
734,MATH,Mathews A.,Mathews,Andrew,,"Mathews, A.","Mathews, A.","Mathews, A.",0.0,1,http://www.wikidata.org/entity/Q21520106,Andrew Mathews,Mathews,A.,"Mathews, A.",,,,12597,39511-1,A.Mathews,,,1801.0,1841.0,,
735,T205,Thellung A.,Thellung,Albert,,"Thellung, A.","Thellung, A.","Thellung, A.",0.0,1,http://www.wikidata.org/entity/Q124109,Albert Thellung,Thellung,A.,"Thellung, A.",,118901168,0000 0001 1862 8267,339.0,10550-1,Thell.,,,1881.0,1928.0,,
736,D007,Demoulin V.,Demoulin,Vincent,,"Demoulin, V.","Demoulin, V.","Demoulin, V.",0.0,1,http://www.wikidata.org/entity/Q15894931,Vincent Demoulin,Demoulin,V.,"Demoulin, V.",,,,93667.0,17931-1,Demoulin,,,1946.0,,,
737,M998,Mudd W.,Mudd,William,A.,"Mudd, W.A.","Mudd, W.A.","Mudd, W.A.",0.0,1,http://www.wikidata.org/entity/Q21521825,William A. Mudd,Mudd,W.A.,"Mudd, W.A.",,,,31510,23719-1,Mudd,,,1830.0,1879.0,,
738,ASHBA,Ashby A.M.,Ashby,Alison,Marjorie,"Ashby, A.M.","Ashby, A.M.","Ashby, A.M.",0.0,1,http://www.wikidata.org/entity/Q17000830,Alison Marjorie Ashby,Ashby,A.M.,"Ashby, A.M.",,94478522,,60384,13256-1,A.M.Ashby,,P001405b,1901.0,1987.0,,
739,CASTA,Castro A.,Castro,A.,,"Castro, A.","Castro, A.","Castro, A.",0.0,1,http://www.wikidata.org/entity/Q36500245,Adriano Castro,Castro,A.,"Castro, A.",,,,,20012468-1,A.Castro,,,,,,
740,EHREC,Ehrenberg C.A.,Ehrenberg,Carl,August,"Ehrenberg, C.A.","Ehrenberg, C.A.","Ehrenberg, C.A.",0.0,1,http://www.wikidata.org/entity/Q121703,Carl August Ehrenberg,Ehrenberg,C.A.,"Ehrenberg, C.A.",,52911804,,18184.0,2481-1,C.Ehrenb.,,,1801.0,1849.0,,
741,ANDR1,Androssov N.V.,Androssov,N.V.,,"Androssov, N.V.","Androssov, N.V.","Androssov, N.V.",0.0,1,http://www.wikidata.org/entity/Q21505238,Nikolay Vikentyevich Androssov,Androssov,N.V.,"Androssov, N.V.",,,,41947,219-1,Androssov,,,1870.0,1941.0,,
742,GARSS,Garside Sidney,Garside,Sidney,,"Garside, S.","Garside, S.","Garside, S.",0.0,1,http://www.wikidata.org/entity/Q6127466,Sidney Garside,Garside,S.,"Garside, S.",,,,45833,19184-1,Garside,,,1889.0,1961.0,,
743,PETTA,Pettet A.,Pettet,Anthony,,"Pettet, A.","Pettet, A.","Pettet, A.",0.0,1,http://www.wikidata.org/entity/Q36508031,Antony Pettet,Pettet,A.,"Pettet, A.",,,,71298,24793-1,Pettet,,,,,,
744,E010,Emoto Y.,Emoto,Yoshikadzu,,"Emoto, Y.","Emoto, Y.","Emoto, Y.",0.0,1,http://www.wikidata.org/entity/Q21512076,Yoshikadzu Emoto,Emoto,Y.,"Emoto, Y.",,5150170409200011445,,2836,18483-1,Emoto,,,1872.0,,,
745,P098,Palla E.,Palla,Eduard,,"Palla, E.","Palla, E.","Palla, E.",0.0,1,http://www.wikidata.org/entity/Q5818912,Eduard Palla,Palla,E.,"Palla, E.",,5714751,0000 0000 2218 696X,49065,7273-1,Palla,,,1864.0,1922.0,,
746,JANSE,Jans Edw.,Jans,Edw.,,"Jans, E.","Jans, E.","Jans, E.",0.0,1,http://www.wikidata.org/entity/Q47119499,Els Jans,Jans,E.,"Jans, E.",,,,63090,20016190-1,Jans,,,,,,
747,F951,Fürnrohr A.E.,Fürnrohr,August,Emanuel,"Fürnrohr, A.E.","Fürnrohr, A.E.","Fürnrohr, A.E.",0.0,1,http://www.wikidata.org/entity/Q21340282,August Emanuel Fürnrohr,Fürnrohr,A.E.,"Fürnrohr, A.E.",,54488118,0000 0001 0973 4789,77860.0,12507-1,Fürnr.,,,1804.0,1861.0,,
748,R017,Roumeguère C.,Roumeguère,Casimir,,"Roumeguère, C.","Roumeguère, C.","Roumeguère, C.",0.0,1,http://www.wikidata.org/entity/Q5756196,Casimir Roumeguère,Roumeguère,C.,"Roumeguère, C.",,12608292,0000 0000 0464 7988,655.0,25827-1,Roum.,,,1828.0,1892.0,,
749,KMBJW,Kimbrough J.W.,Kimbrough,James,William,"Kimbrough, J.W.","Kimbrough, J.W.","Kimbrough, J.W.",0.0,1,http://www.wikidata.org/entity/Q21339748,James William Kimbrough,Kimbrough,J.W.,"Kimbrough, J.W.",,,,67243,21416-1,Kimbr.,,,1934.0,2017.0,,
750,STRCA,Strail C.A.,Strail,Charles,Antoine,"Strail, C.A.","Strail, C.A.","Strail, C.A.",0.0,1,http://www.wikidata.org/entity/Q5764804,Charles Antoine Strail,Strail,C.A.,"Strail, C.A.",,,,82236.0,10194-1,Strail,,,1808.0,1893.0,,
751,DEANW,Deane Walter,Deane,Walter,,"Deane, W.","Deane, W.","Deane, W.",0.0,1,http://www.wikidata.org/entity/Q21510088,Walter Deane,Deane,W.,"Deane, W.",,232044735,,1214.0,2053-1,W.Deane,,,1848.0,1930.0,,
752,W923,Wessels D.C.J.,Wessels,Dirk,C.J.,"Wessels, D.C.J.","Wessels, D.C.J.","Wessels, D.C.J.",0.0,1,http://www.wikidata.org/entity/Q21340286,Dirk C.J. Wessels,Wessels,D.C.J.,"Wessels, D.C.J.",,,,47629,28687-1,Wessels,,,1950.0,,,
753,BOUYT,Bouyer T.,Bouyer,Thierry,,"Bouyer, T.","Bouyer, T.","Bouyer, T.",0.0,1,http://www.wikidata.org/entity/Q21341706,Thierry Bouyer,Bouyer,T.,"Bouyer, T.",,,,,,,,,,,,
754,ARBOM,Arbonnier M.,Arbonnier,Michel,,"Arbonnier, M.","Arbonnier, M.","Arbonnier, M.",0.0,1,http://www.wikidata.org/entity/Q33662195,Michel Arbonnier,Arbonnier,M.,"Arbonnier, M.",,,,95841,36543-1,Arbonn.,,,,,,
755,WEBBH,Webber H.J.,Webber,H.J.,,"Webber, H.J.","Webber, H.J.","Webber, H.J.",0.0,1,http://www.wikidata.org/entity/Q3133468,Herbert John Webber,Webber,H.J.,"Webber, H.J.",,33644060,0000 0000 8438 657X,45175.0,11456-1,Webber,,,1865.0,1946.0,,
756,WEISE,Weiss Emanuel,Weiss,Emanuel,,"Weiss, E.","Weiss, E.","Weiss, E.",0.0,1,http://www.wikidata.org/entity/Q5830335,Emanuel Weiss,Weiss,E.,"Weiss, E.",,4528152988208412790005,,1719,11521-1,E.Weiss,,,1837.0,1870.0,,
757,GRMJM,Grimshaw J.M.,Grimshaw,John,M.,"Grimshaw, J.M.","Grimshaw, J.M.","Grimshaw, J.M.",0.0,1,http://www.wikidata.org/entity/Q26713599,John M. Grimshaw,Grimshaw,J.M.,"Grimshaw, J.M.",,,,81219.0,37570-1,Grimshaw,,,,,,
758,JORDM,Jordaan M.,Jordaan,M.,,"Jordaan, M.","Jordaan, M.","Jordaan, M.",0.0,1,http://www.wikidata.org/entity/Q18985962,Marie Jordaan,Jordaan,M.,"Jordaan, M.",,300406808,,,38461-1,Jordaan,,,1948.0,,,
759,HUETM,Huet M.,Huet,Marcel,,"Huet, M.","Huet, M.","Huet, M.",0.0,1,http://www.wikidata.org/entity/Q28519224,Michaël Huet,Huet,M.,"Huet, M.",,,,,,,,,,,,
760,BOURH,Bourdot H.,Bourdot,H.,,"Bourdot, H.","Bourdot, H.","Bourdot, H.",0.0,1,http://www.wikidata.org/entity/Q1633081,Hubert Bourdot,Bourdot,H.,"Bourdot, H.",,69328311,0000 0000 0416 1320,1881.0,1029-1,Bourdot,,,1861.0,1937.0,,
761,HAEGL,Haegi L.,Haegi,L.,,"Haegi, L.","Haegi, L.","Haegi, L.",0.0,1,http://www.wikidata.org/entity/Q5971806,Laurence Haegi,Haegi,L.,"Haegi, L.",,,,79775,13662-1,Haegi,,,1952.0,,,
762,LUINI,Luino I.,Luino,I.,,"Luino, I.","Luino, I.","Luino, I.",0.0,1,http://www.wikidata.org/entity/Q33682751,Iacopo Luino,Luino,I.,"Luino, I.",,,,,20026500-1,Luino,,,,,,
763,DITTM,Dittrich M.,Dittrich,M.,,"Dittrich, M.","Dittrich, M.","Dittrich, M.",0.0,1,http://www.wikidata.org/entity/Q13402646,Manfred Dittrich,Dittrich,M.,"Dittrich, M.",,101113850,0000 0004 5875 6169,,2233-1,Dittrich,,,1934.0,,,
764,LJUNE,Ljungström E.L.,Ljungström,Ernst,Leopold,"Ljungström, E.L.","Ljungström, E.L.","Ljungström, E.L.",0.0,1,http://www.wikidata.org/entity/Q21519385,Ernst Leopold Ljungström,Ljungström,E.L.,"Ljungström, E.L.",,,,24609,5670-1,Ljungstr.,,,1854.0,1943.0,,
765,WRCKL,Wercklé K.,Wercklé,Karl (Carl),,"Wercklé, K.(.","Wercklé, K.(.","Wercklé, K.",0.0,1,http://www.wikidata.org/entity/Q21392078,Karl Wercklé,Wercklé,K.,"Wercklé, K.",,,,172,11559-1,Wercklé,,,1860.0,1924.0,,
766,TOUTB,Toutain B.,Toutain,B.,,"Toutain, B.","Toutain, B.","Toutain, B.",0.0,1,http://www.wikidata.org/entity/Q47127572,Bernard Toutain,Toutain,B.,"Toutain, B.",,2581393,,,36163-1,Toutain,,,,,,
767,RIERJ,Riera J.,Riera,J.,,"Riera, J.","Riera, J.","Riera, J.",0.0,1,http://www.wikidata.org/entity/Q36597913,Jesús Riera,Riera,J.,"Riera, J.",,,,,20007993-1,Riera,,,,,,
768,BCTWN,Beckett T.W.N.,Beckett,Thomas,W. Naylor,"Beckett, T.W.N.","Beckett, T.W.N.","Beckett, T.W.N.",0.0,1,http://www.wikidata.org/entity/Q15994293,Thomas W. Naylor Beckett,Beckett,T.W.N.,"Beckett, T.W.N.",,,,43712,15861-1,Beckett,,,1838.0,1906.0,,
769,ANDEN,Andersson N.J.,Andersson,Nils,Johan,"Andersson, N.J.","Andersson, N.J.","Andersson, N.J.",0.0,1,http://www.wikidata.org/entity/Q1348854,Nils Johan Andersson,Andersson,N.J.,"Andersson, N.J.",,35205016,0000 0000 8114 5455,564.0,203-1,Andersson,,,1821.0,1880.0,,
770,SE50,Sérusiaux E.,Sérusiaux,Emmanuel,,"Sérusiaux, E.","Sérusiaux, E.","Sérusiaux, E.",0.0,1,http://www.wikidata.org/entity/Q21339085,Emmanuel Sérusiaux,Sérusiaux,E.,"Sérusiaux, E.",,27317467,0000 0001 1753 7347,,26463-1,Sérus.,,,1953.0,,,
771,FBAS001,Bastin F.,Bastin,F.,,"Bastin, F.","Bastin, F.","Bastin, F.",0.0,1,http://www.wikidata.org/entity/Q55012948,Ferdinand Bastin,Bastin,F.,"Bastin, F.",,,,,,,,,1885.0,1974.0,,
772,ARNTH,Arnold T.H.,Arnold,Trevor,Henry,"Arnold, T.H.","Arnold, T.H.","Arnold, T.H.",0.0,1,http://www.wikidata.org/entity/Q18982643,Trevor Henry Arnold,Arnold,T.H.,"Arnold, T.H.",,,,,13150-1,T.H.Arnold,,,1947.0,,,
773,R063,Ricker P.L.,Ricker,Percy Leroy,,"Ricker, P.L.","Ricker, P.L.","Ricker, P.L.",0.0,1,http://www.wikidata.org/entity/Q6072149,Percy Leroy Ricker,Ricker,P.L.,"Ricker, P.L.",,70505034,0000 0000 2972 4994,37873.0,8376-1,Ricker,,,1878.0,1973.0,,
774,BROWE,Brown E.S.,Brown,E.S.,,"Brown, E.S.","Brown, E.S.","Brown, E.S.",0.0,1,http://www.wikidata.org/entity/Q55021031,Eric Septimus Brown,Brown,E.S.,"Brown, E.S.",,,,,,,,,1912.0,1972.0,,
775,NICH1,Nicholson W.E.,Nicholson,W.E.,,"Nicholson, W.E.","Nicholson, W.E.","Nicholson, W.E.",0.0,1,http://www.wikidata.org/entity/Q21522135,William Edward Nicholson,Nicholson,W.E.,"Nicholson, W.E.",,1951148451574515970008,,31040,24053-1,W.E.Nicholson,,,1866.0,1945.0,,
776,SCHFR,Schinner F.,Schinner,Franz,,"Schinner, F.","Schinner, F.","Schinner, F.",0.0,1,http://www.wikidata.org/entity/Q21607977,Franz Schinner,Schinner,F.,"Schinner, F.",,114984957,0000 0001 0937 9991,,26281-1,Schinner,,,1947.0,,,
777,REVEJ,Reverchon J.,Reverchon,Julien,,"Reverchon, J.","Reverchon, J.","Reverchon, J.",0.0,1,http://www.wikidata.org/entity/Q3189639,Julien Reverchon,Reverchon,J.,"Reverchon, J.",,,,9059.0,8318-1,J.Rev.,,,1837.0,1905.0,,
778,VERLJ,Verlot J.B.,Verlot,Jean,Baptiste,"Verlot, J.B.","Verlot, J.B.","Verlot, J.B.",0.0,1,http://www.wikidata.org/entity/Q5928628,Jean Baptiste Verlot,Verlot,J.B.,"Verlot, J.B.",,206233411,0000 0003 5808 6591,3386,11140-1,Verl.,,,1816.0,1891.0,,
779,COLLA4,Collie A.,Collie,Alexander,,"Collie, A.","Collie, A.","Collie, A.",0.0,1,http://www.wikidata.org/entity/Q443356,Alexander Collie,Collie,A.,"Collie, A.",,88267046,0000 0000 6325 9416,7374.0,1741-1,Collie,,P001140b,1793.0,1835.0,,
